MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S	ID83T
1:Del:C:0	3.88E-07	1.16E-06	4.43E-03	9.60E-05	5.16E-03	4.29E-02	5.55E-02	4.07E-03	1.42E-02	9.70E-03	5.09E-02	1.82E-02	2.10E-02	1.28E-02	3.49E-02	2.43E-03	3.97E-02	2.66E-02	1.68E-02	1.04E-02
1:Del:C:1	4.58E-04	3.26E-03	4.84E-03	0.00E+00	1.59E-03	2.07E-02	9.08E-03	2.08E-04	7.09E-03	5.70E-04	1.57E-02	1.16E-02	2.16E-02	1.11E-02	1.07E-02	7.73E-02	1.81E-03	3.53E-03	1.88E-02	3.06E-03
1:Del:C:2	3.32E-09	7.52E-04	1.01E-03	1.22E-04	4.30E-07	1.27E-03	1.29E-03	4.41E-08	1.59E-03	2.64E-06	1.34E-03	1.57E-06	1.99E-03	3.65E-03	3.67E-03	4.75E-04	0.00E+00	3.45E-04	3.41E-03	6.92E-04
1:Del:C:3	4.97E-04	2.11E-03	2.54E-03	3.80E-04	8.64E-05	2.22E-03	1.04E-02	2.89E-03	1.08E-03	2.29E-07	1.28E-03	4.38E-03	0.00E+00	1.71E-03	3.43E-03	4.94E-03	1.05E-02	3.70E-03	6.40E-04	1.07E-02
1:Del:C:4	2.62E-05	2.28E-03	4.53E-08	1.53E-04	1.81E-08	1.35E-02	7.20E-03	5.41E-04	1.01E-03	2.80E-46	5.67E-03	1.18E-04	0.00E+00	2.83E-03	6.97E-03	3.76E-03	9.88E-04	2.44E-03	9.38E-03	2.71E-03
1:Del:C:5	2.11E-03	9.46E-03	1.59E-03	1.52E-04	2.66E-08	7.88E-04	0.00E+00	7.09E-03	1.77E-03	2.66E-04	7.60E-04	3.92E-08	2.51E-08	1.05E-03	3.72E-03	1.86E-04	7.44E-04	3.59E-04	1.40E-46	3.14E-03
1:Del:T:0	6.67E-04	4.09E-03	1.06E-02	1.04E-03	0.00E+00	1.88E-02	2.13E-02	3.38E-03	1.13E-02	4.55E-03	1.52E-02	6.54E-03	5.71E-03	2.66E-02	4.08E-02	1.14E-02	1.89E-02	9.53E-03	2.95E-03	6.54E-03
1:Del:T:1	4.12E-08	2.31E-04	2.82E-03	2.80E-04	0.00E+00	1.62E-02	7.33E-03	2.30E-03	1.08E-02	0.00E+00	5.20E-03	1.27E-03	4.15E-03	5.27E-03	3.55E-03	1.93E-02	1.24E-06	3.51E-06	1.02E-02	1.83E-03
1:Del:T:2	2.80E-46	1.04E-03	4.72E-03	1.40E-03	1.12E-02	2.47E-02	1.37E-02	1.24E-03	2.73E-03	3.51E-04	2.58E-02	4.62E-03	1.21E-02	0.00E+00	1.55E-02	2.75E-02	1.40E-46	1.15E-02	3.50E-03	1.32E-02
1:Del:T:3	2.72E-04	6.92E-03	1.97E-03	1.11E-03	0.00E+00	2.39E-02	2.35E-02	5.27E-03	5.94E-03	2.40E-03	1.86E-02	0.00E+00	1.30E-02	1.05E-02	3.75E-02	3.28E-02	8.76E-03	3.11E-02	1.30E-02	1.85E-02
1:Del:T:4	5.97E-04	9.58E-03	1.40E-46	0.00E+00	1.49E-03	1.34E-02	3.43E-02	5.06E-03	1.00E-03	0.00E+00	2.34E-02	2.59E-03	3.47E-03	0.00E+00	6.32E-02	3.26E-02	1.97E-03	3.37E-03	7.18E-04	9.85E-03
1:Del:T:5	4.17E-08	2.72E-02	2.53E-03	7.42E-08	3.12E-07	5.38E-07	2.64E-03	4.34E-02	2.08E-03	1.19E-02	3.56E-08	1.17E-02	3.26E-03	3.39E-02	6.98E-02	9.74E-07	2.25E-06	1.31E-05	8.74E-03	5.48E-02
1:Ins:C:0	1.73E-08	1.10E-07	1.04E-03	3.49E-08	5.29E-08	2.53E-04	1.82E-03	2.20E-07	2.82E-03	3.98E-08	9.12E-04	1.62E-04	1.17E-03	1.61E-03	6.46E-04	1.08E-06	3.50E-04	1.09E-07	1.89E-03	7.38E-04
1:Ins:C:1	2.07E-08	4.91E-04	8.02E-04	3.11E-08	2.93E-08	5.00E-07	1.60E-04	4.58E-04	1.08E-03	5.13E-08	1.06E-08	6.76E-08	7.79E-07	2.01E-03	1.43E-03	1.73E-03	1.49E-03	6.50E-05	1.18E-03	1.97E-04
1:Ins:C:2	2.37E-08	9.85E-08	1.78E-03	9.68E-08	6.24E-08	2.64E-08	1.60E-04	3.69E-03	1.88E-03	1.41E-07	5.00E-04	9.49E-05	2.83E-08	2.24E-03	1.06E-04	1.04E-03	7.99E-05	6.00E-08	2.99E-03	3.67E-04
1:Ins:C:3	2.13E-04	4.82E-08	3.23E-08	2.64E-08	7.78E-05	4.60E-08	1.13E-07	6.93E-04	6.67E-05	1.88E-07	1.60E-07	2.60E-04	2.26E-07	1.19E-08	2.61E-04	2.08E-07	3.96E-04	1.56E-04	1.29E-07	9.26E-05
1:Ins:C:4	3.58E-03	3.54E-04	3.09E-04	2.29E-08	6.27E-08	1.33E-04	2.42E-04	1.87E-03	5.67E-04	1.47E-03	2.38E-04	3.40E-07	9.21E-08	3.30E-03	3.00E-03	1.49E-03	3.18E-04	2.77E-03	5.88E-04	1.06E-02
1:Ins:C:5	2.30E-03	1.10E-03	3.04E-04	6.78E-05	0.00E+00	4.59E-03	2.88E-03	2.33E-03	2.36E-03	1.23E-04	1.46E-03	0.00E+00	1.44E-04	1.29E-03	4.53E-03	2.92E-04	5.21E-03	6.99E-03	8.89E-03	3.86E-03
1:Ins:T:0	9.26E-04	4.61E-03	5.69E-04	6.53E-04	2.48E-02	7.30E-03	3.32E-03	1.54E-03	0.00E+00	1.93E-04	6.95E-03	1.69E-02	1.34E-04	7.52E-02	6.60E-03	3.58E-02	9.64E-03	1.54E-02	1.29E-02	1.40E-46
1:Ins:T:1	6.51E-08	1.95E-07	1.19E-03	1.34E-04	2.38E-08	5.45E-03	2.05E-03	4.60E-04	3.70E-04	2.90E-04	8.91E-03	2.57E-04	3.89E-03	3.52E-03	1.35E-02	1.92E-02	0.00E+00	2.30E-04	3.02E-03	4.43E-04
1:Ins:T:2	1.47E-03	0.00E+00	2.37E-03	3.42E-02	3.44E-05	1.80E-07	9.59E-03	2.67E-03	8.77E-04	5.49E-02	2.40E-03	2.01E-03	7.56E-02	4.34E-03	1.42E-02	3.68E-07	4.16E-02	1.54E-02	1.61E-02	6.35E-04
1:Ins:T:3	5.12E-04	1.29E-03	0.00E+00	3.90E-05	5.48E-04	1.89E-04	3.29E-03	0.00E+00	0.00E+00	2.34E-04	9.42E-04	2.75E-04	1.64E-05	1.43E-03	1.17E-03	4.91E-03	3.59E-03	3.09E-03	3.32E-03	2.93E-03
1:Ins:T:4	3.96E-03	2.36E-04	4.19E-04	3.96E-08	4.18E-04	4.72E-08	3.94E-03	2.43E-03	0.00E+00	2.34E-03	7.89E-04	6.98E-02	1.06E-04	1.35E-02	1.30E-05	3.87E-03	9.06E-03	2.35E-02	4.21E-03	1.85E-06
1:Ins:T:5	8.51E-03	3.63E-30	7.78E-03	1.10E-03	1.36E-07	3.88E-04	2.89E-07	2.55E-03	2.46E-02	1.49E-05	1.55E-45	1.52E-03	3.33E-03	1.71E-03	9.46E-03	7.13E-03	1.75E-45	8.30E-02	2.73E-02	4.10E-02
2:Del:R:0	6.30E-08	1.40E-46	1.80E-03	0.00E+00	1.16E-07	6.02E-03	1.91E-03	1.02E-08	3.35E-03	0.00E+00	3.10E-03	2.98E-08	3.24E-03	4.63E-03	4.11E-03	3.98E-02	5.12E-03	2.90E-03	1.64E-03	4.63E-03
2:Del:R:1	2.82E-04	2.31E-03	2.34E-03	1.37E-06	0.00E+00	3.03E-04	2.78E-03	1.85E-07	3.71E-03	1.90E-02	4.21E-03	0.00E+00	7.77E-03	2.05E-03	8.13E-03	6.69E-03	1.32E-03	5.30E-04	1.27E-02	1.09E-02
2:Del:R:2	3.09E-04	1.25E-03	1.64E-05	0.00E+00	0.00E+00	5.23E-04	4.28E-07	1.14E-03	0.00E+00	2.89E-07	5.05E-04	2.12E-03	4.93E-04	5.54E-03	4.88E-03	4.69E-03	6.70E-04	8.40E-08	6.78E-05	6.56E-03
