NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	40.698	20.247	9.65	12.139	0.107	0.989	40000.0
2	38.589	19.459	9.151	11.591	0.102	0.991	70000.0
3	38.462	19.551	9.062	11.554	0.107	0.99	30000.0
4	39.146	19.581	9.256	11.688	0.104	0.99	40000.0
5	38.653	19.64	9.202	11.626	0.103	0.991	40000.0
6	39.581	20.271	9.563	12.294	0.107	0.99	40000.0
7	39.595	19.908	9.623	11.803	0.108	0.991	40000.0
8	39.547	19.57	9.43	11.563	0.105	0.991	50000.0
9	39.093	19.936	9.313	12.19	0.112	0.989	50000.0
10	39.538	19.868	9.268	11.633	0.103	0.991	100000.0
