Samples	ID83A	ID83B	ID83C
V1	3.63E+00	2.45E+00	2.72E+00
V2	2.35E+01	1.23E+01	1.91E+01
V3	1.02E+01	5.34E+00	1.12E+01
V4	1.86E+01	1.67E+01	3.87E+00
V5	8.56E+00	1.26E+01	6.69E+00
V6	4.07E+01	3.80E+01	9.21E+00
V7	2.00E+01	1.65E+01	9.41E+00
V8	1.49E+01	1.37E+01	2.83E+00
V9	1.64E+01	2.92E+00	1.49E+01
V10	3.82E+01	3.91E+01	5.47E+00
V11	2.82E+00	1.86E+01	1.93E+01
V12	9.67E-01	4.80E+00	4.35E+00
V13	2.26E+01	2.29E+01	1.15E+00
V14	9.02E+01	9.02E+01	2.21E-01
V15	8.35E+00	4.06E+00	8.73E+00
V16	5.36E+00	7.82E+00	3.51E+00
V17	1.05E+01	1.50E+01	6.90E+00
V18	2.31E+00	1.22E+01	1.15E+01
V19	8.43E-01	6.49E+00	6.36E+00
V20	1.39E+01	1.72E+01	4.60E+00
V21	3.00E+01	2.00E+01	2.01E+01
V22	2.36E+01	2.21E+01	1.25E+01
V23	9.18E+00	2.99E+00	8.42E+00
V24	1.61E+01	1.54E+01	2.31E+00
V25	5.28E+00	8.68E+00	7.20E+00
V26	1.11E+01	9.92E+00	3.09E+00
V27	1.10E+01	1.30E+01	4.17E+00
V28	2.72E+00	9.29E-01	2.64E+00
V29	4.09E+01	2.81E+00	4.05E+01
V30	6.09E+01	1.19E+01	5.69E+01
V31	7.44E+00	5.00E+00	5.43E+00
V32	3.78E+00	7.95E+00	7.29E+00
V33	1.42E+01	4.74E+00	1.53E+01
V34	1.56E+01	2.00E+01	2.25E+01
V35	1.47E+01	1.96E+01	8.85E+00
V36	1.47E+01	1.30E+01	7.69E+00
V37	1.03E+01	1.11E+01	7.25E+00
V38	4.57E+00	4.48E+00	5.81E+00
V39	1.66E+00	2.07E+00	1.68E+00
V40	4.47E+00	6.46E+00	7.28E+00
V41	2.65E+01	2.48E+01	4.70E+00
V42	6.40E-01	9.30E+00	9.46E+00
V43	1.43E+01	1.99E+01	2.58E+01
V44	1.51E+01	1.68E+01	2.56E+01
V45	9.39E+00	7.18E+00	1.05E+01
V46	4.62E+00	5.78E+01	5.48E+01
V47	5.33E+00	4.06E+00	4.45E+00
V48	8.98E+00	9.46E+00	1.11E+00
V49	1.84E+01	1.95E+01	2.07E+00
V50	6.97E+00	7.66E+00	1.14E+01
V51	3.01E+01	2.95E+01	6.44E+00
V52	3.06E+00	1.95E+00	2.25E+00
V53	5.88E+00	9.08E+00	9.15E+00
V54	5.20E+00	9.16E+00	9.20E+00
V55	2.66E+01	2.53E+01	2.71E+00
V56	5.02E+00	8.24E+00	7.88E+00
V57	8.05E+00	7.54E+00	1.06E+01
V58	5.91E+00	6.23E+00	1.01E+01
V59	2.50E+01	4.98E+00	2.09E+01
V60	8.53E+00	0.00E+00	8.53E+00
V61	2.41E+01	2.43E+01	4.70E+00
V62	8.68E+00	4.70E+01	4.81E+01
V63	7.12E+01	6.94E+01	3.49E+00
V64	2.47E+00	1.16E+00	2.02E+00
V65	5.53E+01	5.73E+01	2.37E+00
V66	1.68E+00	4.41E+01	4.42E+01
V67	6.01E+01	6.12E+01	3.10E+00
V68	1.09E+01	1.33E+01	4.53E+00
V69	4.28E+01	4.71E+01	4.10E+01
V70	1.16E+01	2.13E+00	1.16E+01
V71	3.04E+01	2.92E+01	1.69E+01
V72	1.28E+01	1.23E+01	4.77E+00
V73	2.77E+01	3.33E+00	2.67E+01
V74	1.76E+01	3.30E+00	1.90E+01
V75	3.26E+01	3.14E+01	2.44E+00
V76	1.67E+01	1.49E+01	9.22E+00
V77	2.88E+01	2.34E+01	1.08E+01
V78	5.30E+00	4.01E-01	5.12E+00
V79	1.73E+01	2.61E+00	1.91E+01
V80	2.89E+01	6.04E+00	3.17E+01
V81	6.01E+00	8.29E+00	7.83E+00
V82	3.26E+01	2.36E+01	4.94E+01
V83	3.00E+01	4.17E+00	2.97E+01
V84	3.01E+00	4.99E+00	6.90E+00
V85	4.04E+00	4.96E+00	3.24E+00
V86	3.80E+01	1.01E+00	3.84E+01
V87	8.40E+00	9.70E+00	4.21E+00
V88	2.35E+01	7.90E+00	2.92E+01
V89	2.52E+01	8.52E+00	2.05E+01
V90	6.61E+01	6.55E+01	3.60E+00
V91	1.55E+01	6.50E+00	1.31E+01
V92	3.02E+01	1.58E+01	2.36E+01
V93	3.35E+00	8.86E+00	8.69E+00
V94	2.33E+01	1.14E+01	3.12E+01
V95	6.41E+00	9.23E+00	1.15E+01
V96	2.01E+01	8.89E+00	1.76E+01
V97	8.48E+00	1.73E+00	8.72E+00
V98	1.58E+01	1.60E+01	5.87E+00
V99	6.84E+00	4.07E+00	8.67E+00
V100	1.86E+01	2.27E+01	7.66E+00
