MutationType	ID83A	ID83B	ID83C
1:Del:C:0	1.29E-02	2.41E-02	1.53E-03
1:Del:C:1	3.41E-03	8.23E-03	7.27E-04
1:Del:C:2	1.60E-04	1.86E-04	9.11E-05
1:Del:C:3	2.53E-04	7.97E-04	2.43E-04
1:Del:C:4	2.85E-04	7.16E-04	2.72E-04
1:Del:C:5	1.50E-04	7.64E-04	7.98E-04
1:Del:T:0	3.26E-03	6.94E-03	9.85E-04
1:Del:T:1	1.76E-03	2.95E-03	2.55E-04
1:Del:T:2	3.15E-03	5.15E-03	1.17E-03
1:Del:T:3	3.43E-03	7.49E-03	2.05E-03
1:Del:T:4	3.09E-03	7.02E-03	2.91E-03
1:Del:T:5	3.87E-03	4.05E-02	3.73E-02
1:Ins:C:0	1.82E-04	1.44E-04	8.50E-05
1:Ins:C:1	1.25E-03	6.79E-03	3.83E-03
1:Ins:C:2	5.32E-03	4.37E-02	2.74E-02
1:Ins:C:3	4.55E-05	3.93E-05	8.24E-05
1:Ins:C:4	1.40E-04	2.53E-04	3.52E-04
1:Ins:C:5	3.34E-04	6.73E-04	4.28E-04
1:Ins:T:0	4.86E-04	1.13E-03	3.61E-04
1:Ins:T:1	3.70E-04	6.42E-04	5.14E-05
1:Ins:T:2	2.22E-04	3.15E-04	2.37E-04
1:Ins:T:3	1.83E-04	2.48E-04	2.44E-04
1:Ins:T:4	3.03E-04	5.64E-04	7.52E-04
1:Ins:T:5	1.51E-02	4.84E-02	4.93E-02
2:Del:R:0	4.61E-04	8.17E-04	1.92E-04
2:Del:R:1	4.57E-04	2.81E-04	3.43E-04
2:Del:R:2	5.09E-05	2.42E-04	1.56E-04
2:Del:R:3	3.53E-08	4.29E-05	4.32E-05
2:Del:R:4	8.70E-09	8.41E-05	1.01E-04
2:Del:R:5	6.99E-05	4.19E-05	5.80E-05
3:Del:R:0	6.77E-04	2.15E-04	5.14E-04
3:Del:R:1	2.79E-04	3.77E-04	3.54E-04
3:Del:R:2	1.30E-03	5.86E-04	4.73E-02
3:Del:R:3	3.94E-05	6.15E-05	4.99E-08
3:Del:R:4	6.67E-09	6.17E-09	5.85E-09
3:Del:R:5	2.71E-07	1.60E-05	3.90E-05
4:Del:R:0	3.04E-04	1.86E-04	1.69E-04
4:Del:R:1	2.49E-04	3.51E-04	8.88E-05
4:Del:R:2	6.35E-05	4.38E-05	7.63E-05
4:Del:R:3	2.15E-04	1.53E-03	9.58E-04
4:Del:R:4	3.25E-05	5.57E-08	2.46E-05
4:Del:R:5	6.67E-09	6.17E-09	5.85E-09
5:Del:R:0	1.03E-02	1.01E-03	2.71E-04
5:Del:R:1	9.11E-05	2.82E-04	1.90E-04
5:Del:R:2	6.31E-05	4.94E-05	1.29E-07
5:Del:R:3	3.34E-08	2.00E-05	1.35E-05
5:Del:R:4	4.19E-05	2.13E-07	3.92E-08
5:Del:R:5	6.67E-09	6.17E-09	5.85E-09
2:Ins:R:0	2.42E-04	2.28E-04	1.91E-05
2:Ins:R:1	1.24E-04	2.16E-04	1.03E-04
2:Ins:R:2	7.65E-05	1.67E-04	6.76E-05
2:Ins:R:3	7.35E-05	6.30E-05	1.54E-04
2:Ins:R:4	1.74E-05	1.80E-04	1.37E-04
2:Ins:R:5	2.86E-04	5.06E-04	6.29E-04
3:Ins:R:0	2.44E-05	5.05E-05	3.28E-05
3:Ins:R:1	1.90E-04	3.22E-04	1.17E-03
3:Ins:R:2	2.20E-08	5.31E-05	4.41E-05
3:Ins:R:3	4.91E-04	7.92E-03	5.52E-03
3:Ins:R:4	3.19E-05	6.13E-08	4.93E-08
3:Ins:R:5	3.80E-04	3.60E-03	2.28E-03
4:Ins:R:0	9.15E-05	1.84E-05	9.33E-05
4:Ins:R:1	1.07E-04	1.58E-04	1.73E-04
4:Ins:R:2	6.63E-05	7.91E-05	3.08E-05
4:Ins:R:3	3.93E-08	6.59E-08	3.61E-05
4:Ins:R:4	2.07E-05	8.60E-05	5.24E-05
4:Ins:R:5	3.65E-05	8.84E-05	5.57E-05
5:Ins:R:0	5.91E-05	3.99E-05	2.48E-05
5:Ins:R:1	3.11E-04	2.79E-04	2.67E-04
5:Ins:R:2	3.21E-05	2.46E-05	1.59E-08
5:Ins:R:3	8.71E-09	3.58E-05	5.91E-05
5:Ins:R:4	2.15E-05	5.57E-08	3.62E-08
5:Ins:R:5	1.20E-05	1.23E-05	4.80E-08
2:Del:M:1	2.39E-04	1.37E-04	1.52E-04
3:Del:M:1	4.99E-04	9.45E-04	5.65E-04
3:Del:M:2	5.03E-04	8.60E-04	1.75E-03
4:Del:M:1	2.21E-04	3.46E-04	5.88E-05
4:Del:M:2	2.27E-04	3.37E-04	1.40E-04
4:Del:M:3	1.53E-04	1.97E-04	5.88E-05
5:Del:M:1	1.14E-02	1.92E-04	3.22E-07
5:Del:M:2	5.55E-03	8.70E-04	3.28E-08
5:Del:M:3	2.46E-03	4.69E-04	2.10E-04
5:Del:M:4	6.69E-04	2.49E-04	1.51E-04
5:Del:M:5	7.84E-04	3.75E-04	1.89E-04
