Samples	ID83A	ID83B	ID83C
V1	86	452	11
V2	3	13	291
V3	100	62	111
V4	338	0	300
V5	28	54	212
V6	93	74	34
V7	12	285	307
V8	4	211	64
V9	0	11	129
V10	14	366	106
V11	47	516	1
V12	389	143	386
V13	8	73	211
V14	110	24	21
V15	280	13	9
V16	161	214	3
V17	84	161	7
V18	56	401	12
V19	72	22	139
V20	360	295	70
V21	175	71	0
V22	13	17	79
V23	291	113	51
V24	132	392	63
V25	456	13	70
V26	106	111	9
V27	76	64	92
V28	134	153	6
V29	74	156	6
V30	466	6	119
V31	12	159	65
V32	39	27	10
V33	53	9	1
V34	118	45	49
V35	159	71	1
V36	27	0	34
V37	116	96	734
V38	13	42	17
V39	49	21	7
V40	22	46	55
V41	12	89	94
V42	61	95	21
V43	80	13	2
V44	10	41	88
V45	55	124	20
V46	87	34	22
V47	133	0	649
V48	107	75	6
V49	156	314	25
V50	0	267	107
V51	111	89	38
V52	0	306	9
V53	66	2	9
V54	103	21	18
V55	224	2	4
V56	53	4	36
V57	9	254	196
V58	8	41	2
V59	828	30	0
V60	191	22	156
V61	22	86	152
V62	143	38	3
V63	140	22	100
V64	35	267	0
V65	75	64	56
V66	103	62	6
V67	35	364	8
V68	48	323	1
V69	25	24	53
V70	0	6	0
V71	68	14	2
V72	159	0	40
V73	111	192	12
V74	59	12	5
V75	60	18	4
V76	48	25	113
V77	20	35	22
V78	130	23	4
V79	68	46	157
V80	213	0	15
V81	38	214	0
V82	105	191	125
V83	3	36	58
V84	0	315	0
V85	123	11	2
V86	226	70	108
V87	6	74	57
V88	6	8	133
V89	229	0	26
V90	222	252	44
V91	106	243	21
V92	21	88	14
V93	259	132	115
V94	31	14	301
V95	292	45	109
V96	69	413	18
V97	224	0	32
V98	21	20	298
V99	1	16	35
V100	97	21	8
