Samples	ID83A	ID83B	ID83C
V1	2.60E+00	3.50E+00	1.51E+00
V2	1.76E+00	9.34E-01	2.22E+00
V3	2.38E+00	1.86E+00	2.76E+00
V4	6.45E+00	3.61E+00	6.32E+00
V5	2.41E+01	2.38E+01	2.75E+00
V6	2.26E+01	2.19E+01	1.23E+00
V7	3.80E+00	4.09E+00	3.56E+00
V8	7.31E-01	2.51E+00	2.45E+00
V9	2.34E+00	1.43E+00	2.52E+00
V10	1.26E+01	1.26E+01	2.59E+00
V11	6.74E+00	6.78E+00	5.63E-01
V12	1.07E+01	8.52E+00	8.07E+00
V13	4.27E+00	4.23E+00	5.33E+00
V14	9.20E+00	8.40E+00	1.42E+00
V15	1.69E+00	1.94E+00	8.95E-01
V16	2.07E+01	2.07E+01	5.78E-01
V17	1.14E+01	1.13E+01	4.58E-01
V18	1.61E+01	1.57E+01	1.34E+00
V19	6.99E+00	5.02E+00	3.70E+00
V20	6.19E+01	6.18E+01	2.48E+00
V21	5.28E+00	5.28E+00	0.00E+00
V22	1.44E+00	1.19E+00	2.23E+00
V23	9.38E+00	9.62E+00	2.36E+00
V24	9.84E+00	7.26E+00	4.07E+00
V25	4.46E+00	2.53E+00	2.78E+00
V26	3.18E+00	3.09E+00	1.04E+00
V27	4.28E+00	4.69E+00	2.65E+00
V28	9.71E+00	9.85E+00	2.77E-01
V29	1.78E+01	1.78E+01	5.78E-01
V30	4.01E+00	1.22E+00	3.31E+00
V31	1.70E+00	3.72E+00	2.57E+00
V32	3.98E+00	4.06E+00	6.90E-01
V33	7.49E-01	7.49E-01	0.00E+00
V34	2.79E+00	1.46E+00	1.95E+00
V35	7.12E+00	7.12E+00	0.00E+00
V36	1.73E+00	0.00E+00	1.73E+00
V37	7.42E+00	4.56E+00	6.68E+00
V38	2.34E+00	2.11E+00	1.30E+00
V39	7.92E+00	8.01E+00	3.14E-01
V40	1.20E+01	1.17E+01	1.41E+00
V41	8.53E+00	9.10E+00	1.54E+00
V42	1.37E+01	1.40E+01	9.98E-01
V43	3.95E+00	3.95E+00	0.00E+00
V44	1.25E+01	9.86E+00	3.55E+00
V45	1.61E+01	1.65E+01	1.24E+00
V46	1.34E+01	1.35E+01	1.63E+00
V47	8.47E+00	2.67E-01	8.43E+00
V48	3.73E+00	3.98E+00	5.33E-01
V49	1.71E+01	1.71E+01	9.55E-01
V50	0.00E+00	2.07E+00	2.07E+00
V51	3.81E+00	3.54E+00	1.38E+00
V52	0.00E+00	1.46E+00	1.46E+00
V53	8.85E-01	4.96E-01	8.88E-01
V54	2.02E+00	1.69E+00	8.70E-01
V55	3.00E-01	0.00E+00	3.00E-01
V56	1.67E+00	5.00E-01	1.65E+00
V57	5.94E+00	5.49E+00	4.14E+00
V58	1.49E+00	1.56E+00	3.59E-01
V59	4.13E+00	4.63E+00	7.03E-01
V60	3.30E+00	2.05E+00	2.49E+00
V61	1.86E+01	1.80E+01	2.40E+00
V62	8.35E+00	7.86E+00	7.06E-01
V63	1.09E+01	8.81E+00	3.27E+00
V64	5.50E+00	5.57E+00	1.53E-01
V65	5.00E+00	4.95E+00	1.94E+00
V66	3.46E+00	3.63E+00	5.63E-01
V67	2.62E+00	2.62E+00	1.02E+00
V68	7.13E+00	7.24E+00	4.77E-01
V69	2.50E+00	2.29E+00	1.69E+00
V70	3.00E-01	3.00E-01	0.00E+00
V71	1.35E+00	1.05E+00	5.39E-01
V72	1.65E+00	2.77E-01	1.59E+00
V73	4.74E+00	4.50E+00	7.52E-01
V74	3.67E+00	3.29E+00	7.89E-01
V75	1.67E+00	1.63E+00	5.93E-01
V76	3.16E+00	1.12E+00	2.93E+00
V77	1.50E+00	2.10E+00	1.33E+00
V78	2.08E+00	1.68E+00	1.19E+00
V79	7.16E+00	4.44E+00	3.80E+00
V80	1.75E+00	6.80E-01	1.85E+00
V81	6.21E+00	6.21E+00	0.00E+00
V82	2.29E+01	2.27E+01	4.82E+00
V83	8.92E-01	1.18E+00	1.44E+00
V84	0.00E+00	0.00E+00	0.00E+00
V85	1.27E+00	1.27E+00	0.00E+00
V86	1.74E+01	1.63E+01	3.18E+00
V87	2.15E+00	3.67E+00	1.92E+00
V88	3.41E+00	2.24E+00	2.27E+00
V89	1.93E+00	5.54E-01	1.72E+00
V90	4.88E+00	4.50E+00	1.70E+00
V91	1.20E+01	1.20E+01	1.64E+00
V92	1.31E+00	2.06E+00	1.61E+00
V93	7.56E+00	6.80E+00	2.76E+00
V94	5.22E+00	3.95E+00	2.55E+00
V95	6.49E+00	6.88E+00	3.80E+00
V96	1.24E+01	1.31E+01	1.25E+00
V97	2.27E+00	7.49E-01	2.22E+00
V98	6.28E+00	4.40E+00	4.18E+00
V99	2.59E+00	2.47E+00	1.13E+00
V100	7.96E+00	7.96E+00	8.31E-01
