Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I
V1	19	10	26	11	30	0	37	2	2
V2	131	7	34	0	0	0	78	24	19
V3	0	117	40	18	5	12	6	1	31
V4	227	3	0	5	1	8	0	16	4
V5	365	13	31	5	6	25	11	96	23
V6	45	77	2	77	0	16	0	21	0
V7	2	217	8	3	0	74	0	85	4
V8	4	44	2	6	0	51	0	21	0
V9	4	0	67	89	10	25	54	84	6
V10	134	5	0	0	31	41	44	37	10
V11	0	435	18	31	17	29	4	2	0
V12	177	221	5	37	27	30	21	7	3
V13	49	0	196	0	52	0	112	0	67
V14	85	0	86	93	15	43	60	5	47
V15	45	134	260	9	14	4	139	0	0
V16	0	5	365	35	0	0	39	0	105
V17	144	11	52	5	99	62	4	12	43
V18	112	21	126	78	4	14	26	38	6
V19	2	0	13	0	5	12	0	9	12
V20	4	15	62	64	28	0	20	3	33
V21	236	27	2	25	19	0	6	0	0
V22	11	7	0	9	0	0	0	5	0
V23	27	7	0	79	2	2	0	22	0
V24	36	4	3	9	0	44	0	26	4
V25	51	19	207	1	0	16	0	3	5
V26	0	89	29	16	3	0	3	0	33
V27	1	0	8	0	45	137	42	25	25
V28	233	13	22	4	6	0	7	13	19
V29	24	1	0	12	91	1	7	15	39
V30	29	11	1	6	0	28	0	39	0
V31	29	14	36	7	0	0	0	0	29
V32	9	24	4	97	11	101	0	101	12
V33	18	48	79	16	44	34	183	17	42
V34	1	31	44	0	1	67	0	25	33
V35	13	4	35	37	35	16	1	0	8
V36	6	121	35	5	5	0	21	0	11
V37	0	73	4	14	21	8	44	25	5
V38	0	17	25	4	0	0	1	13	7
V39	7	84	1	16	6	0	0	17	1
V40	11	51	14	14	113	34	50	24	27
V41	1	70	4	3	3	15	1	1	0
V42	32	42	169	156	5	0	61	0	33
V43	212	5	7	6	45	3	10	4	0
V44	14	38	7	0	11	11	20	12	9
V45	15	125	7	94	1	0	0	5	8
V46	69	37	6	25	91	26	54	26	26
V47	0	77	156	150	63	1	29	23	159
V48	3	85	20	4	0	1	1	3	0
V49	0	130	1	14	23	3	5	14	8
V50	312	9	2	32	26	25	15	1	2
V51	34	0	117	2	32	42	0	43	2
V52	8	150	4	0	21	80	13	1	0
V53	23	13	81	2	5	5	19	0	0
V54	29	9	52	0	38	0	55	0	30
V55	0	189	4	42	0	76	0	34	3
V56	1	50	87	39	24	0	27	0	105
V57	2	0	15	0	14	0	29	6	4
V58	51	17	41	13	0	50	0	6	0
V59	24	91	5	2	44	62	0	43	30
V60	299	0	4	44	24	0	4	3	7
V61	0	24	128	5	189	0	107	13	151
V62	40	49	27	191	142	19	28	27	39
V63	335	10	244	13	144	0	113	13	0
V64	19	123	111	21	15	0	12	7	28
V65	9	36	135	19	30	19	32	6	33
V66	94	499	112	15	0	91	29	123	0
V67	0	9	14	37	14	3	31	11	0
V68	15	259	148	94	20	15	37	0	0
V69	20	5	106	25	64	0	29	45	49
V70	1	65	55	40	0	14	0	0	1
V71	29	3	0	40	2	0	3	0	1
V72	87	1	3	35	2	4	2	13	2
V73	47	9	1	187	13	0	3	1	3
V74	41	6	17	83	0	118	0	66	7
V75	69	104	3	0	0	38	10	18	7
V76	37	0	366	73	0	41	0	88	0
V77	0	13	33	22	108	0	34	16	73
V78	8	37	0	4	2	3	1	41	1
V79	63	0	9	51	35	95	67	40	5
V80	79	39	15	17	0	137	0	29	4
V81	764	12	5	11	1	3	0	4	0
V82	68	0	41	41	203	49	0	145	124
V83	4	64	141	189	0	126	0	58	21
V84	8	2	150	1	6	0	0	4	4
V85	10	271	6	23	6	0	8	2	8
V86	25	342	1	1	10	13	2	17	3
V87	36	5	1	32	3	8	6	3	1
V88	3	34	9	4	34	1	4	0	22
V89	57	13	137	1	41	29	0	34	0
V90	7	142	9	6	0	44	0	36	1
V91	13	7	19	30	186	4	57	0	38
V92	68	0	29	0	25	50	87	57	42
V93	1	64	29	1	45	8	0	12	0
V94	91	55	0	17	0	77	0	70	0
V95	0	1	45	4	6	0	51	6	0
V96	192	0	6	10	56	77	54	76	56
V97	16	22	68	6	104	0	59	9	17
V98	14	49	35	39	0	34	8	28	9
V99	3	22	145	24	0	1	0	56	43
V100	0	0	4	84	58	0	56	0	16
