Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L
V1	38	3	13	28	4	38	22	30	9	5	0	0
V2	5	82	8	0	8	0	0	41	1	4	0	14
V3	51	12	5	2	73	17	1	8	4	6	15	0
V4	149	110	1	1	31	2	0	2	0	14	25	0
V5	22	0	9	52	12	20	4	81	37	0	29	0
V6	6	1	0	15	27	22	1	25	0	0	0	0
V7	1	0	43	2	7	0	0	3	0	3	0	0
V8	18	9	2	9	40	0	8	23	20	2	0	0
V9	0	0	26	3	12	7	19	44	0	5	2	0
V10	0	123	0	13	0	112	3	30	22	0	0	0
V11	82	16	21	25	6	0	16	0	5	29	0	16
V12	57	2	74	4	22	0	24	0	0	0	34	5
V13	12	3	20	7	8	0	24	0	0	9	26	0
V14	195	16	9	30	44	0	14	0	28	98	6	22
V15	0	159	0	0	19	0	6	0	0	0	35	0
V16	72	66	102	81	1	11	154	43	5	6	20	0
V17	206	14	9	2	79	3	0	16	0	11	0	40
V18	95	40	15	89	0	20	14	0	30	13	0	91
V19	8	94	22	40	2	0	21	0	0	8	9	0
V20	290	171	2	10	0	0	7	1	0	28	30	11
V21	45	69	4	25	19	85	0	33	156	13	0	31
V22	55	66	7	17	0	0	11	19	11	2	45	0
V23	49	7	10	1	16	2	6	0	0	17	6	0
V24	681	64	3	38	77	0	0	3	10	55	4	0
V25	31	4	31	0	5	35	27	5	0	10	36	0
V26	100	110	0	43	31	12	0	36	4	0	0	104
V27	36	125	24	0	1	3	24	10	1	7	1	0
V28	0	0	22	122	5	284	11	92	100	20	26	68
V29	53	0	2	57	15	136	0	259	0	0	27	0
V30	49	182	2	7	24	0	1	0	3	6	15	3
V31	500	0	23	10	134	116	20	34	12	0	33	2
V32	10	220	2	4	0	4	1	1	3	5	7	0
V33	96	121	25	1	3	0	39	0	7	0	4	0
V34	1	3	4	13	0	106	0	0	6	0	0	0
V35	0	35	4	34	16	23	16	28	45	0	41	0
V36	18	195	2	116	0	3	5	0	80	26	26	0
V37	6	5	14	24	27	0	8	0	35	11	0	0
V38	22	36	0	42	30	22	0	2	17	0	0	0
V39	0	79	35	39	1	0	17	0	19	5	5	7
V40	73	0	35	3	6	3	28	14	21	10	0	0
V41	94	4	60	34	0	179	41	0	3	3	0	33
V42	0	0	9	197	62	18	3	17	73	13	2	131
V43	16	17	4	57	0	0	19	13	39	13	3	0
V44	6	1	119	1	7	3	147	14	0	0	0	11
V45	19	17	69	3	4	4	53	0	1	8	11	0
V46	7	4	4	0	32	0	2	0	0	0	1	0
V47	144	26	133	24	0	45	54	15	6	15	68	0
V48	17	18	5	33	10	0	1	0	27	17	0	5
V49	124	21	3	0	23	0	0	0	3	19	0	0
V50	68	157	72	13	25	72	17	0	1	0	101	41
V51	113	0	7	181	27	31	3	5	23	24	13	0
V52	66	12	34	0	19	134	5	181	29	4	0	0
V53	0	0	0	45	0	13	1	16	13	5	0	0
V54	0	1	32	157	90	0	18	0	13	28	0	43
V55	68	171	35	47	69	0	23	10	14	0	14	41
V56	0	11	0	3	5	0	0	0	1	0	10	1
V57	0	79	18	17	0	0	12	0	17	0	1	0
V58	29	5	12	4	27	2	10	0	1	1	0	18
V59	18	8	16	6	8	29	10	14	0	7	0	0
V60	56	14	8	3	19	2	4	4	13	0	38	0
V61	105	0	25	2	37	15	26	20	0	11	30	0
V62	35	115	105	4	0	0	83	0	0	7	5	55
V63	97	10	28	69	10	2	8	4	72	0	0	0
V64	11	0	41	15	22	11	22	8	26	8	14	0
V65	208	42	59	0	87	0	74	0	11	17	7	0
V66	59	92	49	2	87	0	20	0	0	3	19	0
V67	48	14	2	7	2	76	9	178	16	4	0	0
V68	51	26	20	30	0	0	20	0	36	61	2	0
V69	0	186	6	27	0	0	1	0	20	6	4	1
V70	32	20	6	125	0	4	17	1	5	11	0	0
V71	58	0	8	1	49	11	6	36	0	7	15	0
V72	0	37	69	0	1	0	56	13	4	0	1	0
V73	113	12	23	0	0	31	0	9	7	39	53	0
V74	61	62	5	2	32	20	0	55	1	8	4	77
V75	182	0	0	10	25	2	0	10	27	21	38	2
V76	80	38	123	100	0	0	43	7	62	80	0	0
V77	136	38	90	13	1	5	69	3	2	48	12	12
V78	29	60	19	9	37	0	11	2	11	3	0	39
V79	35	94	0	5	14	36	4	35	3	8	0	4
V80	39	84	22	0	0	1	23	2	2	5	0	19
V81	2	134	79	4	5	3	81	0	4	11	0	6
V82	470	37	42	7	110	0	188	0	0	99	3	28
V83	0	0	34	4	1	1	17	3	0	9	0	2
V84	53	66	45	8	27	4	46	0	0	22	4	1
V85	120	21	0	10	168	13	2	54	13	0	29	0
V86	33	0	14	13	4	11	14	6	1	0	18	6
V87	67	31	96	8	94	28	44	13	0	6	0	9
V88	43	5	35	1	73	14	16	41	0	1	12	0
V89	23	48	118	12	0	12	53	0	7	12	23	31
V90	20	112	17	35	87	0	11	0	14	0	1	28
V91	0	9	8	9	1	45	22	19	11	6	0	0
V92	226	188	21	19	38	7	12	13	3	54	32	5
V93	45	89	1	10	0	10	0	3	0	5	0	0
V94	38	63	0	7	16	16	0	12	0	12	0	0
V95	3	3	18	12	76	50	56	9	12	7	0	0
V96	60	5	0	22	0	56	4	5	9	1	8	0
V97	61	260	0	74	37	0	0	0	8	0	10	21
V98	97	207	34	12	0	1	4	0	0	7	0	4
V99	18	22	0	0	3	1	0	0	0	6	0	3
V100	91	35	12	0	49	102	6	0	0	26	0	2
