Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L
V12	3.08E+00	1.63E+00	5.26E+00	1.17E+00	3.74E+00	1.16E+00	4.97E+00	1.75E+00	5.47E-01	7.46E-01	3.54E+00	5.47E+00
V13	2.08E+00	2.14E+00	2.60E+00	5.78E-01	1.63E+00	9.80E-01	3.34E+00	2.04E+00	2.49E-01	1.83E+00	3.92E+00	2.03E+00
V14	1.72E+01	2.49E+00	8.46E-01	4.90E+00	4.32E+00	3.06E-01	1.58E+00	6.67E-01	5.23E+00	1.37E+01	2.15E+00	2.60E+01
V15	1.02E+00	2.39E+01	3.06E-01	0.00E+00	2.26E+00	3.27E-01	1.15E+00	1.33E-01	3.07E-01	5.37E-01	2.42E+01	7.00E-01
V16	5.97E+00	3.73E+00	1.03E+01	3.73E+00	5.12E-01	4.00E+00	8.55E+00	6.47E+00	3.33E+00	5.17E+00	5.73E+00	1.91E+00
V17	9.03E+00	1.93E+00	6.15E-01	7.46E-01	1.09E+01	2.45E+00	4.27E-01	2.64E+00	2.15E+00	3.19E+00	2.75E+00	1.55E+01
V18	7.95E+00	5.13E+00	9.45E-01	8.76E+00	1.11E+00	1.23E+00	1.44E+00	2.13E+00	6.94E+00	4.43E+00	8.80E+00	1.00E+01
V19	1.29E+00	4.66E+00	3.03E+00	2.53E+00	4.82E-01	0.00E+00	2.56E+00	4.99E-01	1.79E+00	1.82E+00	4.47E+00	1.55E+00
V20	4.85E+00	7.98E+00	5.93E-01	1.72E+00	7.16E-01	8.23E-01	1.16E+00	6.57E-01	5.04E-01	6.62E+00	1.02E+01	6.87E+00
V21	8.37E+00	7.85E+00	5.97E-01	1.47E+01	2.07E+00	4.83E+00	9.00E-01	7.42E+00	1.67E+01	3.84E+00	1.37E+01	9.45E+00
V22	2.13E+00	3.57E+00	1.66E+00	1.75E+00	0.00E+00	3.50E+00	1.89E+00	2.14E+00	1.99E+00	1.86E+00	2.92E+00	1.99E+00
V23	5.42E+00	1.52E+00	1.10E+00	7.27E-01	2.15E+00	7.03E-01	4.82E-01	1.54E+00	2.13E-01	1.84E+00	2.00E+00	7.08E+00
V24	6.49E+01	8.21E+00	4.71E-01	5.45E+00	7.29E+00	6.29E-01	0.00E+00	1.08E+00	1.93E+00	9.41E+00	1.02E+01	7.39E+01
V25	1.49E+00	1.31E+00	3.97E+00	1.33E-01	1.11E+00	2.90E+00	2.30E+00	2.63E+00	4.22E-01	1.59E+00	2.56E+00	2.42E+00
V26	1.13E+01	4.16E+00	0.00E+00	3.35E+00	5.30E+00	3.86E+00	0.00E+00	5.09E+00	4.21E+00	4.07E+00	3.40E+00	1.26E+01
V27	2.66E+00	1.45E+01	1.83E+00	0.00E+00	2.98E-01	1.61E+00	2.25E+00	5.66E+00	8.70E-01	1.09E+00	1.57E+01	1.79E+00
V28	4.21E+00	1.78E+00	1.53E+00	1.27E+01	1.53E+00	1.39E+01	2.05E+00	1.07E+01	1.57E+01	6.18E+00	1.07E+01	5.04E+00
V29	3.36E+00	8.84E-01	4.76E-01	4.68E+00	3.28E+00	3.48E+01	0.00E+00	3.59E+01	9.21E-01	1.43E+00	2.42E+01	2.08E+00
V30	4.78E+00	1.86E+01	3.79E-01	1.18E+00	3.70E+00	3.94E-01	3.48E-01	1.56E+00	4.58E-01	1.63E+00	1.96E+01	7.75E+00
V31	1.19E+01	2.30E+00	1.71E+00	1.85E+00	9.14E+00	6.04E+00	2.74E+00	4.41E+00	2.81E+00	2.26E+00	6.05E+00	1.02E+01
V32	1.99E+00	7.20E+00	6.23E-01	7.67E-01	0.00E+00	8.88E-01	4.82E-01	8.46E-01	6.90E-01	1.46E+00	8.09E+00	1.80E+00
V33	6.05E+00	9.26E+00	4.23E+00	2.69E-01	4.73E-01	0.00E+00	2.34E+00	1.89E+00	6.53E-01	1.49E+00	1.62E+01	5.96E+00
V34	2.24E-01	4.82E-01	2.77E-01	2.05E+00	0.00E+00	3.10E+00	3.06E-01	2.25E+00	1.87E+00	9.00E-01	2.54E+00	4.00E-01
V35	4.27E-01	6.44E+00	1.22E+00	5.95E+00	1.35E+00	4.70E+00	1.82E+00	4.07E+00	7.71E+00	5.00E-01	5.93E+00	6.40E-01
V36	3.79E+00	2.13E+01	1.53E+00	8.93E+00	0.00E+00	9.68E-01	1.39E+00	6.83E-01	1.05E+01	5.60E+00	2.19E+01	5.14E+00
V37	1.81E+00	9.12E-01	9.89E-01	2.23E+00	2.62E+00	0.00E+00	1.91E+00	0.00E+00	5.35E+00	1.80E+00	2.00E-01	2.63E+00
V38	2.23E+00	1.28E+00	0.00E+00	2.45E+00	3.98E+00	1.24E+00	0.00E+00	9.57E-01	4.00E+00	6.32E-01	4.00E-01	4.99E+00
V39	8.46E-01	7.99E+00	3.56E+00	6.34E+00	3.35E-01	0.00E+00	1.76E+00	2.40E+00	7.45E+00	1.88E+00	1.01E+01	5.33E-01
V40	7.76E+00	0.00E+00	2.47E+00	2.59E+00	1.42E+00	1.86E+00	3.16E+00	2.23E+00	3.16E+00	2.19E+00	8.54E-01	9.61E+00
V41	4.07E+00	1.05E+00	3.88E+00	3.84E+00	3.94E-01	6.38E+00	5.04E+00	4.15E+00	2.64E+00	3.88E+00	1.10E+00	4.02E+00
V42	5.50E+00	1.33E-01	1.33E+00	1.47E+01	6.11E+00	3.73E+00	1.09E+00	3.28E+00	1.65E+01	8.27E+00	4.01E+00	9.23E+00
V43	2.05E+00	3.16E+00	1.01E+00	4.83E+00	0.00E+00	8.60E-01	1.51E+00	9.92E-01	5.90E+00	3.12E+00	3.94E+00	2.59E+00
V44	2.07E+00	3.65E-01	1.03E+01	5.12E-01	9.94E-01	1.73E+00	1.06E+01	1.68E+00	1.19E+00	1.87E+00	1.30E+00	1.70E+00
V45	2.74E+00	2.78E+00	6.80E+00	7.81E-01	1.49E+00	5.33E-01	5.71E+00	1.00E-01	3.89E-01	1.85E+00	4.60E+00	1.70E+00
V46	1.03E+00	8.31E-01	8.06E-01	0.00E+00	3.80E+00	0.00E+00	3.27E-01	0.00E+00	0.00E+00	0.00E+00	1.36E+00	4.10E+00
V47	9.46E+00	6.32E+00	5.95E+00	1.85E+00	0.00E+00	6.09E+00	7.18E+00	4.00E+00	3.07E+00	4.60E+00	9.49E+00	1.47E+01
V48	2.87E+00	2.20E+00	9.78E-01	3.74E+00	1.94E+00	0.00E+00	8.46E-01	2.00E-01	4.63E+00	3.13E+00	2.27E+00	5.03E+00
V49	4.65E+00	1.41E+00	4.94E-01	0.00E+00	2.74E+00	0.00E+00	2.13E-01	0.00E+00	5.17E-01	2.32E+00	0.00E+00	5.06E+00
V50	7.61E+00	2.45E+01	2.42E+00	1.39E+00	2.88E+00	4.89E+00	2.85E+00	6.03E+00	1.58E+00	1.50E+00	2.30E+01	8.53E+00
V51	5.98E+00	9.36E-01	1.10E+00	6.15E+00	2.96E+00	2.83E+00	1.58E+00	3.61E+00	3.99E+00	6.17E+00	3.64E+00	7.83E+00
V52	8.88E+00	2.66E+00	2.70E+00	1.09E+00	3.25E+00	2.89E+01	2.17E+00	2.91E+01	4.15E+00	1.84E+01	4.17E+00	1.21E+01
V53	2.67E-01	0.00E+00	0.00E+00	3.43E+00	0.00E+00	2.33E+00	5.59E-01	2.97E+00	2.19E+00	1.42E+00	2.00E-01	0.00E+00
V54	3.24E+00	3.96E-01	2.68E+00	9.12E+00	8.56E+00	0.00E+00	2.34E+00	0.00E+00	7.67E+00	5.11E+00	0.00E+00	1.03E+01
V55	1.05E+01	1.68E+01	2.55E+00	1.73E+00	1.05E+01	1.24E+00	2.81E+00	1.88E+00	2.40E+00	2.17E+00	1.74E+01	1.63E+01
V56	4.73E-01	2.00E+00	0.00E+00	5.78E-01	5.82E-01	3.06E-01	5.86E-01	6.11E-01	7.45E-01	4.00E-01	1.48E+00	6.67E-01
V57	0.00E+00	4.55E+00	2.21E+00	2.26E+00	0.00E+00	0.00E+00	2.70E+00	1.00E-01	2.94E+00	0.00E+00	5.06E+00	0.00E+00
V58	4.11E+00	7.75E-01	1.47E+00	8.72E-01	1.85E+00	6.32E-01	1.36E+00	1.20E+00	3.94E-01	1.03E+00	1.65E+00	4.12E+00
V59	2.37E+00	9.48E-01	2.12E+00	9.55E-01	1.02E+00	3.66E+00	1.19E+00	4.12E+00	1.18E+00	2.21E+00	2.09E+00	3.03E+00
V60	7.02E+00	3.32E+00	1.04E+00	8.97E-01	2.45E+00	9.04E-01	6.90E-01	2.85E+00	1.55E+00	6.96E-01	4.17E+00	7.92E+00
V61	4.95E+00	2.56E+00	2.88E+00	6.67E-01	4.05E+00	4.31E+00	3.78E+00	3.54E+00	7.06E-01	2.31E+00	2.01E+00	7.69E+00
V62	2.74E+00	6.65E+00	8.10E+00	8.09E-01	6.19E-01	0.00E+00	6.71E+00	0.00E+00	1.12E+00	2.59E+00	9.45E+00	4.56E+00
V63	2.59E+00	1.17E+00	1.59E+00	1.13E+01	1.40E+00	8.06E-01	1.28E+00	2.13E-01	1.00E+01	1.90E+00	1.60E+00	2.75E+00
V64	1.93E+00	6.00E-01	3.77E+00	3.46E+00	2.17E+00	2.25E+00	2.53E+00	2.22E+00	2.50E+00	2.24E+00	2.04E+00	3.36E+00
V65	5.39E+00	2.52E+00	5.77E+00	6.96E-01	5.42E+00	0.00E+00	4.73E+00	1.90E+00	1.65E+00	3.87E+00	2.85E+00	8.81E+00
V66	3.37E+00	8.91E+00	4.89E+00	3.40E-01	7.34E+00	0.00E+00	5.59E+00	0.00E+00	5.00E-01	9.91E-01	1.13E+01	1.67E+00
V67	6.24E+00	2.32E+00	3.06E-01	1.93E+00	9.57E-01	2.54E+01	1.41E+00	2.27E+01	3.21E+00	1.32E+01	4.14E+00	7.35E+00
V68	7.22E+00	2.49E+00	1.62E+00	3.86E+00	0.00E+00	0.00E+00	2.27E+00	0.00E+00	4.40E+00	8.35E+00	1.83E+00	1.12E+01
V69	0.00E+00	4.17E+00	7.72E-01	2.89E+00	0.00E+00	0.00E+00	2.13E-01	3.00E-01	3.11E+00	1.62E+00	5.24E+00	1.99E+00
V70	1.72E+00	2.00E+00	1.73E+00	5.04E+00	0.00E+00	7.00E-01	1.51E+00	1.05E+00	5.15E+00	3.33E+00	2.10E+00	0.00E+00
V71	2.82E+00	5.73E-01	1.33E+00	8.84E-01	3.06E+00	4.29E+00	9.87E-01	2.72E+00	4.58E-01	2.36E+00	2.38E+00	4.01E+00
V72	1.00E-01	3.45E+00	7.55E+00	5.59E-01	5.26E-01	1.93E+00	6.66E+00	1.76E+00	7.18E-01	4.01E-01	3.56E+00	0.00E+00
V73	1.14E+01	3.58E+00	1.91E+00	3.06E-01	4.58E-01	2.98E+00	7.77E-01	3.98E+00	5.62E+00	7.05E+00	4.67E+00	1.92E+01
V74	1.14E+01	6.16E+00	5.93E-01	1.08E+00	2.98E+00	7.10E+00	0.00E+00	7.79E+00	3.85E+00	4.18E+00	7.02E+00	1.13E+01
V75	8.82E+00	2.55E+00	4.67E-01	2.86E+00	4.89E+00	1.17E+00	0.00E+00	1.81E+00	2.93E+00	6.44E+00	3.93E+00	1.16E+01
V76	1.21E+01	5.07E+00	7.04E+00	9.44E+00	0.00E+00	1.05E+00	7.66E+00	1.50E+00	9.70E+00	1.06E+01	7.54E+00	1.88E+01
V77	7.70E+00	3.43E+00	5.94E+00	1.78E+00	7.61E-01	1.95E+00	6.41E+00	1.45E+00	1.99E+00	5.86E+00	3.99E+00	1.22E+01
V78	3.39E+00	4.82E+00	2.50E+00	2.87E+00	5.44E+00	3.42E-01	1.73E+00	1.84E+00	3.30E+00	9.98E-01	6.85E+00	6.25E+00
V79	4.13E+00	3.02E+00	0.00E+00	1.36E+00	1.21E+00	5.71E+00	8.31E-01	4.87E+00	1.61E+00	3.82E+00	3.73E+00	4.25E+00
V80	5.13E+00	5.68E+00	1.79E+00	3.14E-01	0.00E+00	4.52E-01	1.27E+00	8.06E-01	1.15E+00	2.27E+00	1.21E+01	4.61E+00
V81	1.03E+00	1.40E+01	4.56E+00	8.92E-01	1.70E+00	3.42E-01	6.09E+00	0.00E+00	1.56E+00	2.67E+00	1.24E+01	1.83E+00
V82	1.79E+01	4.60E+00	9.48E+00	1.79E+00	1.12E+01	0.00E+00	7.89E+00	0.00E+00	2.54E+00	1.03E+01	7.50E+00	2.85E+01
V83	5.47E-01	0.00E+00	3.05E+00	8.19E-01	5.12E-01	5.93E-01	2.88E+00	4.23E-01	4.99E-01	1.54E+00	7.00E-01	9.64E-01
V84	3.56E+00	8.79E+00	5.86E+00	1.40E+00	4.19E+00	1.14E+00	5.45E+00	2.67E-01	3.06E-01	2.38E+00	1.48E+01	4.75E+00
V85	1.17E+01	3.63E+00	2.49E-01	2.94E+00	1.77E+01	6.71E+00	6.96E-01	6.20E+00	4.10E+00	4.96E-01	7.89E+00	2.39E+01
V86	5.56E+00	1.31E+00	1.37E+00	1.40E+00	1.88E+00	2.25E+00	1.51E+00	6.14E+00	4.07E-01	1.30E+00	7.64E+00	2.08E+00
V87	7.80E+00	2.06E+00	7.48E+00	1.48E+00	9.96E+00	2.39E+00	6.54E+00	2.38E+00	8.84E-01	1.97E+00	2.16E+00	1.41E+01
V88	5.39E+00	1.78E+00	2.15E+00	1.53E-01	4.37E+00	4.20E+00	2.56E+00	5.94E+00	0.00E+00	1.76E+00	1.95E+00	6.29E+00
V89	2.91E+00	5.66E+00	5.47E+00	2.09E+00	4.99E-01	1.26E+00	6.23E+00	3.38E+00	2.28E+00	4.45E+00	7.05E+00	4.12E+00
V90	4.45E+00	8.63E+00	2.00E+00	3.52E+00	7.77E+00	0.00E+00	1.68E+00	0.00E+00	2.64E+00	2.21E+00	9.16E+00	9.32E+00
V91	3.00E-01	1.11E+00	1.82E+00	1.25E+00	4.22E-01	4.72E+00	2.00E+00	4.57E+00	1.93E+00	1.79E+00	2.33E+00	1.16E+00
V92	2.24E+01	2.01E+01	2.51E+00	2.96E+00	2.05E+00	3.37E+00	2.45E+00	2.77E+00	1.03E+00	6.18E+00	3.66E+01	2.88E+01
V93	2.52E+00	8.46E+00	4.90E-01	1.31E+00	1.00E-01	1.82E+00	0.00E+00	9.17E-01	1.02E+00	1.61E+00	8.78E+00	1.94E+00
V94	1.57E+00	6.76E+00	0.00E+00	1.03E+00	2.28E+00	2.60E+00	0.00E+00	2.24E+00	4.99E-01	1.80E+00	8.50E+00	2.77E+00
V95	0.00E+00	8.06E-01	3.69E+00	2.26E+00	4.82E+00	4.85E+00	4.19E+00	3.25E+00	2.56E+00	3.88E+00	4.27E-01	4.42E+00
V96	6.23E+00	1.28E+00	0.00E+00	1.02E+00	0.00E+00	3.97E+00	3.27E-01	3.31E+00	2.29E+00	1.14E+00	1.91E+00	6.07E+00
V97	2.89E+00	1.46E+01	0.00E+00	3.52E+00	3.82E+00	0.00E+00	0.00E+00	3.07E-01	4.70E+00	3.00E-01	1.56E+01	6.26E+00
V98	3.49E+00	6.02E+00	1.57E+00	1.51E+00	0.00E+00	3.89E-01	1.29E+00	1.30E+00	4.07E-01	1.51E+00	1.58E+00	2.25E+00
V99	2.22E+00	2.23E+00	0.00E+00	0.00E+00	4.52E-01	4.16E-01	0.00E+00	1.00E+00	1.00E-01	1.26E+00	3.46E+00	2.76E+00
V100	9.01E+00	3.25E+00	1.58E+00	7.31E-01	7.17E+00	5.81E+00	1.49E+00	5.36E+00	4.73E-01	2.86E+00	5.16E+00	1.11E+01
