Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M
V1	91	39	47	19	0	23	0	6	30	0	0	0	0
V2	11	0	44	0	20	22	0	10	38	0	0	10	0
V3	11	20	56	0	33	30	0	7	0	22	5	18	0
V4	0	0	0	11	16	0	0	17	0	4	0	0	0
V5	131	0	23	0	56	15	67	0	0	17	0	15	0
V6	11	52	100	1	9	92	0	0	79	3	2	15	12
V7	114	0	29	2	0	76	0	1	0	0	5	5	2
V8	18	7	3	64	0	3	9	0	2	9	2	5	0
V9	2	13	43	5	2	6	0	22	0	0	0	1	0
V10	28	110	44	1	0	3	0	0	1	0	0	9	0
V11	38	24	11	0	87	0	0	26	23	0	2	18	0
V12	0	25	43	29	0	3	8	4	5	0	0	0	0
V13	0	8	6	99	0	0	0	6	0	4	6	5	5
V14	125	4	3	61	11	0	30	0	0	0	1	0	0
V15	51	20	10	0	0	27	24	0	0	0	10	1	0
V16	75	4	13	41	41	0	9	2	0	3	7	4	0
V17	26	28	6	1	11	0	0	4	9	0	0	0	0
V18	4	3	37	26	17	0	0	1	13	0	14	0	0
V19	130	0	51	82	0	0	19	2	0	0	0	0	0
V20	27	1	99	47	0	12	8	0	0	0	0	0	27
V21	17	1	22	7	22	0	0	47	0	22	2	3	0
V22	27	83	24	0	91	2	0	15	0	11	3	0	0
V23	3	141	54	38	62	66	132	2	29	6	28	29	0
V24	19	3	3	117	3	3	6	0	10	0	15	1	0
V25	16	14	15	0	45	6	46	17	2	0	24	40	0
V26	5	3	108	271	0	0	187	11	0	0	0	0	0
V27	0	0	0	15	211	0	0	27	16	22	0	14	0
V28	163	116	299	0	13	39	0	2	13	37	0	20	25
V29	72	0	65	56	4	8	0	20	0	0	7	0	12
V30	74	5	36	48	36	0	53	13	0	4	0	3	0
V31	64	21	80	0	6	93	0	1	0	5	3	0	9
V32	22	1	4	2	6	36	0	0	12	20	12	3	0
V33	85	19	9	92	0	0	1	14	0	0	0	0	0
V34	0	0	3	16	101	38	9	51	8	10	0	5	0
V35	0	3	1	6	3	84	0	0	66	0	0	0	0
V36	101	0	17	198	0	9	147	32	0	0	2	0	0
V37	92	143	0	153	2	1	13	5	0	0	27	0	0
V38	52	10	23	0	0	2	0	0	4	3	0	0	14
V39	15	1	0	9	23	109	11	7	46	25	7	0	0
V40	46	32	1	130	23	0	103	26	13	7	71	0	0
V41	4	73	0	2	30	0	0	0	2	13	0	2	2
V42	0	43	83	0	0	42	12	0	1	0	0	0	45
V43	4	105	44	151	0	0	19	9	0	0	0	0	23
V44	122	6	0	0	12	16	0	9	4	22	3	0	0
V45	0	263	2	0	2	110	0	4	21	0	8	1	0
V46	1	67	11	0	4	4	41	0	6	0	0	5	33
V47	139	27	6	0	0	7	1	0	8	0	0	3	0
V48	38	36	1	0	100	2	51	0	4	0	14	0	0
V49	74	19	1	20	2	0	3	9	6	5	0	1	0
V50	3	27	27	1	33	0	0	1	0	7	0	0	21
V51	75	0	2	16	12	0	25	0	6	13	0	0	12
V52	6	62	3	0	0	89	0	3	11	0	8	5	0
V53	199	10	0	0	57	172	13	0	33	9	0	24	0
V54	22	12	3	10	15	31	0	0	28	0	2	4	0
V55	0	0	58	1	102	144	0	35	31	2	0	22	0
V56	84	0	43	125	44	50	60	43	21	0	13	48	0
V57	21	36	23	19	0	0	15	22	0	7	0	14	0
V58	43	103	104	82	0	0	0	0	4	0	60	0	0
V59	15	0	0	10	114	12	0	29	0	0	6	42	0
V60	121	4	5	0	14	2	24	0	17	8	0	14	0
V61	21	10	23	0	61	24	0	20	6	9	4	2	0
V62	293	21	0	0	10	61	0	0	0	18	11	14	0
V63	210	4	0	175	11	10	11	8	0	5	3	0	8
V64	44	61	107	9	2	22	10	0	44	0	0	9	2
V65	12	23	13	0	14	6	0	14	2	7	6	0	0
V66	27	9	1	6	4	0	7	8	0	12	0	0	1
V67	266	5	19	46	78	2	41	0	2	13	14	0	0
V68	4	15	44	0	62	51	0	33	48	0	2	0	8
V69	0	0	42	0	27	23	89	37	5	34	0	12	8
V70	256	0	61	15	0	0	2	0	18	0	0	0	0
V71	0	46	21	12	34	0	0	7	0	0	28	0	4
V72	42	28	19	71	25	10	8	0	0	2	13	0	0
V73	46	59	1	42	23	38	55	8	0	15	11	3	0
V74	0	32	13	8	4	0	0	18	0	2	0	7	0
V75	63	36	4	21	5	5	7	0	0	0	0	5	0
V76	39	34	200	0	0	1	11	0	3	0	0	0	26
V77	28	11	32	14	42	6	0	7	0	30	31	3	27
V78	3	71	0	3	52	13	0	8	7	31	0	14	0
V79	1	0	2	49	60	2	20	12	0	0	0	0	0
V80	2	1	52	0	0	2	16	1	11	0	0	1	0
V81	1	7	13	0	0	0	0	0	0	0	1	0	0
V82	1	93	112	44	113	21	0	66	5	0	0	4	10
V83	6	76	28	6	20	5	0	6	9	0	0	21	15
V84	135	4	10	32	100	0	0	31	0	9	0	12	0
V85	24	270	52	24	24	34	38	8	21	0	24	0	0
V86	16	208	0	0	100	0	3	25	4	24	8	0	0
V87	167	12	54	0	126	0	0	33	0	0	7	0	0
V88	2	18	22	145	16	23	0	14	0	0	2	0	0
V89	0	16	176	0	5	0	0	2	3	3	0	0	0
V90	133	88	5	0	9	0	0	2	0	21	9	0	0
V91	46	69	4	79	33	101	6	28	62	43	0	0	0
V92	0	133	40	77	0	115	9	18	49	36	0	1	0
V93	8	20	45	0	14	0	3	0	0	0	7	0	15
V94	0	10	71	0	17	11	0	6	0	7	1	11	0
V95	53	105	34	8	6	0	47	0	5	0	0	16	0
V96	50	3	30	38	5	79	160	0	4	0	19	7	37
V97	19	147	116	0	57	0	0	12	0	53	32	1	0
V98	0	31	19	23	55	157	0	26	0	15	8	43	0
V99	16	47	4	19	17	1	29	5	0	7	8	4	0
V100	3	21	3	41	20	7	12	0	46	7	0	6	0
