Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R
V1	96	144	77	0	3	0	0	84	0	0	0	22	0	0	0	2	0	37
V2	0	61	0	73	28	244	0	29	48	43	0	0	0	26	0	0	35	0
V3	40	34	96	610	5	0	26	30	0	0	0	0	0	0	0	0	0	0
V4	13	0	0	1	3	92	6	12	27	26	0	0	2	22	0	0	6	0
V5	4	1	40	38	19	28	3	0	12	0	0	0	0	18	0	28	0	0
V6	231	0	84	0	200	11	0	0	1	0	0	0	75	29	0	0	15	32
V7	37	0	0	0	18	29	0	0	0	12	1	1	22	0	0	0	0	0
V8	3	0	243	46	39	44	0	0	0	5	0	2	0	0	0	59	20	0
V9	67	43	31	0	2	0	1	9	0	0	5	0	39	0	0	0	0	0
V10	0	8	0	0	0	57	0	0	56	24	26	28	0	2	0	0	0	0
V11	54	11	44	27	0	60	0	0	0	13	0	14	0	0	0	0	0	0
V12	0	176	21	0	15	0	0	217	0	3	0	0	0	0	0	6	0	0
V13	0	37	133	278	2	19	125	50	0	0	0	0	0	0	0	29	0	0
V14	24	40	82	139	4	0	0	24	0	0	0	0	17	0	0	0	0	0
V15	0	8	29	12	111	61	1	0	56	28	0	53	0	0	0	11	0	0
V16	0	24	50	123	7	0	41	0	1	1	0	0	0	0	0	13	0	0
V17	18	1	0	0	20	0	150	0	0	11	13	0	0	4	53	0	11	4
V18	15	0	0	0	36	24	6	0	25	7	10	0	2	0	0	0	11	1
V19	9	6	0	0	39	0	187	0	0	24	62	58	9	0	114	0	4	0
V20	38	43	9	8	6	0	9	10	0	0	0	2	5	0	16	0	0	0
V21	92	427	1	0	24	14	68	243	20	33	0	56	40	0	0	6	0	0
V22	14	85	29	0	7	22	10	41	2	0	12	0	7	3	12	2	6	0
V23	16	0	1	0	0	1	0	0	1	1	5	0	0	0	0	4	0	5
V24	19	0	24	5	124	0	47	0	32	5	20	0	0	0	0	2	14	0
V25	18	385	60	57	21	9	10	159	3	4	0	41	0	2	0	33	0	0
V26	56	0	19	38	40	33	13	26	6	19	0	0	0	0	0	0	24	33
V27	0	202	0	0	2	15	16	178	0	0	8	0	0	0	0	0	0	3
V28	153	0	0	0	0	19	211	9	49	68	0	0	72	0	73	0	0	14
V29	77	0	30	0	3	0	0	2	0	0	0	0	17	5	0	9	1	11
V30	72	58	0	2	13	1	4	83	22	13	0	0	0	37	0	0	0	12
V31	30	0	104	18	9	42	12	0	21	9	120	9	0	0	0	0	17	0
V32	0	68	1	0	14	1	7	0	0	0	0	10	0	0	0	0	0	0
V33	0	6	0	4	0	7	107	0	0	0	0	10	0	0	0	0	11	3
V34	98	0	63	26	7	7	0	0	0	0	0	0	22	6	0	3	22	0
V35	89	0	210	56	7	20	0	0	0	6	18	0	0	0	0	46	0	0
V36	60	58	120	60	40	6	0	6	0	0	0	0	0	8	0	23	0	0
V37	392	0	75	30	80	8	29	7	13	0	0	10	100	0	0	0	9	0
V38	214	42	191	190	118	0	47	41	0	0	10	0	80	0	0	4	0	0
V39	0	181	118	182	48	0	0	45	0	0	0	0	0	11	0	32	0	0
V40	26	39	0	0	25	79	0	42	67	67	0	0	38	32	0	0	7	0
V41	0	0	181	68	63	167	0	0	0	58	0	0	0	37	36	18	42	0
V42	0	5	7	0	0	16	31	0	41	46	100	22	0	5	1	0	11	0
V43	4	28	15	0	4	0	158	15	14	55	0	6	19	21	17	2	0	0
V44	0	75	0	21	0	72	78	28	38	38	55	0	5	0	1	0	28	16
V45	32	179	39	153	129	3	24	136	0	33	0	32	0	0	0	10	0	0
V46	0	23	136	238	31	0	15	48	0	0	0	0	0	0	0	8	0	0
V47	9	5	0	0	50	0	0	25	29	23	17	0	0	4	0	0	1	0
V48	32	31	14	120	0	41	29	10	22	32	2	10	0	28	0	0	8	0
V49	36	0	105	138	0	58	57	0	120	145	24	8	0	34	0	0	42	0
V50	37	2	30	55	324	43	56	2	0	0	3	0	13	23	31	55	0	0
V51	70	0	91	71	2	0	40	0	0	6	60	6	0	0	0	10	24	0
V52	70	1	52	12	37	16	0	0	46	1	9	27	44	2	0	19	0	0
V53	3	23	3	29	4	0	1	0	0	0	0	0	0	0	0	2	0	0
V54	56	2	13	33	14	0	176	4	11	34	62	0	21	0	0	0	8	0
