MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M
1:Del:C:0	9.05E-08	0.00E+00	1.65E-03	1.40E-46	2.26E-02	9.26E-03	2.61E-02	4.08E-02	3.99E-02	6.16E-03	3.93E-02	3.57E-02	2.05E-02
1:Del:C:1	3.72E-04	0.00E+00	8.87E-04	0.00E+00	1.29E-02	6.54E-03	3.19E-02	4.10E-02	7.69E-03	2.88E-03	2.75E-02	1.81E-02	1.69E-06
1:Del:C:2	1.20E-08	0.00E+00	0.00E+00	1.93E-04	1.00E-03	1.27E-03	1.17E-03	2.41E-04	2.53E-04	1.21E-03	1.15E-03	2.00E-04	1.14E-03
1:Del:C:3	0.00E+00	1.23E-03	1.08E-03	0.00E+00	1.24E-03	1.03E-03	1.64E-03	0.00E+00	3.08E-03	1.05E-02	6.05E-03	1.75E-02	2.48E-03
1:Del:C:4	6.01E-05	1.95E-04	1.10E-03	4.50E-04	3.40E-03	5.73E-04	1.10E-03	0.00E+00	2.43E-03	7.37E-03	5.26E-03	7.65E-03	1.70E-03
1:Del:C:5	9.09E-05	3.63E-04	1.96E-03	0.00E+00	4.54E-04	7.85E-04	9.50E-04	1.53E-03	1.57E-03	4.84E-03	3.75E-03	3.06E-03	2.39E-03
1:Del:T:0	0.00E+00	1.53E-03	0.00E+00	4.58E-04	1.70E-02	8.05E-03	1.20E-02	1.14E-02	4.95E-03	9.61E-03	4.15E-02	3.57E-02	0.00E+00
1:Del:T:1	1.87E-04	0.00E+00	0.00E+00	0.00E+00	6.74E-03	1.64E-03	5.82E-03	3.52E-03	8.94E-03	5.06E-03	1.09E-02	3.48E-03	6.17E-03
1:Del:T:2	1.15E-08	2.63E-07	1.10E-03	8.45E-05	2.39E-02	2.50E-03	4.57E-03	7.62E-03	1.82E-02	1.09E-06	6.88E-02	8.69E-03	1.29E-02
1:Del:T:3	0.00E+00	7.37E-04	1.37E-03	1.36E-02	6.15E-03	2.62E-03	1.24E-03	3.24E-02	8.38E-02	8.49E-03	2.47E-02	1.80E-02	7.48E-03
1:Del:T:4	7.20E-04	1.63E-03	4.25E-03	1.80E-07	1.70E-02	1.01E-03	4.42E-03	6.24E-04	1.04E-02	1.37E-02	4.55E-02	2.87E-02	7.23E-03
1:Del:T:5	6.54E-07	6.13E-07	5.22E-03	2.44E-08	1.44E-07	1.95E-07	7.80E-07	1.57E-06	1.71E-07	9.10E-02	5.65E-03	1.90E-02	4.50E-07
1:Ins:C:0	7.31E-05	6.82E-09	1.24E-07	1.63E-08	1.89E-04	6.96E-04	5.70E-04	5.17E-04	8.15E-08	2.47E-08	4.84E-08	1.27E-08	4.48E-04
1:Ins:C:1	1.67E-08	1.96E-08	2.06E-04	2.96E-04	1.74E-08	4.50E-08	6.83E-04	0.00E+00	2.54E-04	6.76E-04	4.68E-04	6.02E-04	9.72E-04
1:Ins:C:2	8.58E-05	6.28E-09	1.26E-07	0.00E+00	4.91E-08	4.63E-04	6.82E-04	8.98E-08	3.57E-07	8.12E-04	1.93E-06	0.00E+00	9.00E-04
