MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q
1:Del:C:0	1.83E-03	3.62E-04	1.55E-03	1.91E-03	1.06E-03	3.53E-03	3.64E-03	2.87E-02	4.84E-03	5.60E-03	5.28E-02	4.57E-02	7.95E-03	1.55E-03	3.24E-02	2.06E-02	1.26E-02
1:Del:C:1	2.31E-03	3.12E-04	0.00E+00	1.91E-03	8.43E-08	1.82E-03	9.50E-08	3.23E-02	1.61E-02	5.15E-03	3.37E-02	2.90E-02	3.46E-03	1.43E-02	5.42E-02	3.12E-02	1.87E-03
1:Del:C:2	1.03E-03	1.66E-04	3.78E-03	8.52E-08	1.57E-03	2.40E-03	9.14E-03	1.22E-03	3.60E-03	1.78E-03	2.04E-03	1.31E-02	1.91E-03	7.82E-04	9.25E-03	7.16E-04	1.17E-02
1:Del:C:3	3.23E-04	1.40E-46	1.30E-02	3.24E-04	4.37E-04	8.17E-04	2.71E-02	2.87E-03	2.56E-03	3.56E-03	2.87E-03	1.39E-03	6.30E-03	6.51E-04	3.07E-02	2.39E-02	4.91E-02
1:Del:C:4	9.20E-07	2.24E-04	0.00E+00	7.22E-05	5.62E-04	9.95E-05	1.73E-03	1.54E-03	1.36E-03	3.39E-04	1.82E-02	1.55E-02	6.91E-03	2.07E-03	3.56E-03	1.23E-02	2.56E-03
1:Del:C:5	8.40E-03	1.18E-03	0.00E+00	3.33E-04	2.34E-03	2.92E-03	7.84E-04	7.79E-04	5.55E-03	3.28E-03	8.38E-07	6.82E-03	3.51E-03	2.58E-03	2.43E-03	7.52E-03	4.18E-03
1:Del:T:0	9.12E-04	2.09E-03	7.40E-04	1.17E-03	3.40E-03	1.04E-02	9.96E-03	1.48E-02	6.31E-03	2.27E-03	1.53E-02	3.73E-02	1.36E-03	3.15E-02	1.93E-02	1.21E-02	1.59E-02
1:Del:T:1	8.25E-03	1.64E-07	6.90E-09	1.54E-03	3.05E-08	1.91E-03	4.06E-04	9.93E-03	5.44E-03	2.89E-03	3.91E-02	9.52E-03	2.44E-03	1.28E-03	2.31E-02	3.11E-03	6.02E-07
1:Del:T:2	3.37E-03	8.19E-04	1.40E-46	2.82E-07	6.96E-04	4.50E-03	1.25E-02	3.02E-02	7.63E-03	3.50E-03	7.69E-03	2.11E-02	8.49E-04	5.24E-03	8.71E-03	2.15E-02	2.18E-02
1:Del:T:3	1.23E-03	1.25E-03	1.58E-03	5.96E-04	2.16E-03	4.27E-03	1.23E-02	1.73E-02	4.93E-03	5.52E-03	2.65E-02	4.59E-02	5.94E-03	4.57E-03	2.22E-02	2.83E-02	8.02E-03
1:Del:T:4	2.30E-03	1.29E-03	4.04E-04	1.09E-03	1.03E-02	0.00E+00	2.01E-02	1.75E-02	1.40E-46	5.69E-03	2.59E-02	4.66E-02	1.06E-02	2.91E-03	2.55E-03	1.03E-02	5.48E-02
