MutationType	ID83A	ID83B
1:Del:C:0	8.56E-03	8.88E-03
1:Del:C:1	2.59E-03	2.51E-03
1:Del:C:2	1.54E-03	1.65E-03
1:Del:C:3	2.35E-02	2.47E-02
1:Del:C:4	3.51E-04	3.34E-04
1:Del:C:5	1.98E-04	4.69E-04
1:Del:T:0	2.36E-03	2.59E-03
1:Del:T:1	1.21E-03	1.27E-03
1:Del:T:2	1.47E-03	1.50E-03
1:Del:T:3	2.63E-03	2.59E-03
1:Del:T:4	2.69E-03	2.22E-03
1:Del:T:5	1.37E-03	2.31E-02
1:Ins:C:0	8.79E-05	5.98E-05
1:Ins:C:1	1.52E-04	1.26E-04
1:Ins:C:2	6.48E-05	6.17E-05
1:Ins:C:3	3.25E-05	5.61E-05
1:Ins:C:4	4.50E-05	1.54E-04
1:Ins:C:5	2.72E-04	7.27E-04
1:Ins:T:0	4.56E-04	5.14E-04
1:Ins:T:1	2.37E-04	2.94E-04
1:Ins:T:2	1.36E-04	1.29E-04
1:Ins:T:3	1.18E-04	8.08E-05
1:Ins:T:4	2.97E-04	3.56E-04
1:Ins:T:5	1.19E-02	1.45E-02
2:Del:R:0	2.83E-04	4.38E-04
2:Del:R:1	4.79E-04	6.08E-04
2:Del:R:2	1.32E-04	1.24E-04
2:Del:R:3	3.14E-05	6.15E-05
2:Del:R:4	7.11E-05	1.22E-04
2:Del:R:5	5.90E-05	4.86E-05
3:Del:R:0	1.28E-02	1.34E-02
3:Del:R:1	2.55E-04	3.15E-04
3:Del:R:2	1.02E-04	1.14E-04
3:Del:R:3	3.85E-05	1.16E-04
3:Del:R:4	8.44E-09	9.45E-09
3:Del:R:5	8.44E-09	9.45E-09
4:Del:R:0	2.21E-04	2.09E-04
4:Del:R:1	1.25E-04	1.30E-04
4:Del:R:2	1.03E-04	6.58E-05
4:Del:R:3	2.25E-05	4.41E-08
4:Del:R:4	8.44E-09	9.45E-09
4:Del:R:5	2.29E-05	3.26E-05
5:Del:R:0	1.17E-02	1.18E-02
5:Del:R:1	5.43E-05	1.35E-04
5:Del:R:2	1.02E-04	8.70E-05
5:Del:R:3	8.44E-09	9.45E-09
5:Del:R:4	8.44E-09	9.45E-09
5:Del:R:5	8.44E-09	9.45E-09
2:Ins:R:0	7.27E-05	4.23E-05
2:Ins:R:1	1.57E-04	1.52E-04
2:Ins:R:2	4.80E-05	7.64E-05
2:Ins:R:3	5.47E-05	4.24E-05
2:Ins:R:4	1.47E-04	1.48E-04
2:Ins:R:5	2.86E-04	6.10E-04
3:Ins:R:0	1.93E-05	3.40E-05
3:Ins:R:1	1.14E-04	1.32E-04
3:Ins:R:2	3.80E-05	4.97E-06
3:Ins:R:3	1.89E-05	4.03E-08
3:Ins:R:4	6.65E-06	2.97E-05
3:Ins:R:5	7.95E-09	1.41E-04
4:Ins:R:0	6.13E-05	2.86E-05
4:Ins:R:1	1.81E-04	2.15E-04
4:Ins:R:2	3.70E-08	1.60E-05
4:Ins:R:3	2.26E-05	1.84E-05
4:Ins:R:4	2.53E-05	3.67E-05
4:Ins:R:5	1.57E-04	1.56E-04
5:Ins:R:0	1.86E-05	1.63E-05
5:Ins:R:1	1.42E-02	1.40E-02
5:Ins:R:2	8.44E-09	9.45E-09
5:Ins:R:3	1.28E-05	1.47E-05
5:Ins:R:4	2.99E-05	1.06E-05
5:Ins:R:5	1.78E-05	1.77E-05
2:Del:M:1	2.78E-04	2.49E-04
3:Del:M:1	3.93E-04	3.55E-04
3:Del:M:2	1.71E-04	1.76E-04
4:Del:M:1	3.22E-04	2.79E-04
4:Del:M:2	2.10E-04	1.98E-04
4:Del:M:3	1.10E-04	1.17E-04
5:Del:M:1	1.44E-02	1.48E-02
5:Del:M:2	2.78E-02	2.76E-02
5:Del:M:3	2.17E-03	2.32E-03
5:Del:M:4	8.28E-04	8.43E-04
5:Del:M:5	5.86E-04	5.42E-04
