NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	43.898	18.133	10.07	10.822	0.099	0.992	50000.0
2	45.888	19.377	11.067	12.418	0.103	0.989	60000.0
3	47.372	19.846	11.906	12.819	0.104	0.989	40000.0
4	48.689	20.596	11.781	13.007	0.113	0.988	40000.0
5	39.831	16.5	9.122	10.047	0.095	0.993	20000.0
6	46.393	19.133	10.752	11.699	0.102	0.99	40000.0
7	49.37	20.359	12.541	13.415	0.104	0.988	40000.0
8	43.064	17.566	9.981	10.676	0.096	0.992	30000.0
9	43.811	18.179	10.212	11.078	0.103	0.992	40000.0
10	45.471	18.83	10.651	11.698	0.108	0.99	40000.0
