Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M
V1	18	7	20	8	7	28	21	0	1	0	0	20	7
V2	143	14	27	0	21	56	0	7	23	0	2	0	0
V3	1	108	29	17	30	5	2	0	2	9	17	10	0
V4	153	0	0	3	1	0	0	0	9	0	1	7	90
V5	353	4	22	1	21	8	1	13	73	13	12	33	21
V6	31	70	2	76	0	0	0	14	15	0	6	0	24
V7	0	205	7	3	4	3	4	63	67	0	32	0	5
V8	5	43	2	6	0	1	0	35	16	0	20	0	0
V9	8	0	52	90	17	43	9	43	68	0	5	4	0
V10	128	3	0	0	7	35	24	30	28	0	14	16	17
V11	0	411	15	31	2	5	12	12	1	15	30	0	2
V12	164	209	5	35	1	15	17	12	2	22	18	7	21
V13	58	1	157	1	96	98	44	1	4	6	0	1	9
V14	84	1	65	95	50	49	14	36	6	0	19	0	15
V15	46	138	204	9	47	107	14	3	2	3	16	0	16
V16	4	5	280	36	149	43	0	7	5	0	11	9	0
V17	148	5	38	2	45	20	73	21	10	16	33	21	0
V18	107	22	97	77	28	24	4	20	30	0	4	0	12
V19	1	0	10	0	11	0	5	11	7	0	6	0	2
V20	6	15	47	67	39	20	22	0	6	0	0	7	0
V21	223	25	2	24	0	6	14	0	0	0	0	0	21
V22	11	7	0	10	0	0	0	0	4	0	0	0	0
V23	26	5	0	77	0	0	1	2	18	0	3	4	3
V24	31	0	3	6	2	1	0	36	17	0	6	16	8
V25	50	15	160	0	44	6	0	9	2	0	7	9	0
V26	0	92	21	18	32	4	3	0	3	0	0	0	0
V27	4	0	5	0	22	46	42	85	22	0	57	0	0
V28	239	11	16	4	18	6	4	0	9	0	0	7	3
V29	26	1	0	13	33	17	69	11	15	0	2	3	0
V30	22	6	1	4	0	1	0	13	31	0	12	13	11
V31	25	14	27	8	29	1	0	0	0	0	0	0	11
V32	7	24	4	96	6	2	13	127	71	0	5	0	4
V33	30	55	55	15	29	98	5	0	3	167	24	0	0
V34	2	27	32	0	31	1	2	38	19	12	30	8	0
V35	12	0	26	36	13	8	24	10	0	0	1	19	0
