Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M
V36	1	117	27	5	15	16	4	1	0	4	1	0	13
V37	0	65	3	10	4	32	15	14	19	0	1	25	6
V38	0	16	19	5	10	2	0	2	11	0	1	0	1
V39	2	80	1	16	1	0	4	4	13	0	3	0	8
V40	13	31	8	3	19	37	64	0	13	64	15	69	2
V41	1	67	3	3	1	2	3	13	0	0	5	0	0
V42	35	46	132	162	58	49	5	3	0	2	0	0	6
V43	196	5	6	6	2	13	33	1	1	0	1	0	28
V44	15	33	5	0	7	13	6	4	9	13	7	10	0
V45	15	116	5	94	8	0	1	0	5	0	11	0	0
V46	72	36	2	23	17	36	55	18	14	71	6	10	0
V47	5	76	109	154	139	19	33	23	17	78	5	0	0
V48	2	77	16	4	2	1	0	0	2	6	4	0	3
V49	0	124	0	14	6	4	15	0	11	13	11	0	0
V50	288	7	2	30	2	15	20	0	0	0	15	6	39
V51	34	0	91	1	24	0	26	44	30	11	7	4	0
V52	5	144	4	0	0	18	21	15	6	0	57	0	7
V53	25	15	70	2	4	20	6	3	0	0	3	0	0
V54	33	14	40	0	35	47	32	0	1	0	6	0	5
V55	0	181	5	41	0	0	1	105	15	0	0	0	0
V56	5	43	62	37	93	23	15	8	4	9	1	33	0
V57	4	0	12	0	6	26	11	0	6	5	0	0	0
V58	52	16	34	13	6	0	0	42	1	0	12	0	2
V59	25	80	3	0	23	7	34	60	30	2	12	25	0
V60	278	0	3	44	7	5	17	0	0	1	0	0	30
V61	9	24	84	4	122	65	101	0	0	185	0	23	0
V62	41	49	18	194	36	34	102	31	19	31	3	0	4
V63	345	7	199	6	32	106	106	0	7	16	0	43	5
V64	20	120	85	21	43	14	10	1	7	8	7	0	0
V65	4	33	101	18	47	27	18	3	5	25	14	10	14
V66	84	477	90	15	13	30	1	46	102	14	68	0	23
V67	2	8	11	35	2	23	10	0	10	0	6	12	0
V68	16	249	115	95	31	36	17	2	1	0	24	0	2
V69	23	0	77	21	55	27	40	2	35	26	3	34	0
V70	1	59	43	40	13	2	0	0	0	0	17	1	0
V71	30	3	0	41	1	2	1	0	0	0	0	0	0
V72	84	0	2	33	2	2	1	0	9	1	2	7	6
V73	32	9	1	176	1	1	6	0	0	14	0	0	24
V74	39	0	14	74	5	1	0	65	46	14	37	43	0
V75	65	99	2	0	5	7	0	23	13	9	16	0	10
V76	33	0	287	72	67	6	5	40	71	0	17	1	6
V77	4	14	18	21	49	12	50	0	2	129	0	0	0
V78	7	29	0	0	1	1	0	0	34	0	5	20	0
V79	64	1	6	49	0	36	11	74	16	97	11	0	0
V80	69	36	13	16	6	6	2	72	22	0	59	0	19
V81	706	10	4	10	0	0	0	0	0	0	2	0	68
V82	72	0	24	42	104	9	147	59	118	55	24	17	0
V83	4	55	109	184	37	7	0	137	33	6	7	24	0
V84	8	2	115	1	34	5	6	0	4	0	0	0	0
V85	11	260	4	23	7	5	3	0	2	8	10	0	1
V86	22	325	1	1	3	3	9	15	13	0	16	0	6
V87	30	6	1	31	1	5	3	7	2	0	2	0	7
V88	4	32	5	4	18	5	23	1	0	13	2	4	0
V89	51	9	108	0	19	0	30	9	25	23	16	11	11
V90	0	124	7	3	2	2	0	20	28	0	24	22	13
V91	18	12	11	32	40	64	145	21	1	10	0	0	0
V92	66	8	21	0	31	61	19	78	41	17	0	0	16
V93	0	57	24	0	2	8	34	0	11	0	10	12	2
V94	89	47	0	14	0	1	0	24	59	0	48	21	7
V95	3	5	39	5	4	39	6	0	8	3	1	0	0
V96	185	0	2	4	28	28	22	92	38	91	0	37	0
V97	18	23	51	5	27	52	73	9	7	21	0	12	3
V98	11	40	26	35	12	9	0	22	20	0	12	24	5
V99	3	21	109	24	57	4	0	19	45	10	0	0	2
V100	0	3	2	87	15	48	46	4	3	0	0	10	0
