De novo extracted, Global NMF Signatures, L1 Error %, L2 Error %, KL Divergence, Cosine Similarity, Correlation
Signature 83-A, Signature ID2 (100.00%), 7.71,  1.60, 0.071, 1.00, 1.00
Signature 83-B, Signature 83-B, 0, 0, 0, 1, 1
Signature 83-C, Signature ID9 (100.00%), 13.38,  8.06, 0.117, 1.00, 1.00
Signature 83-D, Signature ID8 (100.00%), 39.15,  24.95, 0.125, 0.97, 0.97
Signature 83-E, Signature 83-E, 0, 0, 0, 1, 1
Signature 83-F, Signature ID1 (100.00%), 7.09,  1.66, 0.360, 1.00, 1.00
