Sample Names	MutationType	ID1	ID2	ID8	ID9	ID83A	ID83B
V1	1:Del:C:0	0.0	0.0	0.0	0.9955542040234564	0.004445795976543489	0.0
V1	1:Del:C:1	0.0	0.0	0.0	0.9974083585554311	0.0025916414445689585	0.0
V1	1:Del:C:2	0.0	0.0	0.0	0.9999668071340069	3.319286599316056e-05	0.0
V1	1:Del:C:3	0.0	0.0	0.0	0.8126499714372262	0.18735002856277375	0.0
V1	1:Del:C:4	0.0	0.0	0.0	0.9935868670239456	0.006413132976054448	0.0
V1	1:Del:C:5	0.0	0.0	0.0	0.07018916662290704	0.9298108333770928	0.0
V1	1:Del:T:0	0.0	0.0	0.0	0.9960404581159541	0.003959541884045855	0.0
V1	1:Del:T:1	0.0	0.0	0.0	0.9995251214318911	0.00047487856810883534	0.0
V1	1:Del:T:2	0.0	0.0	0.0	0.9870056244009273	0.012994375599072606	0.0
V1	1:Del:T:3	0.0	0.0	0.0	1.0	2.104638463869481e-45	0.0
V1	1:Del:T:4	0.0	0.0	0.0	0.9846273211495612	0.015372678850438843	0.0
V1	1:Del:T:5	0.0	0.0	0.0	0.9996282347377898	0.00037176526221024335	0.0
V1	1:Ins:C:0	0.0	0.0	0.0	4.281465219045212e-13	0.9999999999995718	0.0
V1	1:Ins:C:1	0.0	0.0	0.0	0.00233494888824629	0.9976650511117536	0.0
V1	1:Ins:C:2	0.0	0.0	0.0	0.9998860570288076	0.00011394297119237313	0.0
V1	1:Ins:C:3	0.0	0.0	0.0	1.0005315643882296e-14	0.99999999999999	0.0
V1	1:Ins:C:4	0.0	0.0	0.0	0.002151774826290553	0.9978482251737094	0.0
V1	1:Ins:C:5	0.0	0.0	0.0	0.018945083992837643	0.9810549160071623	0.0
V1	1:Ins:T:0	0.0	0.0	0.0	0.9918552484360464	0.008144751563953551	0.0
V1	1:Ins:T:1	0.0	0.0	0.0	0.8696566227009774	0.1303433772990226	0.0
V1	1:Ins:T:2	0.0	0.0	0.0	0.9999620126664005	3.798733359951646e-05	0.0
V1	1:Ins:T:3	0.0	0.0	0.0	0.8135699515612047	0.1864300484387953	0.0
V1	1:Ins:T:4	0.0	0.0	0.0	0.6766769842450249	0.32332301575497513	0.0
V1	1:Ins:T:5	0.0	0.0	0.0	0.9998569985069181	0.00014300149308194498	0.0
V1	2:Del:R:0	0.0	0.0	0.0	0.9923755349890793	0.007624465010920824	0.0
