NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	41.235	19.125	9.965	11.498	0.103	0.987	40000.0
2	39.289	17.555	9.211	10.268	0.096	0.991	60000.0
3	39.597	17.774	9.318	10.569	0.098	0.991	60000.0
4	39.4	17.211	9.112	9.627	0.092	0.993	60000.0
5	39.163	17.523	9.163	10.193	0.098	0.991	30000.0
6	37.553	16.99	8.91	9.94	0.095	0.992	40000.0
7	39.952	18.252	9.561	10.828	0.096	0.989	40000.0
8	43.295	18.858	10.532	10.912	0.095	0.992	70000.0
9	38.912	17.164	9.278	10.152	0.092	0.992	50000.0
10	41.027	18.511	9.568	10.676	0.099	0.991	110000.0
