MutationType	ID83A	ID83B	ID83C	ID83D
1:Del:C:0	1.46E-02	1.40E-02	2.74E-03	3.00E-02
1:Del:C:1	3.52E-03	3.65E-03	1.36E-03	8.14E-03
1:Del:C:2	1.03E-04	1.06E-04	1.06E-04	1.65E-04
1:Del:C:3	4.22E-04	5.66E-04	1.56E-04	7.79E-04
1:Del:C:4	6.68E-04	4.70E-04	3.79E-04	1.07E-03
1:Del:C:5	6.74E-04	2.80E-04	2.16E-05	2.52E-04
1:Del:T:0	4.34E-03	4.86E-03	8.52E-04	6.71E-03
1:Del:T:1	1.27E-03	1.40E-03	7.22E-04	3.29E-03
1:Del:T:2	3.93E-03	4.58E-03	1.25E-03	8.37E-03
1:Del:T:3	4.27E-03	3.93E-03	9.39E-04	7.24E-03
1:Del:T:4	4.75E-03	4.68E-03	1.22E-03	9.52E-03
1:Del:T:5	2.12E-02	5.09E-04	1.19E-04	1.94E-03
1:Ins:C:0	2.14E-04	2.50E-08	8.72E-05	2.86E-04
1:Ins:C:1	3.19E-08	9.48E-08	3.07E-02	9.45E-03
1:Ins:C:2	8.48E-05	3.72E-05	5.41E-05	1.10E-04
1:Ins:C:3	2.00E-05	2.29E-04	7.25E-08	1.47E-04
1:Ins:C:4	3.28E-04	2.29E-04	3.95E-04	1.20E-03
1:Ins:C:5	7.07E-04	1.16E-03	1.91E-06	1.29E-04
1:Ins:T:0	7.21E-04	4.50E-04	2.78E-04	8.97E-04
1:Ins:T:1	6.26E-04	5.03E-04	1.18E-04	6.59E-04
1:Ins:T:2	1.57E-04	1.87E-04	1.20E-09	2.84E-04
1:Ins:T:3	3.31E-04	5.04E-04	7.68E-05	3.46E-04
1:Ins:T:4	5.72E-04	1.11E-03	1.76E-04	2.19E-04
1:Ins:T:5	8.97E-03	3.61E-02	5.63E-08	4.97E-03
2:Del:R:0	6.27E-04	5.53E-04	3.28E-04	6.16E-04
2:Del:R:1	1.61E-04	2.94E-04	4.02E-04	5.23E-04
2:Del:R:2	2.01E-04	3.15E-04	2.84E-09	1.82E-04
2:Del:R:3	1.61E-04	1.32E-04	9.41E-05	9.95E-05
