NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	41.414	14.888	9.642	9.007	0.084	0.994	70000.0
2	45.652	16.812	11.354	10.776	0.087	0.991	40000.0
3	49.108	17.491	12.047	10.88	0.087	0.992	50000.0
4	45.87	16.83	11.409	10.49	0.083	0.992	70000.0
5	50.037	17.9	12.728	11.36	0.086	0.991	40000.0
6	43.54	15.79	10.159	9.585	0.087	0.993	40000.0
7	45.45	16.659	10.856	10.228	0.082	0.992	50000.0
8	40.57	14.535	9.42	8.775	0.08	0.994	40000.0
9	45.159	16.738	10.796	10.275	0.082	0.992	50000.0
10	45.862	16.519	11.164	10.15	0.085	0.993	60000.0
