NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	80.018	32.264	20.57	21.336	0.176	0.97	20000.0
2	79.493	32.507	20.503	21.741	0.183	0.968	40000.0
3	81.25	32.894	20.692	21.589	0.185	0.97	30000.0
4	81.802	33.458	20.856	22.145	0.193	0.967	20000.0
5	81.001	33.443	21.045	22.685	0.19	0.965	30000.0
6	81.724	33.593	21.29	22.723	0.188	0.965	30000.0
7	81.436	33.177	20.735	22.037	0.188	0.968	50000.0
8	81.033	32.808	20.963	22.028	0.182	0.967	30000.0
9	79.811	32.909	20.706	22.178	0.186	0.965	20000.0
10	82.354	33.448	21.342	22.371	0.192	0.966	40000.0
