MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F
1:Del:C:0	2.04E-03	9.26E-04	1.41E-03	1.74E-03	0.00E+00	1.39E-03
1:Del:C:1	1.09E-03	4.45E-05	3.37E-04	8.14E-04	8.08E-04	5.67E-04
1:Del:C:2	1.99E-04	1.20E-07	9.29E-05	4.12E-04	8.11E-05	5.40E-09
1:Del:C:3	6.03E-04	2.27E-04	1.73E-04	3.40E-04	3.78E-04	3.35E-04
1:Del:C:4	2.02E-04	2.64E-05	4.56E-05	3.64E-04	2.26E-04	6.01E-04
1:Del:C:5	5.00E-05	0.00E+00	0.00E+00	3.35E-04	5.31E-04	1.10E-03
1:Del:T:0	1.06E-03	9.75E-04	7.09E-04	1.40E-03	1.06E-03	1.11E-03
1:Del:T:1	9.13E-04	0.00E+00	1.35E-04	4.20E-04	1.87E-04	1.46E-04
1:Del:T:2	1.05E-03	6.66E-05	7.33E-04	1.10E-03	2.78E-10	9.47E-04
1:Del:T:3	1.43E-03	6.72E-04	2.78E-04	8.33E-04	9.38E-04	1.20E-03
1:Del:T:4	7.67E-04	2.87E-04	6.25E-04	0.00E+00	8.16E-04	1.82E-03
1:Del:T:5	1.02E-07	7.79E-08	7.12E-08	3.68E-07	1.48E-03	3.75E-03
1:Ins:C:0	9.80E-09	1.61E-08	1.04E-08	2.84E-04	2.42E-08	2.49E-08
1:Ins:C:1	1.14E-04	1.01E-08	3.47E-05	2.78E-04	4.85E-09	3.75E-09
1:Ins:C:2	1.31E-04	1.07E-08	0.00E+00	1.62E-04	6.16E-05	0.00E+00
1:Ins:C:3	2.98E-06	7.89E-05	4.11E-08	6.76E-05	7.09E-05	1.17E-08
1:Ins:C:4	3.47E-09	0.00E+00	1.05E-04	1.74E-04	3.18E-04	2.16E-04
1:Ins:C:5	1.43E-04	3.66E-08	7.35E-09	8.33E-05	1.18E-03	6.52E-04
1:Ins:T:0	7.48E-04	1.66E-04	9.90E-05	4.42E-04	4.24E-04	4.86E-05
1:Ins:T:1	7.04E-04	1.15E-04	0.00E+00	4.30E-04	4.78E-09	0.00E+00
1:Ins:T:2	1.64E-04	2.84E-04	0.00E+00	3.10E-04	1.87E-04	2.29E-04
1:Ins:T:3	3.08E-04	1.77E-04	1.20E-04	2.08E-04	4.62E-04	3.08E-04
1:Ins:T:4	2.28E-04	4.34E-05	1.84E-04	2.30E-04	5.28E-04	2.69E-04
1:Ins:T:5	1.22E-03	1.08E-11	8.28E-04	3.15E-03	3.17E-03	2.94E-03
2:Del:R:0	6.80E-04	2.64E-04	2.43E-04	4.95E-04	4.56E-04	0.00E+00
2:Del:R:1	1.39E-04	1.23E-04	4.81E-05	5.68E-04	4.17E-04	3.77E-04
2:Del:R:2	1.09E-04	5.61E-05	0.00E+00	1.17E-04	1.68E-04	3.92E-04
2:Del:R:3	4.40E-08	1.14E-08	2.18E-05	4.34E-05	1.98E-04	2.03E-04
2:Del:R:4	6.11E-08	4.31E-09	2.50E-09	4.79E-05	1.19E-04	1.16E-04
2:Del:R:5	7.26E-09	1.31E-07	1.52E-08	9.10E-05	6.91E-08	3.17E-05
3:Del:R:0	3.42E-04	5.64E-05	1.52E-04	5.78E-04	3.34E-04	2.00E-04
