MutationType	ID83A	ID83B
1:Del:C:0	1.02E-02	1.07E-02
1:Del:C:1	3.24E-03	3.20E-03
1:Del:C:2	2.33E-04	1.98E-04
1:Del:C:3	5.11E-04	5.43E-04
1:Del:C:4	4.31E-04	4.41E-04
1:Del:C:5	7.34E-04	5.65E-04
1:Del:T:0	3.54E-03	3.88E-03
1:Del:T:1	1.37E-03	1.59E-03
1:Del:T:2	2.96E-03	2.81E-03
1:Del:T:3	3.38E-03	3.55E-03
1:Del:T:4	3.77E-03	3.44E-03
1:Del:T:5	4.42E-02	4.08E-02
1:Ins:C:0	9.70E-05	9.94E-05
1:Ins:C:1	6.84E-05	1.04E-04
1:Ins:C:2	6.21E-05	5.56E-05
1:Ins:C:3	2.68E-05	1.70E-04
1:Ins:C:4	6.51E-05	1.33E-04
1:Ins:C:5	4.29E-04	1.02E-03
1:Ins:T:0	6.21E-04	6.99E-04
1:Ins:T:1	4.91E-04	5.96E-04
1:Ins:T:2	6.42E-05	8.49E-05
1:Ins:T:3	1.28E-04	1.56E-04
1:Ins:T:4	1.64E-04	9.43E-04
1:Ins:T:5	9.32E-04	3.93E-02
2:Del:R:0	6.63E-04	7.84E-04
2:Del:R:1	4.67E-04	4.88E-04
2:Del:R:2	1.46E-04	1.28E-04
2:Del:R:3	4.97E-05	7.48E-05
2:Del:R:4	3.89E-08	3.34E-05
2:Del:R:5	5.39E-03	5.08E-03
3:Del:R:0	3.17E-02	3.13E-02
3:Del:R:1	3.44E-04	3.18E-04
3:Del:R:2	1.54E-04	1.24E-04
3:Del:R:3	3.49E-05	1.13E-04
3:Del:R:4	5.90E-09	8.05E-09
3:Del:R:5	4.33E-05	6.89E-05
4:Del:R:0	2.83E-04	2.94E-04
4:Del:R:1	2.76E-04	2.79E-04
4:Del:R:2	1.07E-04	7.54E-05
4:Del:R:3	5.90E-09	8.05E-09
4:Del:R:4	5.90E-09	8.05E-09
4:Del:R:5	5.90E-09	8.05E-09
5:Del:R:0	6.10E-03	6.47E-03
5:Del:R:1	2.63E-04	2.29E-04
5:Del:R:2	4.52E-05	6.88E-05
5:Del:R:3	2.10E-05	2.02E-05
5:Del:R:4	1.22E-05	2.36E-05
5:Del:R:5	1.97E-05	7.48E-06
2:Ins:R:0	1.52E-04	1.34E-04
2:Ins:R:1	1.09E-04	1.53E-04
2:Ins:R:2	1.00E-03	9.61E-04
2:Ins:R:3	4.83E-05	5.64E-05
2:Ins:R:4	1.90E-04	2.23E-04
2:Ins:R:5	6.39E-04	8.26E-04
3:Ins:R:0	4.62E-05	3.27E-05
3:Ins:R:1	9.12E-05	8.10E-05
3:Ins:R:2	4.16E-02	3.80E-02
3:Ins:R:3	2.97E-05	2.32E-05
3:Ins:R:4	1.53E-03	1.32E-03
3:Ins:R:5	1.08E-03	8.60E-04
4:Ins:R:0	4.47E-05	4.70E-05
4:Ins:R:1	1.44E-04	1.64E-04
4:Ins:R:2	5.90E-09	8.05E-09
4:Ins:R:3	2.03E-05	1.45E-05
4:Ins:R:4	3.59E-05	3.78E-05
4:Ins:R:5	9.91E-05	1.01E-04
5:Ins:R:0	2.72E-05	2.63E-05
5:Ins:R:1	2.59E-04	2.95E-04
5:Ins:R:2	2.35E-05	2.68E-05
5:Ins:R:3	5.47E-05	4.99E-05
5:Ins:R:4	5.33E-05	5.30E-05
5:Ins:R:5	5.90E-09	8.05E-09
2:Del:M:1	1.56E-04	1.71E-04
3:Del:M:1	3.66E-04	3.12E-04
3:Del:M:2	3.11E-04	3.19E-04
4:Del:M:1	1.28E-04	1.39E-04
4:Del:M:2	2.19E-04	2.21E-04
4:Del:M:3	1.35E-04	1.92E-04
5:Del:M:1	6.80E-03	7.62E-03
5:Del:M:2	3.18E-03	3.67E-03
5:Del:M:3	9.78E-04	1.11E-03
5:Del:M:4	5.85E-04	6.68E-04
5:Del:M:5	2.90E-04	3.88E-04
