NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	67.951	26.573	15.893	17.933	0.14	0.978	70000.0
2	66.268	25.84	15.666	17.335	0.13	0.98	20000.0
3	67.568	26.537	16.05	17.96	0.14	0.978	40000.0
4	65.702	25.485	15.302	17.086	0.132	0.98	30000.0
5	69.559	27.249	16.286	18.311	0.143	0.977	40000.0
6	67.335	25.717	16.222	17.317	0.132	0.98	30000.0
7	68.559	26.746	15.969	17.67	0.139	0.979	60000.0
8	65.916	26.167	15.426	17.844	0.137	0.977	50000.0
9	67.846	26.379	16.163	18.044	0.141	0.977	20000.0
10	68.053	26.331	16.219	17.763	0.14	0.979	40000.0
