NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	61.27	23.745	14.372	14.806	0.127	0.986	50000.0
2	59.862	23.755	14.161	15.164	0.123	0.985	50000.0
3	59.015	22.731	13.743	14.15	0.124	0.987	40000.0
4	62.079	23.055	14.26	14.382	0.121	0.987	50000.0
5	57.365	21.663	13.257	13.443	0.117	0.988	50000.0
6	62.481	23.778	14.582	14.83	0.125	0.986	80000.0
7	61.332	23.748	14.438	14.745	0.125	0.986	50000.0
8	61.76	23.635	14.654	15.23	0.122	0.984	40000.0
9	59.345	22.842	13.723	14.22	0.122	0.986	100000.0
10	60.233	23.082	14.142	14.512	0.123	0.986	50000.0
