Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O
V1	102	7	15	19	4	41	20	20	14	3	33	0	0	8	3
V2	48	94	2	5	12	0	12	0	0	0	0	0	3	0	11
V3	48	0	160	16	28	0	18	1	1	0	0	5	0	2	3
V4	18	0	5	94	103	3	12	1	0	0	0	0	0	0	0
V5	92	92	35	28	50	5	8	0	0	3	1	5	0	9	4
V6	74	2	3	33	35	15	5	16	53	89	0	6	15	21	0
V7	0	1	73	64	33	10	0	0	6	7	0	0	0	2	0
V8	4	187	7	12	20	38	4	14	0	22	8	0	0	2	0
V9	40	44	10	35	19	29	78	0	0	1	25	5	0	37	0
V10	60	5	63	185	200	10	57	0	3	1	14	7	0	11	0
V11	0	0	5	6	6	17	0	7	20	9	0	0	0	0	0
V12	35	0	27	8	3	3	11	0	0	7	30	20	0	4	1
V13	122	0	32	44	42	18	35	0	0	0	5	14	0	6	0
V14	11	63	2	4	3	7	0	1	3	0	0	0	0	3	1
V15	0	29	12	1	2	120	0	19	50	4	31	23	8	0	2
V16	0	43	80	138	206	6	0	86	65	0	0	0	0	3	0
V17	16	8	0	0	0	46	10	80	76	12	0	31	0	0	0
V18	118	44	15	2	3	19	54	172	107	0	42	0	0	33	0
V19	7	87	38	0	0	0	9	46	22	45	0	21	50	3	8
V20	70	1	153	1	0	40	29	0	19	19	35	0	46	35	0
V21	0	167	33	4	52	2	0	0	5	14	0	12	0	7	51
V22	18	33	4	4	4	55	10	9	6	0	53	58	0	0	0
V23	0	1	60	39	22	24	0	1	0	0	34	10	22	0	0
V24	7	0	41	40	84	2	2	15	13	10	9	0	11	0	0
V25	12	0	49	5	2	26	10	69	43	79	17	2	37	0	0
V26	8	3	123	12	2	1	26	0	8	0	7	0	6	0	7
V27	101	11	47	5	1	25	39	60	2	0	24	0	43	3	3
V28	5	2	1	41	12	2	8	22	14	0	2	5	0	0	1
V29	34	3	17	8	3	0	10	0	9	0	3	0	0	1	0
V30	144	37	0	32	33	1	60	4	0	0	0	0	0	9	1
V31	1	34	10	78	120	6	0	24	30	40	1	0	0	0	0
V32	17	1	4	0	0	13	2	13	10	9	0	0	0	2	1
V33	11	45	143	2	3	44	10	2	4	0	32	6	76	0	26
V34	6	64	441	17	5	182	2	0	3	0	48	3	0	2	8
V35	1	43	0	7	8	11	0	30	9	79	0	5	14	0	0
V36	5	76	7	1	2	34	0	0	0	2	26	12	0	1	11
V37	157	187	10	6	7	23	27	0	36	63	11	0	0	17	19
V38	11	0	0	13	12	14	0	1	2	7	29	3	0	1	3
V39	34	24	0	0	0	0	32	9	13	7	0	2	38	6	0
V40	0	23	47	36	45	0	0	3	0	1	14	3	0	1	5
V41	21	0	47	161	227	16	0	4	35	14	28	21	27	2	0
V42	186	0	9	12	27	0	22	13	4	0	0	0	9	11	0
