Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L
V1	95	114	0	0	6	65	0	98	0	7	0	0
V2	0	155	1	0	179	14	15	0	0	0	9	4
V3	164	0	4	203	0	0	140	0	62	30	1	0
V4	15	55	183	0	25	1	2	0	13	46	4	0
V5	22	211	62	35	88	76	0	0	0	74	46	9
V6	0	46	8	8	0	0	28	4	0	0	0	5
V7	9	33	204	88	0	20	0	0	0	0	12	62
V8	40	0	0	37	115	0	33	0	2	0	0	8
V9	0	52	9	0	0	35	1	3	0	0	44	0
V10	39	0	29	64	18	8	43	0	80	7	13	0
V11	32	116	1	226	0	0	28	54	100	0	5	0
V12	164	0	21	0	85	0	4	109	14	0	0	0
V13	23	74	22	0	0	14	42	24	0	7	25	21
V14	4	18	38	21	0	33	7	50	0	0	0	0
V15	0	28	6	225	4	0	0	52	0	26	0	2
V16	26	49	0	9	0	89	1	34	0	0	0	0
V17	15	15	0	121	40	77	18	0	0	0	0	1
V18	25	0	1	0	0	4	0	0	0	0	4	0
V19	77	3	58	0	101	19	0	4	4	59	0	3
V20	470	301	69	49	19	35	0	25	0	0	0	3
V21	30	7	53	0	4	48	0	0	0	6	46	0
V22	0	10	0	0	65	28	0	13	25	72	0	0
V23	371	19	18	61	37	1	0	4	0	0	0	7
V24	0	36	361	1	9	28	0	0	87	0	10	11
V25	0	0	8	18	6	40	4	29	0	12	2	0
V26	34	13	32	0	73	6	0	0	3	0	0	13
V27	7	23	33	27	0	19	66	4	8	2	10	0
V28	0	90	54	0	104	1	0	4	31	0	0	44
V29	13	0	8	64	24	0	0	13	2	13	0	16
V30	19	88	8	11	1	0	7	0	7	23	3	2
V31	22	8	0	3	0	3	0	0	0	0	6	0
V32	33	35	14	27	1	0	13	5	62	0	14	8
V33	6	4	48	14	0	41	71	0	0	0	0	0
V34	1	114	11	0	6	2	12	0	11	8	0	5
V35	91	9	27	2	0	12	0	0	0	1	0	4
V36	25	0	131	0	43	7	30	0	9	0	0	13
V37	3	84	2	80	0	8	95	8	0	8	1	0
V38	0	211	145	98	42	48	0	0	36	0	17	64
V39	5	0	7	116	45	0	46	0	36	0	0	5
V40	9	44	13	239	9	2	85	0	0	63	4	0
V41	25	41	115	0	45	29	0	54	0	10	19	9
V42	22	1	7	0	0	8	0	32	0	15	7	0
V43	196	17	5	50	13	17	24	0	37	0	1	22
V44	24	6	36	8	4	23	64	0	0	0	0	0
V45	143	108	22	0	106	84	2	19	8	6	0	0
V46	80	26	0	86	8	32	0	88	0	38	0	0
V47	0	0	65	9	148	9	30	6	0	10	0	18
V48	0	0	5	36	0	13	0	0	1	1	1	0
V49	18	8	0	0	9	63	0	0	0	2	7	0
V50	0	49	88	22	64	0	37	0	0	23	0	72
V51	13	32	40	106	0	6	74	34	0	0	0	0
V52	25	14	1	84	0	8	0	16	31	16	10	0
V53	141	193	13	54	0	17	0	52	0	0	26	0
V54	123	3	9	57	50	40	47	0	0	57	0	33
V55	30	0	27	8	4	1	1	0	22	0	0	0
V56	112	80	15	22	7	0	0	73	0	0	0	0
V57	18	14	64	11	18	39	0	1	0	35	9	26
V58	45	69	36	24	1	12	0	0	0	6	0	5
V59	53	123	72	0	0	0	0	14	0	0	8	0
V60	187	0	93	0	14	112	0	38	0	0	31	0
V61	66	26	18	0	136	71	0	0	0	7	0	0
V62	2	65	18	88	45	27	24	0	0	4	0	0
V63	4	46	41	5	2	0	0	0	3	3	1	1
V64	15	74	46	0	1	0	0	0	2	6	19	2
V65	109	65	142	0	58	0	0	25	0	21	7	3
V66	11	3	4	66	53	26	0	0	0	2	22	0
V67	22	55	13	39	86	43	75	0	0	13	6	0
V68	220	187	16	0	0	49	0	0	0	0	40	1
V69	3	1	2	13	3	12	16	29	0	0	2	3
V70	56	80	5	1	0	136	0	0	0	23	25	0
V71	2	0	18	8	0	73	100	0	24	3	0	0
V72	6	70	9	35	0	6	38	0	4	12	19	8
V73	7	14	38	0	0	68	15	11	0	0	65	0
V74	0	40	31	0	0	40	0	0	4	0	26	1
V75	236	21	15	7	10	13	0	0	23	0	0	18
V76	37	18	29	28	0	1	18	0	0	5	2	21
V77	26	7	118	58	0	1	86	30	0	4	3	0
V78	66	101	104	3	4	7	12	1	0	0	11	0
V79	59	0	42	173	46	42	56	22	3	2	18	0
V80	109	47	4	0	0	0	12	0	0	3	5	0
V81	31	0	9	0	16	113	2	0	0	3	28	0
V82	33	34	43	31	42	16	42	0	0	17	0	0
V83	54	0	6	1	7	3	29	0	3	0	0	21
V84	0	5	125	167	126	12	111	59	11	79	0	33
V85	2	91	10	0	104	0	0	21	81	0	2	9
V86	62	98	64	91	8	41	54	9	38	0	13	0
V87	46	177	74	12	10	0	55	0	0	4	3	29
V88	12	118	4	14	0	6	5	6	0	0	7	0
V89	2	0	34	1	39	1	1	0	0	0	0	0
V90	8	54	5	93	0	170	0	0	35	2	43	12
V91	35	2	41	0	56	1	0	0	0	0	0	6
V92	6	0	42	0	0	0	0	22	0	0	0	0
V93	0	0	31	106	108	59	1	143	59	12	21	0
V94	97	0	0	1	12	0	2	0	0	14	0	0
V95	0	117	6	0	216	50	0	0	62	21	10	0
V96	134	59	137	27	131	22	0	0	0	51	10	21
V97	0	12	9	12	0	6	0	0	21	7	3	10
V98	199	389	10	8	190	33	20	21	0	46	11	20
V99	95	69	0	43	0	19	21	44	0	0	44	0
V100	97	0	121	46	0	15	0	96	0	0	0	0
