NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	52.641	22.187	12.915	14.038	0.14	0.984	30000.0
2	53.975	22.88	13.147	13.865	0.144	0.987	30000.0
3	52.71	22.014	12.937	13.381	0.136	0.989	30000.0
4	49.742	20.959	12.271	13.238	0.133	0.987	50000.0
5	56.293	23.383	14.775	15.497	0.138	0.981	30000.0
6	58.019	24.725	15.072	16.164	0.146	0.981	40000.0
7	55.726	23.545	14.454	15.074	0.143	0.985	50000.0
8	54.978	23.286	13.959	14.868	0.141	0.984	20000.0
9	53.98	23.151	14.134	15.009	0.143	0.985	50000.0
10	56.897	23.978	14.535	14.901	0.143	0.986	30000.0
