Samples	ID83A	ID83B	ID83C	ID83D
V1	55	21	166	22
V2	94	142	16	63
V3	35	0	2	46
V4	151	0	54	107
V5	58	9	35	51
V6	0	135	68	56
V7	44	75	133	41
V8	222	335	53	238
V9	27	0	7	0
V10	62	13	37	78
V11	81	80	14	6
V12	40	3	35	5
V13	6	60	8	219
V14	0	4	84	38
V15	4	672	75	39
V16	22	164	55	19
V17	126	25	45	0
V18	94	4	112	0
V19	171	0	65	15
V20	0	110	89	86
V21	24	19	0	70
V22	5	102	115	0
V23	319	0	0	64
V24	28	46	2	107
V25	253	16	29	42
V26	0	0	75	98
V27	58	0	4	162
V28	32	56	34	154
V29	264	34	167	0
V30	64	34	7	31
V31	223	105	48	25
V32	69	58	175	65
V33	304	32	295	30
V34	0	53	15	18
V35	54	8	6	50
V36	0	57	142	273
V37	6	0	127	2
V38	449	8	8	1
V39	0	0	289	381
V40	82	42	79	0
V41	247	145	34	46
V42	521	0	69	11
V43	35	93	25	2
V44	174	144	149	90
V45	113	23	0	195
V46	21	0	49	0
V47	14	30	216	76
V48	58	125	26	39
V49	28	119	50	12
V50	0	202	72	0
V51	136	323	17	54
V52	180	34	4	0
V53	0	159	8	348
V54	0	20	22	67
V55	87	96	62	0
V56	58	369	0	0
V57	0	22	276	181
V58	139	18	2	3
V59	8	252	0	239
V60	92	8	86	17
V61	0	65	453	39
V62	18	52	23	131
V63	147	0	317	13
V64	8	54	265	11
V65	393	0	0	0
V66	117	154	219	0
V67	783	74	0	215
V68	47	47	19	167
V69	382	0	5	66
V70	12	77	141	13
V71	54	145	105	128
V72	167	737	40	0
V73	0	155	0	1
V74	385	0	6	0
V75	0	40	72	68
V76	84	23	17	294
V77	80	131	28	15
V78	448	62	1	0
V79	0	178	2	231
V80	0	0	328	169
V81	4	19	131	0
V82	0	3	7	232
V83	85	20	302	12
V84	50	81	10	72
V85	59	0	0	156
V86	63	67	5	25
V87	120	22	99	69
V88	347	0	65	0
V89	54	246	106	167
V90	126	57	183	73
V91	237	0	20	13
V92	237	6	150	172
V93	176	0	3	13
V94	167	214	351	1
V95	10	284	30	58
V96	15	35	1	5
V97	0	209	11	150
V98	7	149	15	17
V99	54	0	0	5
V100	88	15	14	55
