Samples	ID83A	ID83B	ID83C	ID83D
V57	1.12E+01	1.16E+01	1.26E+01	1.43E+01
V58	1.55E+01	3.77E+00	6.57E-01	1.31E+01
V59	2.11E+01	2.25E+01	1.56E+00	1.10E+01
V60	7.08E+00	9.82E+00	8.80E+00	1.18E+01
V61	6.19E+00	3.45E+00	4.37E+00	5.23E+00
V62	1.20E+01	1.29E+01	1.09E+01	8.67E+00
V63	2.00E+01	2.27E+00	6.67E+00	2.15E+01
V64	3.55E+00	5.36E+00	5.08E+00	2.81E+00
V65	4.48E+01	1.95E+00	1.35E+00	4.38E+01
V66	2.23E+01	1.37E+01	6.20E+00	1.74E+01
V67	7.73E+01	4.71E+01	4.22E+00	4.93E+01
V68	6.38E+00	9.83E+00	1.13E+01	9.26E+00
V69	4.22E+01	2.61E+01	1.37E+00	2.63E+01
V70	1.00E+01	1.32E+01	1.13E+01	1.04E+01
V71	2.97E+01	3.51E+01	3.22E+01	3.41E+01
V72	7.49E+01	7.22E+01	5.49E+00	2.62E+01
V73	7.61E+00	7.31E+00	1.16E+00	1.37E+00
V74	3.69E+01	7.56E+00	1.59E+00	2.93E+01
V75	2.95E+00	1.62E+00	2.39E+00	4.54E+00
V76	1.87E+01	6.32E+00	4.21E+00	1.83E+01
V77	1.02E+01	8.71E+00	1.20E+01	1.25E+01
V78	4.88E+01	3.42E+01	1.63E+00	3.72E+01
V79	1.62E+01	1.02E+01	1.05E+01	1.34E+01
V80	5.40E+00	2.81E+00	7.73E+00	6.71E+00
V81	2.45E+00	1.79E+00	2.85E+00	1.67E+00
V82	7.50E+00	1.13E+01	1.00E+01	1.09E+01
V83	7.99E+00	1.31E+01	1.18E+01	1.24E+01
V84	7.59E+00	5.91E+00	5.89E+00	8.85E+00
V85	1.15E+01	4.53E-01	1.00E+00	1.12E+01
V86	6.05E+00	2.74E+00	3.36E+00	5.70E+00
V87	1.38E+01	2.28E+01	2.41E+01	2.34E+01
V88	3.82E+01	2.41E+01	4.04E+00	2.42E+01
V89	5.00E+01	5.22E+01	5.12E+01	5.21E+01
V90	3.03E+01	4.58E+01	4.70E+01	4.86E+01
V91	2.82E+01	9.04E-01	1.18E+00	2.79E+01
V92	2.29E+01	1.70E+01	9.15E+00	1.38E+01
V93	1.64E+01	1.30E+01	3.99E+00	1.36E+01
V94	2.09E+01	1.15E+01	1.26E+01	1.89E+01
V95	2.23E+01	2.05E+01	2.01E+01	2.26E+01
V96	3.79E+00	3.07E+00	2.28E+00	2.69E+00
V97	1.90E+01	2.25E+01	3.15E+00	6.56E+00
V98	1.73E+01	1.80E+01	1.50E+01	1.45E+01
V99	6.41E+00	8.67E-01	1.67E-01	5.80E+00
V100	1.06E+01	7.12E+00	1.81E+00	8.00E+00
