Samples	ID83A	ID83B	ID83C	ID83D
V1	1.28E+01	1.78E+01	1.71E+01	1.84E+01
V2	1.97E+01	1.66E+01	1.99E+00	1.01E+01
V3	5.36E+00	9.80E-01	9.92E-01	4.84E+00
V4	1.11E+01	1.06E+01	1.10E+01	1.42E+01
V5	6.90E+00	1.16E+00	2.78E+00	7.98E+00
V6	8.11E+00	9.44E+00	2.68E+00	4.51E+00
V7	1.24E+01	5.66E+00	2.40E+00	1.14E+01
V8	7.21E+01	8.18E+01	8.42E+01	8.55E+01
V9	2.31E+00	2.30E+00	1.52E+00	1.41E+00
V10	5.63E+00	1.13E+01	9.33E+00	1.01E+01
V11	1.42E+01	1.21E+01	1.22E+00	8.20E+00
V12	2.98E+00	4.16E+00	4.72E+00	4.71E+00
V13	1.05E+01	1.24E+01	8.66E+00	6.87E+00
V14	2.73E+00	9.52E-01	2.66E+00	9.64E-01
V15	5.84E+01	5.97E+01	5.90E+00	1.34E+01
V16	9.54E+00	7.38E+00	8.94E+00	7.44E+00
V17	1.30E+01	7.08E+00	1.71E+00	7.35E+00
V18	1.16E+01	2.00E+00	3.79E+00	1.20E+01
V19	1.69E+01	1.22E+01	4.43E+00	1.41E+01
V20	7.63E+00	5.58E+00	3.83E+00	5.55E+00
V21	5.25E+00	2.70E+00	0.00E+00	5.07E+00
V22	7.50E+00	6.84E+00	3.08E+00	3.00E+00
V23	3.71E+01	2.48E+01	6.70E-01	2.60E+01
V24	4.67E+00	4.26E+00	1.72E+00	3.81E+00
V25	1.17E+01	2.08E+01	1.98E+01	2.37E+01
V26	3.45E+00	5.67E-01	1.88E+00	3.34E+00
V27	1.45E+01	8.97E-01	1.03E+00	1.45E+01
V28	1.34E+01	1.47E+01	1.58E+01	1.25E+01
V29	2.69E+01	1.89E+01	3.94E+00	1.48E+01
V30	5.20E+00	1.13E+01	1.02E+01	1.00E+01
V31	2.54E+01	1.81E+01	4.08E+00	1.83E+01
V32	2.53E+01	3.29E+01	3.40E+01	3.32E+01
V33	3.01E+01	1.43E+01	2.99E+00	1.85E+01
V34	4.32E+00	4.69E+00	1.24E+00	1.58E+00
V35	3.11E+00	5.25E+00	4.40E+00	5.20E+00
V36	6.26E+00	4.34E+00	6.88E+00	4.87E+00
V37	2.09E+00	1.38E+00	1.71E+00	1.69E+00
V38	3.69E+01	1.97E+01	3.34E+00	2.39E+01
V39	1.03E+01	4.00E+00	5.36E+00	1.27E+01
V40	1.17E+01	9.38E+00	3.30E+00	8.65E+00
V41	3.09E+01	2.24E+01	3.38E+00	1.83E+01
V42	5.21E+01	3.81E+01	6.23E+00	3.68E+01
V43	9.72E+00	8.96E+00	1.35E+00	3.06E+00
V44	1.70E+01	1.98E+01	2.29E+01	2.47E+01
V45	1.57E+01	5.15E+00	7.89E-01	1.31E+01
V46	3.28E+00	1.19E+00	1.83E+00	2.84E+00
V47	8.63E+00	9.52E+00	7.38E+00	7.66E+00
V48	2.37E+01	2.81E+01	2.66E+01	2.54E+01
V49	1.28E+01	1.20E+01	2.22E+00	3.34E+00
V50	1.53E+01	1.30E+01	2.58E+00	2.41E+00
V51	2.51E+01	2.82E+01	3.30E+01	3.32E+01
V52	1.61E+01	1.09E+01	1.85E+00	1.18E+01
V53	1.02E+01	8.83E+00	9.45E+00	8.70E+00
V54	2.48E+00	2.58E+00	1.21E+00	2.01E+00
V55	1.56E+01	1.30E+01	1.79E+00	6.92E+00
V56	3.87E+01	3.74E+01	1.42E+00	1.20E+01
