MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M
1:Del:C:0	1.64E-03	2.29E-03	2.20E-02	1.18E-03	1.52E-03	1.04E-03	2.08E-03	4.53E-02	4.89E-02	2.47E-02	5.26E-03	5.70E-02	1.77E-02
1:Del:C:1	9.20E-05	2.19E-04	8.62E-03	1.51E-04	2.81E-04	5.92E-03	5.43E-04	1.35E-02	8.69E-03	6.77E-03	4.86E-03	1.28E-02	6.83E-03
1:Del:C:2	1.13E-08	2.91E-08	4.56E-04	4.75E-07	3.53E-07	4.74E-04	1.03E-07	1.14E-03	1.04E-03	5.08E-04	5.63E-08	2.17E-03	2.11E-04
1:Del:C:3	6.49E-04	4.24E-05	2.60E-03	1.37E-08	9.31E-04	4.58E-04	4.21E-03	8.04E-03	3.50E-03	3.17E-03	3.13E-03	6.37E-03	1.23E-03
1:Del:C:4	4.76E-05	6.32E-05	4.76E-03	3.20E-04	7.16E-04	4.74E-04	5.13E-05	2.39E-03	8.71E-03	4.96E-03	9.54E-09	7.94E-03	1.65E-03
1:Del:C:5	1.49E-03	1.20E-04	8.38E-04	0.00E+00	1.38E-03	0.00E+00	5.58E-05	1.92E-03	7.82E-04	4.78E-03	9.92E-04	4.45E-03	3.86E-03
1:Del:T:0	1.00E-03	5.55E-04	1.77E-02	1.50E-03	2.15E-03	6.73E-03	3.26E-03	2.41E-02	4.04E-03	1.82E-02	1.12E-02	3.60E-02	8.04E-03
1:Del:T:1	1.52E-04	4.21E-04	8.74E-03	4.27E-05	0.00E+00	2.02E-03	2.74E-04	1.18E-02	3.07E-03	1.35E-02	3.05E-03	5.56E-03	4.89E-03
1:Del:T:2	4.76E-45	1.49E-04	1.04E-02	0.00E+00	1.82E-03	2.64E-03	4.04E-04	1.38E-02	1.36E-03	2.17E-02	2.84E-03	1.34E-02	4.68E-03
1:Del:T:3	8.88E-04	1.24E-03	1.29E-02	1.64E-03	2.82E-03	6.76E-04	5.09E-04	2.09E-02	9.28E-03	3.15E-03	2.55E-03	2.56E-02	1.04E-02
1:Del:T:4	1.12E-04	2.29E-03	1.42E-02	9.99E-04	5.37E-03	0.00E+00	1.25E-03	2.36E-02	1.20E-02	3.45E-02	8.22E-03	2.24E-02	4.16E-02
1:Del:T:5	2.60E-07	6.30E-05	6.47E-08	9.88E-07	1.27E-02	3.06E-04	3.72E-02	2.66E-03	1.22E-07	3.43E-03	6.61E-02	2.76E-03	9.96E-02
1:Ins:C:0	1.81E-04	2.53E-04	1.57E-04	2.53E-04	3.59E-04	6.91E-04	1.57E-03	4.15E-04	1.90E-04	1.85E-03	4.13E-04	1.39E-03	2.24E-03
1:Ins:C:1	4.14E-05	2.48E-04	6.12E-04	5.27E-08	3.37E-04	2.10E-04	1.85E-03	0.00E+00	5.23E-08	3.37E-04	1.65E-04	8.42E-08	6.60E-04
1:Ins:C:2	6.92E-05	1.97E-08	2.16E-04	1.66E-04	3.08E-04	5.13E-04	4.82E-07	6.23E-05	1.77E-04	6.78E-04	1.89E-04	4.02E-04	1.20E-03
1:Ins:C:3	2.84E-04	1.47E-08	5.32E-08	1.67E-04	3.54E-08	1.54E-05	2.19E-08	2.10E-08	3.64E-04	1.22E-03	2.53E-04	7.00E-04	9.82E-05
1:Ins:C:4	2.92E-04	2.93E-09	7.58E-05	1.73E-08	1.30E-04	2.39E-04	1.86E-03	1.84E-03	1.18E-04	2.17E-06	8.68E-04	4.79E-03	3.62E-03
1:Ins:C:5	3.34E-03	5.83E-04	7.39E-04	4.20E-04	1.56E-03	8.00E-04	4.76E-03	1.61E-03	1.00E-03	2.32E-02	1.25E-02	1.16E-02	1.03E-02
1:Ins:T:0	9.78E-04	1.94E-04	2.31E-03	6.86E-08	0.00E+00	1.16E-03	3.45E-04	8.84E-03	2.34E-03	6.81E-03	4.30E-03	8.38E-03	1.52E-03
1:Ins:T:1	8.89E-06	3.54E-05	2.02E-03	0.00E+00	7.08E-05	8.87E-04	6.16E-05	2.97E-03	5.33E-03	3.21E-03	3.69E-04	2.43E-03	2.35E-03
1:Ins:T:2	4.45E-08	5.85E-09	2.12E-03	1.08E-07	9.39E-08	2.90E-04	1.08E-03	4.31E-03	1.63E-03	5.79E-04	1.11E-07	5.41E-03	1.83E-03
1:Ins:T:3	8.37E-04	8.84E-05	5.68E-08	9.88E-08	5.39E-04	1.12E-04	1.30E-03	2.51E-03	5.13E-05	2.82E-03	3.49E-03	1.67E-03	2.81E-03
1:Ins:T:4	2.41E-03	1.22E-03	3.08E-04	1.09E-04	0.00E+00	4.13E-04	5.62E-03	9.05E-04	1.37E-02	1.24E-03	2.87E-02	1.02E-02	1.47E-02
1:Ins:T:5	8.73E-03	6.87E-08	2.33E-05	1.33E-06	5.80E-07	4.51E-08	7.28E-02	5.45E-07	1.52E-02	3.42E-03	8.02E-02	1.00E-01	4.94E-03
2:Del:R:0	1.53E-04	6.41E-05	5.18E-03	0.00E+00	1.42E-03	3.21E-03	1.86E-03	8.89E-03	3.24E-03	6.74E-03	4.53E-03	3.28E-03	2.14E-07
2:Del:R:1	5.82E-04	1.63E-03	6.54E-03	1.37E-04	4.36E-04	1.61E-03	5.84E-03	1.53E-03	6.73E-04	2.30E-03	2.76E-03	9.42E-03	4.13E-03
2:Del:R:2	4.58E-05	5.49E-04	3.34E-04	9.79E-04	3.53E-04	0.00E+00	3.46E-04	9.21E-04	6.78E-04	6.73E-04	2.43E-04	2.12E-03	5.37E-03
2:Del:R:3	2.16E-04	1.09E-04	2.55E-08	1.66E-08	4.21E-04	1.75E-04	1.34E-04	8.51E-05	4.75E-08	4.01E-04	7.10E-04	2.31E-08	2.93E-04
2:Del:R:4	2.05E-08	1.11E-05	2.35E-07	3.41E-08	9.91E-05	4.99E-08	1.01E-07	1.26E-04	7.53E-08	5.57E-08	4.65E-05	5.80E-08	2.64E-04
2:Del:R:5	5.53E-08	1.70E-02	3.05E-04	3.25E-04	2.60E-08	3.18E-07	2.68E-02	1.50E-08	3.70E-03	1.47E-02	6.77E-03	4.89E-08	3.73E-03
3:Del:R:0	0.00E+00	7.85E-05	3.18E-03	0.00E+00	5.94E-04	2.00E-03	2.18E-04	2.43E-03	0.00E+00	1.67E-03	1.89E-04	4.14E-03	1.67E-03
3:Del:R:1	1.04E-03	0.00E+00	1.68E-03	5.36E-08	9.93E-04	5.74E-04	8.06E-08	7.12E-03	2.35E-03	6.03E-04	3.68E-03	5.55E-03	5.00E-03
3:Del:R:2	1.00E-05	5.00E-05	8.95E-04	4.79E-05	5.02E-04	5.96E-04	3.92E-04	1.12E-03	2.77E-04	5.25E-04	1.82E-04	9.27E-04	4.36E-04
3:Del:R:3	1.09E-04	4.86E-09	7.39E-05	1.18E-04	4.98E-05	1.91E-08	1.36E-08	7.93E-05	1.28E-05	5.97E-05	1.55E-03	2.92E-04	1.12E-03
3:Del:R:4	1.84E-08	4.44E-08	5.90E-08	4.76E-08	2.76E-08	1.43E-08	6.59E-08	7.32E-08	1.01E-07	1.00E-07	3.08E-08	7.78E-08	1.56E-07
3:Del:R:5	1.84E-07	5.37E-08	1.00E-07	4.49E-08	4.78E-08	3.53E-08	1.51E-07	6.72E-08	1.99E-04	1.21E-04	3.45E-08	1.41E-04	1.47E-04
4:Del:R:0	2.86E-08	0.00E+00	1.15E-03	7.20E-10	3.90E-04	1.82E-03	9.11E-04	4.96E-03	9.67E-04	7.34E-05	4.90E-04	2.04E-03	7.85E-04
4:Del:R:1	3.53E-05	1.10E-04	9.00E-04	3.36E-08	8.08E-04	2.13E-04	2.22E-03	2.12E-03	0.00E+00	3.28E-04	1.11E-03	8.76E-03	1.18E-03
4:Del:R:2	1.46E-04	1.26E-03	5.78E-03	8.22E-03	1.33E-03	2.83E-04	6.87E-06	1.09E-35	1.58E-02	2.98E-08	6.74E-04	1.36E-02	1.34E-03
4:Del:R:3	1.84E-08	4.44E-08	5.90E-08	4.76E-08	2.76E-08	1.43E-08	6.59E-08	7.32E-08	1.01E-07	1.00E-07	3.08E-08	7.78E-08	1.56E-07
