Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O
V1	76	4	15	19	58	52	25	0	61	6	0	0	0	8	0
V2	38	0	36	114	16	32	1	23	0	0	40	23	17	46	0
V3	86	86	72	14	17	29	82	0	66	6	13	0	0	0	0
V4	16	18	45	7	23	28	12	8	20	27	14	3	7	9	2
V5	46	112	7	2	6	3	8	16	0	0	0	8	8	12	0
V6	38	0	96	2	23	7	6	15	0	0	3	2	0	3	1
V7	12	1	32	10	0	2	48	13	73	0	0	0	13	0	10
V8	61	1	15	1	18	51	13	11	14	4	5	0	0	2	0
V9	201	39	3	14	59	29	1	5	0	1	0	10	4	2	0
V10	42	36	71	6	107	18	9	26	17	0	0	0	0	0	28
V11	3	48	0	0	29	20	1	0	2	0	0	5	1	0	0
V12	35	52	3	6	16	9	15	15	22	0	4	1	0	8	24
V13	0	29	32	0	2	0	0	0	0	0	7	3	37	2	3
V14	23	9	108	12	10	6	13	0	3	9	0	9	0	1	0
V15	68	22	0	29	21	23	5	16	0	41	5	22	18	22	0
V16	16	15	0	33	25	23	34	0	16	32	18	16	0	2	0
V17	15	21	27	0	1	14	0	0	20	0	5	4	0	2	22
V18	151	79	24	21	1	1	14	70	23	32	3	18	0	7	0
V19	104	13	2	6	0	0	50	30	23	0	0	0	0	11	0
V20	0	2	34	0	88	73	3	18	0	0	0	0	0	0	0
V21	227	12	19	13	21	41	0	58	0	16	2	3	0	1	0
V22	65	143	49	50	37	56	37	16	0	30	0	20	73	0	152
V23	26	78	45	3	40	31	0	0	8	1	0	28	11	8	17
V24	167	18	0	43	20	36	7	42	17	3	7	36	0	16	0
V25	8	27	34	2	56	44	33	2	73	1	29	0	0	10	6
V26	3	56	2	0	28	23	7	14	4	0	6	0	9	3	0
V27	8	15	2	8	94	61	0	12	19	3	0	0	0	4	6
V28	196	1	131	0	0	0	3	19	32	3	0	0	0	0	0
V29	2	29	100	15	10	31	12	0	26	63	131	52	0	15	0
V30	40	8	1	23	28	43	90	0	54	0	42	0	0	18	0
V31	2	50	7	2	9	16	0	0	0	0	6	0	0	3	0
V32	4	43	30	0	32	17	0	0	3	1	5	3	2	1	7
V33	65	59	0	3	9	10	11	31	1	0	17	14	0	0	15
V34	9	36	46	0	0	2	2	0	5	28	10	0	2	1	0
V35	44	22	0	1	40	54	24	0	4	0	0	0	4	7	0
V36	65	0	45	12	0	2	0	20	0	18	0	24	22	10	0
V37	152	512	4	0	0	2	9	35	18	0	0	47	22	9	28
V38	123	15	0	12	0	0	7	22	2	5	0	0	0	9	0
V39	17	0	8	32	7	17	5	10	6	58	0	13	7	7	0
V40	9	6	20	23	158	40	12	0	9	10	0	3	0	0	0
V41	44	0	161	127	5	3	10	26	4	82	1	11	11	20	10
V42	1	6	152	3	4	15	3	0	0	4	0	0	35	8	0
V43	61	38	31	59	3	12	23	16	10	8	0	12	0	87	16
V44	98	25	0	6	0	0	29	49	13	0	0	0	0	3	10
V45	0	27	211	2	46	22	0	1	0	0	0	9	0	3	2
V46	9	219	40	0	11	45	6	0	8	0	0	28	0	6	19
V47	19	67	73	13	22	3	18	5	43	16	0	18	90	9	0
V48	0	30	110	61	8	12	2	11	5	10	0	27	18	9	0
V49	19	168	45	9	13	5	29	4	7	3	0	23	10	13	0
V50	12	10	16	0	8	0	5	8	3	2	4	0	6	3	0
V51	154	263	14	14	2	0	63	67	63	9	0	88	81	0	56
V52	160	0	142	11	0	4	0	37	17	11	0	13	0	6	59
V53	246	7	0	2	41	18	56	37	2	14	0	5	0	0	1
V54	133	0	32	47	0	1	42	45	22	0	0	15	0	26	0
V55	93	5	39	21	2	0	11	9	0	14	27	8	0	5	0
V56	2	51	6	0	9	15	4	4	2	1	0	6	26	0	0
V57	124	187	120	16	0	3	12	76	5	0	23	0	0	0	43
V58	300	0	70	5	0	1	38	4	0	16	0	0	0	6	17
V59	13	9	77	51	30	19	16	0	2	0	40	0	0	24	0
V60	37	41	112	0	0	0	0	12	3	0	0	0	33	1	2
V61	251	62	8	160	8	9	8	27	8	142	0	6	65	0	0
V62	2	0	54	2	3	0	3	0	0	22	0	1	1	8	7
V63	7	42	15	26	54	39	93	5	34	3	21	6	0	23	0
V64	8	1	4	0	11	8	23	0	30	1	0	0	0	0	0
V65	33	29	71	21	2	9	11	5	20	12	2	4	0	11	0
V66	63	0	0	13	18	10	48	26	160	11	0	0	9	14	0
V67	0	37	95	20	3	8	20	2	0	35	104	5	0	21	0
V68	0	2	3	0	40	94	0	0	0	0	0	0	0	0	0
V69	5	8	14	0	2	4	10	0	2	0	0	0	0	6	0
V70	426	42	44	0	7	73	0	65	0	0	0	0	0	0	0
V71	45	47	0	9	39	16	12	27	0	10	0	0	1	5	0
V72	9	264	146	0	0	0	0	0	0	0	22	27	0	1	0
V73	25	75	0	70	18	58	0	0	0	17	27	18	49	44	0
V74	3	5	74	0	18	33	1	3	0	0	0	0	2	0	0
V75	18	0	95	82	0	0	3	16	10	83	47	34	0	21	0
V76	101	9	32	99	14	15	4	8	5	0	0	16	0	0	6
V77	12	39	1	28	20	9	16	12	0	0	5	16	0	0	0
V78	61	58	16	2	24	7	2	10	0	0	4	0	0	0	5
V79	59	64	22	11	23	36	39	10	47	35	3	9	0	8	0
V80	80	14	112	14	0	1	0	1	0	6	50	0	27	0	0
V81	37	2	12	149	14	8	44	8	19	30	82	13	0	0	0
V82	100	56	4	26	4	8	20	37	30	0	7	7	25	4	0
V83	21	0	4	0	4	2	5	3	13	0	0	0	0	7	3
V84	13	172	0	50	0	2	33	4	18	13	8	6	30	15	30
V85	314	30	49	56	16	14	4	33	24	10	0	19	12	14	0
V86	69	1	35	42	15	15	5	30	1	28	0	19	0	38	0
V87	187	47	58	55	4	4	4	3	3	7	30	4	58	9	0
V88	74	0	0	14	5	13	0	0	0	8	2	2	0	5	0
V89	29	91	17	5	0	5	0	15	0	0	0	14	0	14	2
V90	177	1	17	0	26	4	0	22	0	0	0	3	0	0	0
V91	11	107	117	15	4	1	26	2	17	8	0	1	0	10	32
V92	142	15	9	24	0	2	110	33	50	8	6	6	1	11	0
V93	13	25	47	30	0	14	0	0	0	0	59	8	0	0	0
V94	15	8	0	5	0	0	1	0	0	6	17	1	21	4	0
V95	0	142	0	43	0	0	4	0	0	65	18	24	0	24	0
V96	6	0	110	43	28	24	5	5	22	6	12	31	11	8	0
V97	10	12	3	15	2	1	5	15	18	0	0	0	0	6	13
V98	172	41	50	0	0	0	0	31	5	0	10	14	0	5	30
V99	25	0	25	44	22	17	0	12	0	3	0	5	10	0	0
V100	277	2	0	14	9	14	36	119	25	0	3	0	0	6	0
