MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M
1:Del:C:0	4.32E-07	1.58E-07	3.65E-07	6.20E-07	1.24E-03	3.78E-02	2.52E-03	6.93E-03	6.52E-03	2.33E-02	3.25E-02	6.10E-02	2.90E-03
1:Del:C:1	4.29E-04	0.00E+00	6.14E-08	7.97E-04	1.13E-03	1.43E-02	1.40E-46	1.96E-03	7.43E-03	3.19E-02	2.61E-02	2.05E-02	3.06E-02
1:Del:C:2	1.15E-05	4.38E-05	7.76E-08	0.00E+00	5.82E-08	9.30E-04	1.40E-07	6.84E-05	1.89E-05	4.34E-04	2.73E-03	2.14E-03	6.48E-04
1:Del:C:3	6.85E-05	7.24E-05	3.49E-04	5.81E-05	6.69E-04	2.06E-03	6.99E-04	1.69E-03	1.99E-03	2.52E-03	7.93E-03	2.62E-03	6.24E-03
1:Del:C:4	1.93E-05	1.02E-04	6.99E-09	0.00E+00	1.70E-08	3.00E-03	1.31E-04	1.71E-03	2.34E-08	2.72E-03	3.46E-03	1.96E-03	3.07E-03
1:Del:C:5	5.04E-04	1.47E-03	9.04E-04	1.81E-04	2.88E-04	4.33E-05	4.58E-05	1.33E-02	1.62E-04	1.19E-02	1.71E-03	1.04E-03	7.90E-03
1:Del:T:0	7.23E-05	1.02E-03	0.00E+00	3.84E-04	1.12E-03	1.52E-02	6.45E-04	1.19E-02	2.66E-03	1.69E-02	5.87E-02	1.22E-02	9.67E-03
1:Del:T:1	5.11E-08	1.39E-04	1.43E-06	1.01E-04	0.00E+00	5.88E-03	7.08E-08	7.32E-04	3.90E-03	1.96E-02	1.81E-02	6.19E-03	1.06E-03
1:Del:T:2	0.00E+00	2.43E-04	2.58E-04	7.76E-04	0.00E+00	1.20E-02	5.24E-04	4.66E-04	7.53E-04	2.51E-02	1.49E-02	1.17E-02	2.64E-03
1:Del:T:3	6.04E-04	3.02E-03	4.45E-08	0.00E+00	1.23E-03	1.91E-02	0.00E+00	9.48E-03	2.14E-03	4.66E-02	1.62E-02	2.02E-02	5.51E-03
1:Del:T:4	1.93E-04	4.97E-03	1.09E-03	8.65E-04	4.66E-04	1.53E-02	1.40E-46	2.08E-02	1.38E-04	2.78E-02	3.07E-02	4.11E-02	1.48E-02
1:Del:T:5	3.25E-08	9.49E-03	9.21E-08	6.20E-03	9.38E-07	2.06E-07	1.04E-03	4.89E-07	1.97E-03	1.04E-06	8.37E-02	8.60E-03	4.97E-03
