NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	61.58	24.083	14.333	16.328	0.128	0.981	40000.0
2	62.116	24.288	14.777	16.533	0.121	0.981	50000.0
3	62.16	24.469	14.652	16.592	0.13	0.981	20000.0
4	61.5	23.776	14.317	15.933	0.122	0.983	50000.0
5	64.839	25.521	15.334	17.299	0.131	0.979	30000.0
6	64.678	24.459	15.625	16.468	0.122	0.983	50000.0
7	65.201	25.452	15.372	17.03	0.129	0.98	40000.0
8	63.675	24.95	15.228	17.082	0.126	0.98	50000.0
9	63.775	24.924	15.259	17.117	0.129	0.979	30000.0
10	65.5	25.553	15.596	17.295	0.132	0.98	50000.0
