NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	54.914	21.248	12.641	13.086	0.108	0.989	40000.0
2	51.948	20.192	12.098	12.775	0.107	0.989	40000.0
3	53.061	20.041	12.142	12.345	0.106	0.99	30000.0
4	51.878	19.099	11.669	11.897	0.102	0.99	50000.0
5	51.878	19.501	12.377	12.594	0.098	0.989	60000.0
6	53.325	20.449	12.581	13.064	0.102	0.988	40000.0
7	55.78	21.607	13.235	13.765	0.106	0.987	50000.0
8	58.485	22.518	14.271	14.856	0.109	0.985	60000.0
9	54.334	20.647	12.73	13.059	0.104	0.989	60000.0
10	52.737	20.496	12.19	12.773	0.107	0.989	70000.0
