NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	70.063	25.19	16.276	16.06	0.131	0.984	30000.0
2	67.194	25.076	15.614	16.357	0.134	0.98	30000.0
3	68.927	24.667	15.793	15.496	0.128	0.984	40000.0
4	70.06	25.199	16.315	16.158	0.132	0.983	40000.0
5	67.498	24.592	15.484	15.651	0.127	0.983	50000.0
6	69.217	24.962	15.994	15.926	0.132	0.983	40000.0
7	69.812	25.546	16.332	16.59	0.137	0.982	30000.0
8	69.791	25.518	16.126	16.291	0.137	0.982	30000.0
9	69.207	24.925	16.386	16.019	0.127	0.984	50000.0
10	67.343	24.556	15.6	15.593	0.129	0.984	40000.0
