NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	65.401	23.349	15.508	13.832	0.131	0.987	30000.0
2	66.891	24.109	16.141	14.806	0.138	0.984	30000.0
3	66.527	23.748	15.824	14.584	0.139	0.984	20000.0
4	62.603	22.774	15.019	13.838	0.133	0.987	20000.0
5	65.599	23.223	15.598	13.965	0.134	0.987	30000.0
6	63.965	23.034	15.238	13.883	0.131	0.987	20000.0
7	63.438	23.146	14.956	13.929	0.13	0.986	40000.0
8	64.75	22.903	15.26	13.708	0.131	0.987	50000.0
9	63.942	23.1	15.055	13.823	0.129	0.987	30000.0
10	65.646	23.234	15.454	13.917	0.135	0.986	20000.0
