MutationType	ID83A	ID83B	ID83C	ID83D
1:Del:C:0	0.24048454482108356	0.026075238036298742	0.029091887554218942	0.00016854557425176607
1:Del:C:1	0.06885294187813998	0.010521960217738524	0.007830306910909713	0.001557885715737939
1:Del:C:2	0.002097066794522107	0.0008719180429574535	0.0002239806707564185	0.0002846210761857648
1:Del:C:3	0.009431844437494874	0.0022462311200797556	0.0016792544280178844	0.0027204846381209792
1:Del:C:4	0.007205108337802813	0.0006435248535126448	0.0014404953156798683	0.0015687900071498007
1:Del:C:5	0.00026911210152320565	0.0014031063386937604	0.0010237768467050046	0.011652653152123094
1:Del:T:0	0.076398660056293	0.0124863488171286	0.009512508194893599	0.00658587088692002
1:Del:T:1	0.03486562557518482	0.0017841515480540692	0.13553238401655107	0.01510891554717091
1:Del:T:2	0.05575239455836822	0.003253218579084205	0.47307698130607606	0.053814323619008064
1:Del:T:3	0.07711380212567746	0.010232141381129623	0.010197414876893162	0.01044753585010767
1:Del:T:4	0.06057601219508797	0.0098576691118069	0.007010436243245976	0.029973292909562587
1:Del:T:5	0.004988900945096475	0.001158671072529671	0.03105327242135303	0.5720112949609757
1:Ins:C:0	0.0006342432147967258	0.0006705509358496897	0.0001287934288203729	0.0003662807356988651
1:Ins:C:1	0.0006354442651154812	0.0006292760663630048	0.0001302821889586525	0.00030936916347883424
1:Ins:C:2	0.00047246348006524386	0.00046736119099648475	0.0003054527616722424	6.084288179408759e-05
1:Ins:C:3	0.00012715076019749195	0.00012463505236937067	0.00022763553068898544	7.193617337004632e-05
1:Ins:C:4	0.000764913868624717	0.0004494359039053819	0.0001292182524034402	0.0011235551093705
1:Ins:C:5	0.002220301866184826	0.010995144222397358	5.695282598026097e-05	0.008544026152230799
1:Ins:T:0	0.009009678533766418	0.002589909758535214	0.0011165072239236907	0.0008602982503362
1:Ins:T:1	0.007508901914115995	0.0014809708954999223	0.0010808107705088331	0.00031265856596292
1:Ins:T:2	0.00122387064875511	0.0005436415529779026	4.15228406708934e-05	0.0008920855601900257
1:Ins:T:3	0.0011245140834944324	0.0025925427209585903	0.00016373934777220712	0.001243665964648244
1:Ins:T:4	0.0023493447981309144	0.007857395267637911	0.00019613616168498993	0.002713627915363759
1:Ins:T:5	0.06490145787202835	0.4223643600940704	3.1442108650026057e-07	0.0581419941679016
2:Del:R:0	0.01197559516876936	0.0030063856138571763	0.0010069723116619134	0.0009720847738208249
2:Del:R:1	0.004683006752748043	0.001941881430093062	0.0006732589652671094	0.006994615262374282
2:Del:R:2	0.0009344204416265711	0.0024710721452720465	0.0027747047832235696	0.001712112472159788
2:Del:R:3	8.804723764619383e-05	0.00025578916352628764	6.528025861101128e-05	0.0008772738015977666
2:Del:R:4	8.139730860474703e-05	0.0001645833084594983	0.00011770496367802252	0.0005951621909829896
2:Del:R:5	0.0002243673195785334	0.00040666078534599135	9.03979784240505e-05	3.5888875341427705e-05
3:Del:R:0	0.0050705178524367515	0.002387112079304643	0.0007971548577188515	0.0017321625535259954
3:Del:R:1	0.0040805172291584315	0.0021496500217836	0.0005265532398221049	0.0050307693891227245
3:Del:R:2	0.00041542795952409506	0.00020476465308760794	0.00037903832708252594	0.0024230209877714516
3:Del:R:3	0.0005879088547288802	0.00020947771269845815	0.00012474319567417068	3.706191603960463e-05
3:Del:R:4	3.596219244172971e-07	3.4447909911250465e-07	3.837564577224839e-07	2.86904506197061e-07
3:Del:R:5	3.596219244172971e-07	3.4447909911250465e-07	3.837564577224839e-07	2.86904506197061e-07
4:Del:R:0	0.002738957747351378	0.0016953860234934837	0.0013910095149185508	0.0005932574422331527
4:Del:R:1	0.002307179558556527	0.0011722089635441079	0.0005267388070933521	0.0017272455152124166
4:Del:R:2	0.0011412927706260234	0.00011007049277438341	0.00016494190678244535	7.890232463978464e-05
4:Del:R:3	3.596219244172971e-07	3.4447909911250465e-07	3.837564577224839e-07	2.86904506197061e-07
4:Del:R:4	3.596219244172971e-07	3.4447909911250465e-07	3.837564577224839e-07	2.86904506197061e-07
4:Del:R:5	1.2846172900538023e-06	0.000486728131363634	3.796179950086298e-05	0.00013668740727013073
5:Del:R:0	0.07170728592172963	0.05043781706162918	0.01431993618299714	0.03402299489247511
5:Del:R:1	0.0009647407521697459	0.0005067872427275688	0.00023092032915883465	0.001792622173108782
5:Del:R:2	0.00046435762976706487	2.282655856244986e-05	8.937617742095227e-05	8.967070599803506e-05
5:Del:R:3	1.0044837210898549e-07	1.7204209935073323e-05	3.715225864455718e-05	0.00011057561856944175
5:Del:R:4	1.741026423474068e-07	1.8617438247758854e-05	1.6537938698490962e-07	9.843960327202695e-05
5:Del:R:5	1.1612622012791007e-05	9.844393253146677e-05	1.6875466677390704e-07	1.2042573835913117e-07
2:Ins:R:0	0.0013167088793125004	0.000758156249533215	3.011368158538641e-05	0.0001758372886564885
2:Ins:R:1	0.0013983400791587996	0.0009123284631641582	0.0001191709955183029	0.00031355884129879996
2:Ins:R:2	0.0007208164490293712	0.00021782765034004115	0.00036178366281092167	0.000270567031839164
2:Ins:R:3	0.0007110808390279999	0.00031758034666822254	5.506015436171907e-05	0.0001337150423495359
2:Ins:R:4	0.00011378001991726449	0.0009125886150286533	8.251386170741171e-05	0.001593589351978153
2:Ins:R:5	0.0022683117422275245	0.008836846821941436	0.0013151666702469812	0.01257496578618884
3:Ins:R:0	0.00029333226474790306	0.00011597852394764629	4.5592724060128376e-05	0.00010775522095425316
3:Ins:R:1	0.0005716179017326795	0.000768489317550447	0.0002069182710329187	0.0014014433545526117
3:Ins:R:2	0.00012696191232919318	2.048525520343958e-05	2.0632925230756883e-05	8.64539594580549e-08
3:Ins:R:3	3.596219244172971e-07	3.4447909911250465e-07	3.837564577224839e-07	2.86904506197061e-07
3:Ins:R:4	0.00014603266404265015	0.1898863885551691	0.15307461880147458	0.03163918498903513
3:Ins:R:5	0.0003183366012631694	0.00016598842784389944	0.00010339559103016427	8.05671613704817e-05
4:Ins:R:0	0.0004174111772861977	0.00020901550124463597	0.00014043194613080345	0.0001257069106635811
4:Ins:R:1	0.0008073442440945655	0.001663351323804818	7.673300569877028e-05	0.0014549013372743501
4:Ins:R:2	0.0001344948579891536	1.3857846328235724e-07	1.050760530461048e-05	1.3186796632425057e-07
4:Ins:R:3	1.8611625378639475e-07	0.00012819948840672168	7.74935476093308e-05	3.780061858194017e-07
4:Ins:R:4	0.00017559387140160255	1.168751612783403e-05	1.3669799996307574e-05	2.350516413427428e-05
4:Ins:R:5	0.0007992960483534262	0.0008863840135745704	0.0001420966644580801	0.002505220961757004
5:Ins:R:0	0.00023898961039403588	0.00010441781259551419	5.126489077031948e-05	7.122018754051052e-05
5:Ins:R:1	0.00036463886499404907	0.09188943729823222	0.07981756472727283	0.017682338143958986
5:Ins:R:2	3.596219244172971e-07	3.4447909911250465e-07	3.837564577224839e-07	2.86904506197061e-07
5:Ins:R:3	0.00013468782204917318	3.9765976473482565e-06	0.00013090338701644556	1.819266053804114e-07
5:Ins:R:4	5.5281322713085504e-05	4.602425166666535e-05	2.0315145716764959e-07	2.459618272609987e-05
5:Ins:R:5	8.217997941892819e-05	0.00014095723759943724	1.4982068461399933e-07	0.0001146287450879413
2:Del:M:1	0.004524411540478468	0.00147710592191288	0.0006810196678138425	0.0009992609979235568
3:Del:M:1	0.004913305258378386	0.0018017052126886313	0.0004468665282757911	0.001185672227438772
3:Del:M:2	0.0016996216028928805	0.001892497722292319	0.00107205375097692	0.0021301680972101167
4:Del:M:1	0.0015850425067071682	0.0012724263027291017	0.0004224134846879224	0.0006403013718227158
4:Del:M:2	0.0017342884792014956	0.00027568121222429907	0.0004524725391412687	0.0010498941584955901
