NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	55.614	22.638	12.78	14.109	0.13	0.985	80000.0
2	58.691	24.277	13.901	15.809	0.135	0.98	30000.0
3	55.845	22.735	13.32	14.711	0.127	0.983	40000.0
4	56.121	22.6	13.337	14.778	0.126	0.984	60000.0
5	53.649	21.811	12.402	13.662	0.117	0.987	50000.0
6	58.794	24.192	14.509	16.163	0.132	0.979	30000.0
7	56.177	22.954	13.438	14.974	0.129	0.983	30000.0
8	56.545	23.302	13.275	15.446	0.126	0.98	40000.0
9	55.325	22.375	12.79	14.332	0.127	0.985	30000.0
10	57.703	23.258	13.481	15.014	0.129	0.984	40000.0
