NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	45.901	15.028	10.761	8.179	0.079	0.995	50000.0
2	42.069	13.617	9.666	7.324	0.076	0.996	40000.0
3	42.895	13.801	9.544	7.091	0.077	0.996	90000.0
4	47.679	15.575	10.968	8.224	0.084	0.995	60000.0
5	43.863	14.373	9.558	7.278	0.077	0.996	40000.0
6	45.548	14.707	10.358	7.769	0.078	0.996	70000.0
7	43.423	14.43	9.709	7.492	0.08	0.996	50000.0
8	45.705	14.988	10.383	7.802	0.082	0.996	50000.0
9	45.761	15.046	10.627	8.134	0.079	0.995	40000.0
10	45.083	14.599	9.936	7.432	0.077	0.996	100000.0
