Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F
V1	4.04E+00	1.51E+00	2.88E+00	1.16E+00	1.69E+00	1.04E+00
V2	7.63E-01	1.31E+00	8.43E-01	5.73E-01	4.00E-01	3.35E-01
V3	1.90E+00	2.81E+00	2.21E+00	0.00E+00	1.00E+00	8.85E-01
V4	6.33E-01	6.38E+00	5.26E+00	4.22E+00	2.72E+00	1.98E+00
V5	4.48E-01	2.19E+00	0.00E+00	3.22E+00	9.94E-01	1.04E+00
V6	1.03E+00	1.01E+00	7.02E-01	2.75E+00	2.08E+00	8.95E-01
V7	3.76E+00	2.86E+00	2.91E+00	2.30E+00	1.45E+00	3.89E-01
V8	2.42E+00	2.68E+00	5.97E-01	0.00E+00	2.59E+00	0.00E+00
V9	8.30E-01	2.12E+00	0.00E+00	6.71E-01	1.73E+00	0.00E+00
V10	3.83E+00	2.56E+00	0.00E+00	3.11E+00	2.64E+00	1.78E+00
V11	7.71E+00	4.76E-01	1.62E+00	8.93E+00	2.49E+00	1.65E+00
V12	3.06E+00	7.30E+00	4.99E+00	2.70E+00	1.75E+00	6.29E+00
V13	1.67E+00	4.39E+00	8.60E-01	8.44E-01	2.89E+00	6.99E-01
V14	7.67E-01	1.28E+00	1.56E+00	1.92E+00	9.24E-01	1.25E+00
V15	1.05E+00	9.04E-01	2.38E+00	1.15E+00	3.25E+00	1.30E+00
V16	2.71E+00	6.18E-01	2.91E+00	3.41E+00	1.88E+00	1.44E+00
V17	1.95E+00	3.71E-01	7.52E-01	2.67E+00	2.43E+00	2.10E+00
V18	4.12E+00	1.29E+00	1.71E+00	4.55E+00	1.62E+00	1.06E+00
V19	1.01E+00	2.42E+00	1.44E+00	1.53E+00	1.46E+00	4.99E-01
V20	3.41E+00	2.30E+00	1.43E+00	3.62E+00	3.77E+00	1.92E+00
V21	1.98E+00	0.00E+00	1.54E+00	1.79E+00	2.74E+00	1.70E+00
V22	9.60E-01	2.27E+00	1.29E+00	0.00E+00	6.57E-01	5.17E-01
V23	2.61E+00	1.79E+00	2.02E+00	2.86E+00	1.06E+00	5.02E+00
V24	2.41E+00	2.84E+00	6.00E-01	1.26E+00	2.43E+00	5.89E+00
V25	1.47E+00	2.93E+00	2.77E+00	1.50E+00	3.61E+00	1.23E+00
V26	1.66E+00	8.60E-01	1.15E+00	1.22E+00	8.56E-01	2.34E+00
V27	1.20E+00	2.51E+00	1.83E+00	1.47E+00	4.82E-01	6.40E-01
V28	2.27E+00	2.60E-01	1.11E+00	0.00E+00	3.31E+00	1.12E+00
V29	2.27E+00	3.35E-01	1.25E+00	1.71E+00	2.29E+00	5.97E-01
V30	1.21E+00	2.95E+00	3.47E+00	0.00E+00	1.29E+00	1.62E+00
V31	2.81E+00	1.83E+00	9.75E-01	3.65E-01	2.30E+00	0.00E+00
V32	1.01E+00	6.05E-01	1.18E+00	1.47E+00	1.67E+00	0.00E+00
V33	3.07E-01	0.00E+00	6.63E-01	0.00E+00	8.19E-01	0.00E+00
V34	1.18E+00	1.57E+00	1.58E+00	3.07E-01	1.82E+00	3.16E+00
V35	2.23E+00	0.00E+00	1.95E+00	6.87E+00	6.00E-01	5.67E+00
V36	0.00E+00	1.44E+00	7.90E-01	0.00E+00	1.07E+00	5.93E-01
V37	2.89E+00	4.72E+00	9.60E-01	1.34E+00	2.99E+00	3.07E+00
V38	1.45E+00	1.10E+00	4.47E-01	7.81E-01	1.18E+00	8.75E-01
V39	2.69E-01	3.14E-01	9.87E-01	1.06E+00	1.44E+00	2.49E-01
V40	1.56E+00	1.12E+00	3.40E-01	2.63E+00	1.31E+00	5.22E-01
V41	2.12E+00	1.55E+00	0.00E+00	1.93E+00	2.52E+00	7.77E-01
V42	1.44E+00	7.64E-01	9.57E-01	1.47E+00	1.50E+00	3.14E-01
V43	5.21E-01	0.00E+00	1.00E+00	1.65E+00	9.80E-01	1.69E+00
V44	7.02E-01	3.17E+00	0.00E+00	3.23E+00	1.45E+00	2.77E-01
V45	2.46E+00	1.26E+00	7.31E-01	3.33E+00	1.56E+00	2.13E-01
V46	7.33E-01	1.45E+00	1.49E+00	3.15E+00	1.21E+00	0.00E+00
V47	3.67E-01	3.33E+00	1.77E+00	0.00E+00	1.66E+00	1.64E+00
V48	2.58E+00	4.22E-01	1.84E+00	4.90E-01	3.06E+00	0.00E+00
V49	4.01E+00	7.89E-01	3.37E+00	5.79E+00	2.26E+00	3.26E+00
V50	2.38E+00	2.15E+00	0.00E+00	5.59E-01	0.00E+00	1.48E+00
V51	2.35E+00	1.27E+00	2.20E+00	1.63E+00	2.74E+00	2.44E+00
V52	2.89E+00	1.37E+00	0.00E+00	5.54E-01	2.23E+00	1.04E+00
V53	4.96E-01	7.92E-01	1.10E+00	0.00E+00	1.33E-01	1.05E+00
