Samples	ID83A	ID83B	ID83C
V1	15	20	61
V2	68	39	6
V3	68	274	6
V4	51	0	11
V5	94	154	5
V6	93	91	0
V7	119	0	20
V8	170	107	96
V9	86	103	1
V10	50	34	18
V11	86	15	4
V12	0	127	47
V13	226	10	0
V14	78	0	42
V15	36	20	58
V16	50	39	0
V17	55	46	298
V18	18	19	18
V19	14	0	314
V20	105	27	15
V21	124	245	13
V22	416	0	220
V23	34	218	0
V24	415	55	0
V25	129	0	485
V26	72	202	106
V27	314	32	61
V28	87	502	0
V29	55	0	176
V30	631	9	14
V31	480	211	6
V32	100	0	40
V33	36	100	27
V34	15	238	153
V35	119	30	18
V36	9	15	61
V37	5	41	10
V38	0	409	78
V39	53	73	630
V40	99	191	37
V41	12	7	93
V42	330	156	0
V43	0	0	125
V44	41	0	130
V45	0	419	28
V46	0	140	83
V47	1	115	69
V48	93	239	63
V49	116	42	29
V50	139	37	42
V51	0	148	11
V52	8	110	135
V53	27	123	26
V54	195	79	5
V55	19	1	15
V56	0	381	36
V57	14	44	66
V58	63	195	41
V59	38	132	12
V60	245	0	140
V61	118	115	85
V62	116	345	0
V63	21	27	9
V64	52	83	92
V65	91	97	0
V66	260	0	95
V67	0	316	26
V68	89	153	16
V69	130	1	202
V70	6	23	1
V71	288	0	232
V72	43	143	11
V73	86	250	0
V74	66	99	316
V75	286	156	87
V76	30	1	2
V77	149	10	46
V78	0	58	97
V79	29	106	0
V80	352	0	0
V81	31	145	31
V82	139	0	214
V83	583	0	78
V84	75	91	5
V85	25	79	46
V86	53	0	5
V87	28	33	16
V88	32	16	45
V89	100	25	20
V90	7	0	320
V91	0	252	167
V92	46	157	0
V93	49	54	0
V94	70	184	54
V95	20	80	0
V96	0	218	53
V97	52	0	285
V98	0	93	17
V99	218	279	0
V100	31	0	520
