Samples	ID83A	ID83B	ID83C
V1	1.58E+00	5.01E+00	4.49E+00
V2	9.03E+00	1.07E+01	2.21E+00
V3	4.22E+01	4.22E+01	1.44E+00
V4	1.45E+00	1.13E+00	1.24E+00
V5	3.07E+01	2.59E+01	5.38E+00
V6	2.68E+01	2.68E+01	0.00E+00
V7	1.57E+00	2.55E+00	1.98E+00
V8	2.32E+01	1.98E+01	7.14E+00
V9	5.04E+00	4.24E+00	5.29E+00
V10	4.18E+00	2.48E+00	2.68E+00
V11	1.03E+01	1.00E+01	6.15E-01
V12	2.58E+00	2.13E+01	1.94E+01
V13	1.17E+01	1.16E+01	1.00E-01
V14	3.26E+00	1.89E+00	1.92E+00
V15	5.98E+00	7.77E+00	2.52E+00
V16	7.41E+00	7.23E+00	2.21E-01
V17	1.38E+01	1.53E+01	6.48E+00
V18	4.96E+00	6.58E+00	2.60E+00
V19	3.71E+00	3.79E+00	4.43E+00
V20	9.10E+00	8.55E+00	1.59E+00
V21	2.68E+01	1.89E+01	1.36E+01
V22	1.54E+01	1.74E+01	4.86E+00
V23	3.51E+01	3.51E+01	1.10E+00
V24	1.93E+01	1.39E+01	6.02E+00
V25	3.43E+01	4.47E+01	1.42E+01
V26	3.46E+00	3.45E+01	3.45E+01
V27	3.02E+01	3.36E+01	4.13E+00
V28	8.08E+01	8.47E+01	5.30E+00
V29	2.48E+00	2.84E+00	2.07E+00
V30	1.63E+01	1.71E+01	1.16E+00
V31	6.61E+01	6.99E+01	4.26E+00
V32	2.79E+00	3.17E+00	1.40E+00
V33	2.83E+00	1.76E+01	1.53E+01
V34	2.74E+01	2.03E+01	1.55E+01
V35	8.12E+00	6.71E+00	2.51E+00
V36	3.60E+00	2.87E+00	1.48E+00
V37	6.07E+00	6.17E+00	1.48E+00
V38	2.69E+00	7.75E+01	7.63E+01
V39	2.48E+01	2.08E+01	1.02E+01
V40	1.69E+01	3.78E+01	2.21E+01
V41	4.71E+00	5.30E+00	1.64E+00
V42	4.60E+01	4.79E+01	2.08E+00
V43	0.00E+00	9.04E-01	9.07E-01
V44	3.49E+00	2.93E+00	1.93E+00
V45	1.77E+01	4.07E+01	3.99E+01
V46	2.60E+00	2.14E+01	2.32E+01
V47	8.93E+00	8.56E+00	1.09E+01
V48	3.81E+01	4.14E+01	5.33E+00
V49	1.14E+01	8.24E+00	3.38E+00
V50	2.08E+01	2.19E+01	1.77E+00
V51	4.67E+00	1.21E+01	1.53E+01
V52	8.59E+00	4.47E+00	7.99E+00
V53	1.57E+01	1.14E+01	6.56E+00
V54	1.95E+01	1.86E+01	1.28E+00
V55	2.38E+00	1.70E+00	1.04E+00
V56	1.69E+01	3.39E+01	4.65E+01
V57	7.46E+00	7.76E+00	2.25E+00
V58	8.31E+00	1.05E+01	1.29E+01
V59	1.44E+01	9.63E+00	6.30E+00
V60	5.06E+00	2.55E+00	3.55E+00
V61	8.30E+00	7.01E+00	9.19E+00
V62	5.14E+01	4.79E+01	5.10E+00
V63	3.13E+00	2.25E+00	1.60E+00
V64	1.36E+01	1.20E+01	3.27E+00
V65	1.61E+01	1.64E+01	4.99E-01
V66	4.57E+00	5.43E+00	3.04E+00
V67	1.49E+01	2.30E+01	3.29E+01
V68	3.24E+01	2.88E+01	4.74E+00
V69	1.22E+01	1.25E+01	4.09E+00
V70	3.61E+00	3.50E+00	5.33E-01
V71	6.35E+00	4.84E+00	4.92E+00
V72	1.12E+01	1.13E+01	4.65E+00
V73	2.69E+01	2.11E+01	9.22E+00
V74	2.45E+01	2.57E+01	4.05E+00
V75	4.27E+01	4.46E+01	3.03E+00
V76	3.75E+00	3.83E+00	2.13E-01
V77	1.12E+01	1.08E+01	2.21E+00
V78	4.40E+00	5.43E+00	6.42E+00
V79	1.71E+01	1.67E+01	5.43E-01
V80	5.42E+00	4.51E+00	1.37E+00
V81	3.12E+00	1.81E+01	1.98E+01
V82	4.15E+00	5.18E+00	4.37E+00
V83	2.65E+00	1.06E+00	2.86E+00
V84	1.09E+01	1.06E+01	1.07E+00
V85	8.05E+00	7.60E+00	3.78E+00
V86	1.17E+00	9.22E-01	1.22E+00
V87	1.13E+00	5.10E+00	5.50E+00
V88	3.07E+00	6.19E+00	3.70E+00
V89	9.19E+00	9.29E+00	1.12E+00
V90	1.66E+00	2.33E+00	2.05E+00
V91	8.90E+00	3.26E+01	3.74E+01
V92	2.33E+01	2.18E+01	2.18E+00
V93	7.57E+00	5.84E+00	1.95E+00
V94	1.23E+01	9.49E+00	1.65E+01
V95	1.05E+01	1.08E+01	1.09E+00
V96	3.71E+00	3.30E+01	3.07E+01
V97	6.29E+00	0.00E+00	6.29E+00
V98	5.49E+00	6.44E+00	8.95E+00
V99	5.03E+01	5.28E+01	3.88E+00
V100	3.97E+00	5.39E+00	3.60E+00
