NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	62.138	23.059	14.377	13.277	0.137	0.989	50000.0
2	59.216	21.608	13.598	12.269	0.13	0.991	30000.0
3	59.126	22.049	13.493	12.447	0.131	0.99	20000.0
4	60.923	22.232	13.964	12.445	0.131	0.991	30000.0
5	60.12	22.259	14.132	13.01	0.128	0.989	40000.0
6	62.206	23.216	14.226	13.131	0.138	0.989	20000.0
7	60.329	22.121	13.644	12.463	0.131	0.99	30000.0
8	60.467	22.35	14.05	13.014	0.13	0.989	40000.0
9	60.32	22.358	13.491	12.407	0.136	0.99	50000.0
10	61.852	22.68	14.322	12.948	0.135	0.99	50000.0
