NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	105.71	39.584	27.758	27.636	0.237	0.943	20000.0
2	106.331	40.972	33.42	32.377	0.231	0.931	30000.0
3	112.285	43.61	40.191	35.66	0.236	0.911	20000.0
4	103.385	39.41	31.944	30.621	0.227	0.933	30000.0
5	100.589	37.523	26.008	26.424	0.226	0.949	30000.0
6	102.825	37.966	26.998	27.357	0.225	0.941	60000.0
7	97.624	36.9	25.512	26.11	0.218	0.949	30000.0
8	98.099	37.021	25.567	26.227	0.221	0.949	20000.0
9	105.846	39.304	34.912	31.499	0.232	0.93	30000.0
10	106.856	40.148	33.15	31.338	0.229	0.932	40000.0
