Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S	ID83T
V1	35	0	16	4	0	1	1	6	0	1	0	3	0	2	0	0	1	15	0	11
V2	0	0	8	1	4	31	27	0	0	0	6	6	0	0	25	0	3	2	0	0
V3	31	172	7	6	39	0	3	0	0	31	0	23	24	0	0	12	0	0	0	0
V4	11	4	3	27	0	1	0	12	0	0	0	0	3	1	0	0	0	0	0	0
V5	0	14	19	0	23	10	11	0	76	0	15	44	25	13	3	0	0	0	0	0
V6	0	18	0	0	33	0	0	0	35	0	24	1	46	27	0	0	0	0	0	0
V7	9	2	0	18	1	25	15	17	0	17	17	0	0	6	6	0	0	0	0	6
V8	28	0	39	4	21	3	5	0	15	174	28	17	13	0	26	0	0	0	0	0
V9	0	27	22	7	13	19	36	0	8	0	31	3	0	0	23	1	0	0	0	0
V10	17	27	14	20	0	0	2	8	3	0	8	1	0	0	0	0	0	0	0	2
V11	1	6	2	15	1	3	3	0	0	28	0	16	2	27	1	0	0	0	0	0
V12	19	2	79	13	1	1	11	0	0	0	0	0	0	0	5	0	0	37	0	6
V13	0	29	1	72	15	11	2	24	4	43	0	2	13	9	11	0	0	0	0	0
V14	37	13	8	36	1	1	0	12	1	0	4	0	2	1	2	1	0	0	1	0
V15	33	16	0	0	12	5	3	0	11	0	19	5	1	0	9	0	0	0	0	0
V16	0	35	1	13	6	6	3	13	3	0	0	4	0	1	4	0	0	0	0	0
V17	186	37	28	6	31	0	0	0	18	0	9	12	12	29	0	12	0	0	0	19
V18	5	0	7	0	0	18	6	0	0	0	0	4	0	0	13	0	0	2	0	0
V19	208	10	19	0	1	0	6	0	0	0	16	10	0	11	7	0	0	6	0	34
V20	6	22	3	23	11	4	13	17	0	0	5	0	2	25	0	4	0	0	2	10
V21	17	141	84	41	5	0	1	52	0	0	3	2	9	0	1	13	6	0	4	3
V22	196	40	0	187	37	17	21	42	40	0	0	47	3	0	0	0	0	0	0	6
V23	0	143	2	2	19	0	1	0	0	0	1	12	7	11	0	0	41	0	13	0
V24	0	75	31	241	1	0	7	17	0	0	7	0	15	1	10	10	55	0	0	0
V25	221	0	10	0	54	4	17	0	131	15	37	58	5	62	0	0	0	0	0	0
V26	55	2	171	60	27	0	0	2	8	0	1	2	0	17	5	2	0	28	0	0
V27	34	42	0	94	54	0	0	0	58	59	0	2	35	0	0	12	0	0	17	0
V28	29	364	0	0	36	7	6	0	59	20	0	19	20	2	13	14	0	0	0	0
V29	145	9	15	23	14	0	6	7	0	0	2	0	8	2	0	0	0	0	0	0
V30	7	60	2	179	65	192	70	0	0	3	23	2	0	14	37	0	0	0	0	0
V31	24	176	0	118	36	1	0	83	62	46	27	31	39	35	2	14	0	0	3	0
V32	39	10	0	49	3	0	1	10	0	0	6	1	1	3	0	1	10	6	0	0
V33	5	1	79	9	2	10	9	32	0	0	0	2	0	5	3	0	0	0	6	0
V34	116	98	78	0	12	32	13	0	14	0	0	4	17	9	3	0	8	0	0	2
V35	6	8	16	26	27	0	2	0	3	26	27	0	0	15	6	3	0	0	2	0
V36	38	11	6	0	8	0	0	0	1	0	6	3	0	3	2	0	0	1	0	6
V37	14	33	2	0	1	1	2	0	0	0	0	1	0	0	2	0	0	0	0	0
V38	14	0	415	5	7	1	0	5	8	0	16	5	0	8	0	0	0	3	0	0
V39	424	79	42	0	0	6	11	0	27	5	19	46	33	21	7	13	0	18	5	0
V40	1	2	99	27	1	76	29	0	0	0	5	9	0	0	54	4	0	16	4	0
V41	72	21	0	0	2	1	0	0	0	0	3	3	0	0	8	2	0	0	0	0
V42	4	88	0	75	49	39	9	0	78	0	27	9	9	65	7	7	7	0	8	5
V43	104	2	2	0	0	1	1	0	2	5	0	8	0	0	0	0	0	0	0	0
V44	72	0	11	7	14	3	0	6	1	21	0	4	6	7	1	0	0	0	0	18
V45	4	81	184	0	1	46	71	0	0	4	0	3	0	9	19	14	6	0	5	0
V46	41	6	123	6	7	0	4	1	0	0	0	2	6	0	8	0	0	0	11	8
V47	46	40	50	2	2	10	3	2	0	0	0	0	0	0	0	0	9	7	14	0
V48	55	153	0	11	11	10	11	1	0	59	0	27	7	0	0	5	17	0	25	3
V49	9	21	17	37	31	6	2	4	9	0	7	5	0	8	0	9	0	0	20	2
V50	22	15	0	26	29	0	1	0	0	46	2	6	39	6	0	21	0	0	0	5
V51	0	19	68	0	14	13	1	11	0	0	0	0	2	4	5	4	0	18	0	0
V52	77	24	59	0	43	0	0	5	0	0	0	7	10	3	0	1	0	0	0	24
V53	18	38	30	0	27	0	0	0	0	0	22	5	20	5	0	11	0	0	0	0
V54	0	75	5	68	0	5	0	56	0	0	0	0	0	14	1	0	29	0	24	2
V55	8	0	2	0	4	0	1	11	2	0	0	5	1	0	0	0	0	1	0	0
V56	3	50	206	0	0	3	34	0	0	37	10	19	19	0	10	0	0	25	0	1
V57	46	38	3	0	3	0	1	4	0	0	0	0	1	1	0	0	0	0	12	15
V58	23	41	75	19	0	27	20	8	6	2	0	10	0	6	23	1	33	2	0	3
V59	11	53	36	12	34	4	0	2	6	5	0	0	3	0	0	10	0	5	1	0
V60	67	4	13	27	15	60	37	20	5	15	68	9	0	19	18	1	0	0	7	0
V61	48	28	36	16	0	53	18	0	0	26	40	3	4	4	2	25	0	15	0	0
V62	0	213	29	12	10	28	16	43	0	0	5	2	7	5	4	18	69	0	0	0
V63	5	15	9	8	0	0	0	4	0	0	0	0	9	0	0	0	0	0	4	3
V64	53	53	2	1	4	31	13	1	0	0	0	0	0	0	53	0	0	0	16	0
V65	1	88	1	35	3	23	8	3	0	0	0	6	2	0	9	9	0	0	0	0
V66	64	8	3	71	32	40	59	39	0	0	0	16	0	9	5	6	0	0	0	3
V67	0	31	130	0	34	18	14	0	25	0	8	1	0	15	19	0	2	45	0	0
V68	7	24	12	0	47	0	1	0	4	29	22	41	45	9	2	0	0	15	0	0
V69	138	37	5	36	0	5	13	0	0	42	4	8	6	26	7	1	0	0	0	5
V70	2	6	1	0	1	0	1	0	7	0	2	5	4	0	1	0	0	0	0	0
V71	207	12	12	140	22	22	13	0	0	0	50	9	18	0	0	10	0	0	3	2
V72	13	62	20	1	0	39	25	2	0	3	0	0	0	2	30	0	0	0	0	0
V73	0	114	34	15	24	31	42	5	0	0	0	15	0	18	2	10	5	17	4	0
V74	252	102	8	6	30	9	13	0	7	0	4	17	11	0	0	2	15	0	5	0
V75	76	148	0	90	50	4	0	20	22	16	25	21	0	28	6	0	0	4	19	0
V76	0	0	1	1	0	8	3	3	0	0	0	2	0	0	15	0	0	0	0	0
V77	20	5	12	37	32	0	0	13	27	0	0	4	40	3	3	0	0	0	0	9
V78	71	21	39	1	2	0	0	0	0	0	0	8	0	9	0	0	0	0	4	0
V79	0	84	0	5	0	4	4	3	0	0	0	0	0	0	8	14	2	0	11	0
V80	0	3	7	196	27	1	0	70	0	0	0	3	11	9	0	17	8	0	0	0
V81	14	24	95	13	0	0	0	36	0	0	0	0	0	0	0	0	0	25	0	0
V82	209	23	4	88	4	0	0	0	0	0	0	3	0	0	0	2	0	0	6	14
V83	86	0	0	361	3	16	52	0	0	0	46	0	36	0	59	2	0	0	0	0
V84	8	36	2	14	8	16	35	0	0	0	0	3	0	7	10	5	26	0	0	1
V85	28	35	22	7	2	0	12	0	0	0	3	3	0	3	9	10	0	0	12	4
V86	2	2	5	5	2	3	1	31	0	0	1	0	1	5	0	0	0	0	0	0
V87	0	1	25	11	0	0	2	4	2	0	5	0	4	1	0	2	0	3	0	17
V88	20	0	17	0	0	9	8	16	0	0	0	3	13	0	7	0	0	0	0	0
V89	16	26	0	25	6	5	11	16	34	0	0	4	0	0	0	0	0	2	0	0
V90	255	0	12	0	9	2	1	1	8	6	17	5	0	0	5	0	0	0	2	4
V91	122	55	202	5	0	6	2	7	0	0	2	0	0	0	8	0	0	0	0	10
V92	13	130	11	14	6	0	0	5	0	0	2	3	0	0	0	16	0	0	0	3
V93	0	27	12	12	17	5	7	6	3	0	6	5	2	0	0	0	0	0	1	0
V94	37	69	99	45	6	0	0	0	0	24	0	1	11	0	1	2	3	0	7	3
V95	1	43	1	3	3	9	3	0	0	1	0	0	3	0	0	0	21	0	12	0
V96	18	8	172	17	0	20	8	16	0	5	0	0	0	0	2	5	0	0	0	0
V97	247	0	0	27	2	17	10	0	5	8	0	6	0	7	5	0	0	0	1	2
V98	14	33	33	1	1	1	2	3	0	0	0	0	0	0	0	2	0	20	0	0
V99	23	279	0	83	8	0	0	40	0	0	5	0	20	8	0	19	0	0	7	5
V100	426	22	0	8	7	17	23	1	0	12	0	4	0	0	16	0	0	0	6	9
