NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	66.082	25.488	15.099	15.689	0.145	0.984	30000.0
2	65.9	25.727	15.431	16.327	0.143	0.982	20000.0
3	66.799	25.363	15.339	15.745	0.145	0.984	30000.0
4	67.932	25.165	15.671	15.778	0.14	0.984	30000.0
5	65.683	24.787	15.172	15.416	0.137	0.985	30000.0
6	66.841	25.421	15.434	15.759	0.142	0.984	20000.0
7	65.594	25.203	15.138	15.541	0.146	0.984	20000.0
8	67.031	25.703	15.588	16.324	0.146	0.982	20000.0
9	65.209	24.783	14.741	15.274	0.141	0.985	20000.0
10	66.029	25.451	15.378	16.01	0.144	0.983	40000.0
