NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	55.252	22.32	12.918	13.797	0.132	0.987	30000.0
2	60.783	25.258	15.026	16.462	0.14	0.98	30000.0
3	59.459	24.202	14.126	15.18	0.139	0.984	20000.0
4	58.808	24.41	13.808	14.981	0.143	0.985	50000.0
5	59.571	24.693	14.791	16.231	0.141	0.981	40000.0
6	61.082	25.327	15.241	16.487	0.139	0.982	40000.0
7	69.899	29.112	18.154	19.574	0.151	0.975	60000.0
8	64.446	26.25	16.513	17.502	0.137	0.978	60000.0
9	57.517	23.834	14.061	15.103	0.136	0.984	40000.0
10	59.626	24.417	14.137	15.192	0.145	0.985	40000.0
