Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L
V1	14	35	32	28	16	19	7	21	0	41	0	0
V2	72	0	29	191	0	0	0	50	0	0	0	0
V3	45	0	3	9	21	39	0	0	15	16	0	0
V4	68	41	4	11	0	53	29	0	0	0	0	0
V5	3	3	23	4	21	20	33	0	0	31	0	0
V6	55	12	0	82	0	0	0	30	0	7	0	0
V7	8	12	61	0	10	3	36	0	0	1	0	10
V8	14	22	6	0	0	55	44	6	0	0	30	0
V9	3	1	4	67	20	0	0	0	0	12	16	0
V10	14	1	68	7	0	0	0	10	0	11	0	0
V11	8	21	0	5	34	59	10	6	0	48	0	0
V12	326	71	1	57	0	0	0	4	26	7	0	0
V13	3	29	0	3	16	49	122	0	20	12	61	0
V14	4	40	2	12	50	52	0	0	53	32	0	0
V15	0	15	22	6	21	2	44	0	0	0	54	1
V16	98	2	24	45	0	1	10	38	0	0	0	17
V17	14	519	6	130	0	6	15	0	104	0	0	0
V18	8	84	26	54	7	5	4	14	0	0	0	0
V19	2	1	44	71	90	0	9	4	0	0	0	2
V20	78	21	0	52	16	0	0	12	8	0	0	0
V21	7	2	30	1	0	70	47	0	0	4	76	8
V22	1	58	1	58	0	9	0	49	0	0	0	0
V23	1	43	209	0	0	0	24	0	10	2	0	14
V24	19	92	0	19	0	0	3	4	15	19	0	1
V25	3	2	36	29	21	9	15	26	1	0	0	0
V26	2	24	25	66	0	147	99	22	0	0	0	0
V27	0	66	38	1	0	38	35	0	0	0	45	3
V28	44	0	5	0	0	0	20	0	0	2	0	24
V29	164	145	14	4	119	43	0	44	124	70	0	0
V30	167	35	73	0	100	5	102	0	4	68	0	30
V31	0	9	61	0	52	7	14	0	0	12	0	10
V32	19	49	27	1	37	11	1	0	0	8	0	0
V33	31	52	80	4	14	0	0	6	40	14	0	0
V34	55	18	1	37	33	21	55	0	0	46	0	0
V35	8	0	0	52	0	77	54	0	0	0	37	0
V36	27	77	20	60	0	1	0	18	46	1	0	0
V37	20	15	0	3	46	44	1	0	27	32	0	0
V38	101	0	0	14	2	6	0	1	0	4	11	36
V39	3	46	1	0	0	32	23	7	0	0	0	7
V40	2	163	89	18	0	3	50	6	8	0	0	14
V41	4	49	19	37	0	0	0	12	4	1	1	0
V42	2	159	0	0	0	66	42	0	25	0	0	0
V43	1	0	3	8	0	21	22	0	0	31	0	0
V44	0	1	17	0	45	14	3	0	10	2	0	0
V45	55	11	65	68	7	0	0	13	0	22	0	3
V46	76	18	25	37	0	5	23	9	0	0	10	0
V47	134	1	0	16	62	0	19	5	0	70	11	4
V48	1	75	10	173	0	25	0	80	0	0	0	0
V49	5	6	15	0	80	16	14	0	6	31	12	0
V50	11	28	14	8	60	40	47	0	1	0	0	0
V51	182	62	1	2	15	99	5	11	38	0	0	16
V52	4	57	92	10	3	18	0	9	0	1	0	2
V53	57	0	4	75	3	7	56	7	14	5	0	12
V54	42	17	0	21	0	1	0	0	1	1	0	8
V55	32	5	11	124	0	46	0	25	0	0	0	0
V56	9	146	37	1	0	20	22	0	0	0	36	0
V57	95	0	0	85	176	78	68	16	3	0	16	0
V58	35	100	4	0	0	15	16	3	12	0	0	10
V59	71	24	15	10	9	15	15	0	3	0	0	9
V60	3	11	204	103	73	0	0	60	20	0	0	0
V61	54	31	16	0	91	0	1	0	13	12	0	26
V62	173	0	7	1	1	7	0	0	0	0	0	0
V63	25	88	18	41	0	21	64	0	119	41	0	0
V64	28	53	8	27	4	0	5	35	3	0	0	0
V65	25	0	4	0	2	0	0	2	0	1	0	0
V66	163	87	148	3	0	133	111	0	0	0	100	36
V67	26	0	0	7	0	45	33	14	0	0	22	17
V68	0	81	8	0	116	16	14	0	53	5	0	1
V69	78	8	5	4	1	0	0	5	0	0	0	21
V70	267	26	0	3	7	135	47	0	0	8	0	0
V71	22	79	70	11	0	0	0	14	36	0	0	4
V72	13	68	3	5	0	148	162	0	0	0	0	0
V73	0	93	161	11	0	76	129	9	0	0	0	19
V74	83	4	161	15	0	26	35	0	2	0	0	37
V75	3	2	0	11	0	9	6	0	1	0	0	1
V76	79	0	0	80	0	1	0	20	0	15	0	0
V77	36	77	56	51	7	12	3	83	0	21	0	0
V78	2	131	310	6	0	0	0	10	0	3	18	11
V79	140	0	1	4	0	10	0	0	0	0	0	19
V80	12	0	0	99	231	24	33	34	13	0	8	26
V81	49	0	1	132	2	22	0	60	1	0	1	8
V82	6	57	8	0	339	67	47	1	13	72	0	24
V83	13	188	138	3	366	63	20	0	25	51	0	0
V84	21	0	0	12	19	9	0	10	3	0	7	0
V85	19	189	71	0	0	3	0	0	38	0	0	1
V86	2	0	1	26	61	61	0	0	13	43	0	0
V87	5	70	30	140	0	0	0	90	0	0	0	0
V88	50	243	47	2	39	0	0	0	60	29	0	0
V89	13	18	156	18	69	84	33	7	36	0	0	15
V90	5	0	41	36	123	54	40	0	4	13	67	0
V91	0	73	0	42	0	2	0	18	16	0	0	0
V92	105	13	143	0	0	90	83	0	0	0	11	29
V93	0	13	120	145	9	5	0	62	0	0	0	0
V94	112	0	137	8	26	0	0	28	0	3	12	0
V95	103	33	7	5	20	19	12	14	0	26	0	0
V96	276	2	60	96	38	6	0	17	0	22	22	3
V97	0	57	33	48	0	133	45	5	33	17	50	0
V98	54	68	2	22	11	40	23	0	0	5	12	0
V99	66	5	1	11	3	1	0	0	0	5	0	0
V100	15	0	17	0	165	0	22	15	21	15	41	0
