NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	56.602	23.056	14.056	14.935	0.125	0.984	40000.0
2	58.537	24.855	14.313	15.998	0.136	0.982	20000.0
3	62.709	25.603	15.967	17.052	0.14	0.98	40000.0
4	58.655	25.026	14.057	15.571	0.141	0.984	40000.0
5	58.025	23.931	14.305	15.232	0.132	0.985	30000.0
6	60.855	25.716	15.596	17.057	0.137	0.98	30000.0
7	57.433	23.86	14.121	15.587	0.135	0.983	50000.0
8	56.55	22.866	13.843	14.544	0.127	0.985	30000.0
9	61.053	26.085	15.675	17.272	0.14	0.978	50000.0
10	57.816	23.875	13.618	14.898	0.141	0.985	70000.0
