NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	44.05	17.824	10.682	11.662	0.086	0.991	60000.0
2	48.813	19.852	11.678	13.043	0.093	0.989	40000.0
3	47.227	19.069	11.217	12.646	0.085	0.989	60000.0
4	44.493	18.135	10.693	12.097	0.089	0.99	30000.0
5	45.105	18.03	10.744	11.873	0.092	0.99	30000.0
6	46.373	19.37	10.824	12.72	0.091	0.989	50000.0
7	47.126	19.378	11.309	12.876	0.092	0.988	40000.0
8	46.963	19.171	11.069	12.503	0.091	0.989	40000.0
9	49.442	20.372	12.37	13.787	0.091	0.987	60000.0
10	43.456	17.368	10.297	11.203	0.086	0.992	70000.0
