Samples	ID83A	ID83B
V1	0	264
V2	291	24
V3	34	49
V4	95	217
V5	33	120
V6	157	102
V7	34	259
V8	827	21
V9	7	27
V10	79	111
V11	167	14
V12	5	78
V13	211	82
V14	0	126
V15	790	0
V16	208	52
V17	58	138
V18	0	210
V19	25	226
V20	124	161
V21	85	28
V22	55	167
V23	251	132
V24	141	42
V25	222	118
V26	0	173
V27	93	131
V28	171	105
V29	0	465
V30	123	13
V31	275	126
V32	67	300
V33	0	661
V34	68	18
V35	77	41
V36	95	377
V37	0	135
V38	331	135
V39	0	670
V40	31	172
V41	386	86
V42	194	407
V43	132	23
V44	263	294
V45	205	126
V46	0	70
V47	0	336
V48	245	3
V49	142	67
V50	212	62
V51	530	0
V52	193	25
V53	415	100
V54	39	70
V55	132	113
V56	427	0
V57	0	479
V58	125	37
V59	490	9
V60	7	196
V61	0	557
V62	148	76
V63	0	477
V64	0	338
V65	185	208
V66	81	409
V67	818	254
V68	186	94
V69	241	212
V70	32	211
V71	259	173
V72	944	0
V73	156	0
V74	182	209
V75	29	151
V76	220	198
V77	241	13
V78	462	49
V79	386	25
V80	0	497
V81	0	154
V82	128	114
V83	0	419
V84	190	23
V85	97	118
V86	157	3
V87	86	224
V88	82	330
V89	438	135
V90	121	318
V91	62	208
V92	74	491
V93	139	53
V94	113	620
V95	382	0
V96	56	0
V97	358	12
V98	188	0
V99	28	31
V100	93	79
