Samples	ID83A	ID83B
V1	2.06E+01	2.06E+01
V2	1.74E+01	1.74E+01
V3	9.78E+00	9.78E+00
V4	1.28E+01	1.28E+01
V5	1.09E+01	1.09E+01
V6	1.60E+01	1.60E+01
V7	1.03E+01	1.03E+01
V8	1.25E+02	1.25E+02
V9	2.60E+00	2.60E+00
V10	9.46E+00	9.46E+00
V11	1.17E+01	1.17E+01
V12	2.61E+00	2.61E+00
V13	1.65E+01	1.65E+01
V14	2.73E+00	2.73E+00
V15	4.91E+01	4.91E+01
V16	1.45E+01	1.45E+01
V17	1.62E+01	1.62E+01
V18	1.47E+01	1.47E+01
V19	2.19E+01	2.19E+01
V20	2.28E+01	2.28E+01
V21	1.08E+01	1.08E+01
V22	7.84E+00	7.84E+00
V23	5.53E+01	5.53E+01
V24	7.18E+00	7.18E+00
V25	8.39E+00	8.39E+00
V26	8.63E+00	8.63E+00
V27	2.84E+01	2.83E+01
V28	2.17E+01	2.17E+01
V29	3.64E+01	3.64E+01
V30	6.43E+00	6.43E+00
V31	2.62E+01	2.62E+01
V32	4.10E+01	4.10E+01
V33	4.85E+01	4.85E+01
V34	6.82E+00	6.82E+00
V35	2.85E+00	2.85E+00
V36	1.51E+01	1.51E+01
V37	2.29E+00	2.29E+00
V38	5.68E+01	5.68E+01
V39	1.87E+01	1.87E+01
V40	9.93E+00	9.93E+00
V41	3.05E+01	3.05E+01
V42	7.24E+01	7.24E+01
V43	7.59E+00	7.59E+00
V44	2.50E+01	2.50E+01
V45	3.51E+01	3.51E+01
V46	4.01E+00	4.01E+00
V47	9.72E+00	9.72E+00
V48	3.81E+01	3.81E+01
V49	6.93E+00	6.93E+00
V50	1.62E+01	1.62E+01
V51	4.84E+01	4.84E+01
V52	1.96E+01	1.96E+01
V53	3.02E+01	3.02E+01
V54	3.44E+00	3.44E+00
V55	1.29E+01	1.29E+01
V56	2.99E+01	2.99E+01
V57	1.77E+01	1.77E+01
V58	2.18E+01	2.18E+01
V59	3.28E+01	3.28E+01
V60	5.84E+00	5.84E+00
V61	1.02E+01	1.02E+01
V62	1.73E+01	1.73E+01
V63	2.59E+01	2.59E+01
V64	5.29E+00	5.29E+00
V65	6.22E+01	6.22E+01
V66	1.52E+01	1.52E+01
V67	1.19E+02	1.19E+02
V68	1.35E+01	1.35E+01
V69	6.97E+01	6.97E+01
V70	2.10E+01	2.10E+01
V71	5.57E+01	5.57E+01
V72	5.52E+01	5.52E+01
V73	1.27E+01	1.27E+01
V74	6.07E+01	6.07E+01
V75	4.15E+00	4.15E+00
V76	2.95E+01	2.95E+01
V77	1.80E+01	1.80E+01
V78	5.94E+01	5.94E+01
V79	4.82E+01	4.82E+01
V80	9.91E+00	9.91E+00
V81	3.07E+00	3.07E+00
V82	3.37E+01	3.37E+01
V83	9.30E+00	9.30E+00
V84	1.19E+01	1.19E+01
V85	2.83E+01	2.83E+01
V86	5.92E+00	5.92E+00
V87	1.99E+01	1.99E+01
V88	5.28E+01	5.28E+01
V89	9.03E+01	9.03E+01
V90	5.40E+01	5.40E+01
V91	3.97E+01	3.97E+01
V92	3.07E+01	3.07E+01
V93	1.90E+01	1.90E+01
V94	8.88E+00	8.88E+00
V95	4.58E+01	4.58E+01
V96	3.46E+00	3.46E+00
V97	2.53E+01	2.53E+01
V98	2.97E+01	2.97E+01
V99	9.16E+00	9.16E+00
V100	1.53E+01	1.53E+01
