NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	56.573	22.134	13.837	14.428	0.114	0.985	40000.0
2	59.542	23.059	14.647	14.732	0.119	0.986	20000.0
3	56.726	22.287	13.784	14.504	0.116	0.984	50000.0
4	55.173	22.028	13.512	14.19	0.119	0.985	40000.0
5	56.804	22.31	13.568	14.02	0.118	0.987	30000.0
6	57.885	22.616	14.193	14.532	0.12	0.986	30000.0
7	58.0	23.064	14.264	15.122	0.123	0.984	60000.0
8	58.262	22.78	14.169	14.525	0.121	0.986	20000.0
9	58.409	23.245	14.536	15.258	0.117	0.984	30000.0
10	58.506	23.071	14.391	15.046	0.119	0.983	50000.0
