NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	62.711	25.396	15.957	16.383	0.146	0.98	40000.0
2	57.477	22.767	14.334	14.037	0.132	0.986	30000.0
3	63.349	25.207	15.546	15.619	0.147	0.984	60000.0
4	56.477	22.661	13.355	13.666	0.138	0.986	60000.0
5	59.88	23.772	14.752	14.783	0.133	0.986	20000.0
6	60.376	24.331	15.055	15.065	0.138	0.984	20000.0
7	57.447	23.075	14.254	14.347	0.136	0.986	40000.0
8	58.849	23.668	14.752	14.964	0.136	0.984	30000.0
9	63.831	25.21	15.687	15.596	0.143	0.984	60000.0
10	55.388	22.196	13.105	13.457	0.137	0.988	70000.0
