Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O
V1	23	27	8	7	6	10	8	0	1	13	2	13	9	0	8
V2	131	12	292	38	10	5	10	32	7	0	0	26	0	19	34
V3	34	11	17	64	1	2	0	68	17	0	14	6	1	0	0
V4	30	0	9	25	14	8	0	17	35	0	3	11	0	0	7
V5	115	0	18	40	0	5	0	35	34	2	0	0	0	0	21
V6	11	31	13	23	16	18	11	7	0	6	11	0	0	15	10
V7	150	14	160	13	4	7	9	3	5	17	0	3	0	2	11
V8	6	55	28	9	0	37	40	3	3	62	23	3	0	0	2
V9	147	16	5	2	6	0	1	3	0	3	6	9	0	0	4
V10	10	8	15	1	72	19	6	0	21	21	32	0	14	16	2
V11	40	44	0	0	14	4	22	0	0	7	7	0	0	13	9
V12	39	172	167	7	18	4	0	13	38	14	0	45	0	39	6
V13	0	131	9	191	0	20	0	113	55	1	0	0	106	0	0
V14	0	0	9	50	9	44	59	43	25	33	0	0	72	0	0
V15	5	2	1	96	0	1	0	33	33	0	0	0	19	0	2
V16	28	123	30	28	19	0	1	29	24	0	25	13	0	0	0
V17	15	26	2	6	0	7	5	0	5	4	0	0	0	7	9
V18	20	5	14	2	18	39	103	1	2	30	23	11	0	0	3
V19	86	158	56	0	20	8	0	0	5	6	0	3	25	0	6
V20	230	0	92	7	10	13	7	14	9	12	6	0	11	10	0
V21	103	0	0	329	59	42	37	106	84	22	0	0	6	0	38
V22	50	29	78	17	23	7	8	34	57	0	0	9	0	6	10
V23	203	15	1	0	1	0	0	0	0	0	5	0	0	6	9
V24	50	24	4	11	1	7	19	9	0	6	0	0	5	0	0
V25	25	28	4	60	0	1	0	24	34	0	0	0	16	0	0
V26	57	1	62	1	159	0	0	0	14	0	0	74	0	0	0
V27	147	10	10	33	7	5	6	11	2	29	0	2	0	0	3
V28	0	287	127	9	32	5	0	0	18	0	26	45	0	66	2
V29	3	18	40	22	29	0	0	4	19	0	32	67	5	0	0
V30	16	1	0	59	3	23	11	42	4	0	0	0	0	0	5
V31	1	0	119	2	23	1	9	0	5	0	12	4	0	11	0
V32	4	33	0	30	25	20	0	4	12	10	58	8	0	0	1
V33	4	8	100	37	92	45	6	0	55	10	43	0	0	34	8
V34	2	2	0	10	137	0	2	27	25	0	59	5	34	0	0
V35	1	17	16	22	22	0	0	6	9	0	0	19	0	3	1
V36	17	1	30	5	4	32	137	4	13	35	41	20	0	0	17
V37	10	57	5	154	19	32	62	47	27	64	4	0	27	4	21
V38	229	395	163	32	0	1	0	13	16	0	0	0	0	0	14
V39	0	109	45	50	33	0	16	6	8	0	14	12	0	25	1
V40	16	253	0	32	49	0	3	101	3	0	46	30	0	0	6
V41	11	5	84	35	4	6	1	1	0	1	0	7	0	0	0
V42	36	0	0	2	9	10	0	0	5	4	13	1	0	0	0
V43	12	40	6	4	1	5	10	3	0	0	0	0	14	0	5
V44	0	7	0	1	70	69	48	1	57	76	20	28	0	0	1
V45	68	218	23	0	0	10	5	0	3	5	0	13	0	0	18
V46	150	173	96	14	2	0	0	3	3	0	0	0	39	23	10
V47	0	97	53	123	0	0	0	57	20	1	0	0	49	6	0
V48	5	2	35	82	12	3	2	14	20	0	11	37	0	2	1
V49	2	2	48	40	5	0	45	28	7	0	0	15	0	0	0
V50	2	1	90	0	5	15	19	0	1	11	1	24	6	39	0
V51	96	12	74	22	29	19	4	9	12	8	0	15	0	0	6
V52	13	0	24	100	81	7	1	33	40	9	9	12	3	6	18
V53	20	21	117	13	32	78	20	0	42	105	36	19	0	0	10
V54	3	5	19	6	11	19	42	10	17	24	8	8	0	0	0
V55	293	6	126	1	22	0	0	1	9	0	5	18	0	0	63
V56	5	29	63	13	0	14	0	17	0	0	0	27	6	0	6
V57	1	111	82	15	16	11	24	14	8	6	16	21	0	0	0
V58	1	23	0	1	10	38	3	0	10	18	0	20	0	6	2
V59	123	22	12	2	12	30	1	0	0	23	0	1	0	10	15
V60	1	0	28	10	42	0	1	4	43	0	24	0	0	0	0
V61	0	4	11	4	4	0	0	1	2	0	0	2	0	0	0
V62	66	21	66	4	9	34	6	4	6	37	0	1	20	0	21
V63	68	9	0	1	3	0	2	4	2	0	1	1	0	1	2
V64	1	1	28	3	1	23	33	2	5	2	0	7	0	3	0
V65	293	120	0	32	0	4	0	20	3	0	0	1	60	5	0
V66	0	17	3	33	5	5	8	9	0	27	0	3	0	0	0
V67	0	144	9	1	13	75	10	0	0	7	0	4	38	34	0
V68	85	35	0	1	4	11	0	4	0	10	0	3	0	0	1
V69	31	0	70	3	19	64	62	0	14	0	24	23	0	19	5
V70	9	36	5	24	0	0	4	26	23	0	0	0	84	2	0
V71	25	18	10	6	143	8	57	4	5	0	0	11	0	10	7
V72	126	0	0	1	3	1	4	0	0	7	5	0	0	0	7
V73	13	0	91	12	11	33	40	3	1	31	3	8	3	0	0
V74	42	0	13	10	34	386	199	2	0	0	83	0	0	0	1
V75	8	61	8	2	24	0	0	0	9	0	1	6	0	27	6
V76	138	22	19	2	16	0	36	0	1	14	4	0	0	0	27
V77	28	24	8	28	67	0	5	16	21	4	42	10	0	0	1
V78	41	0	4	171	19	8	27	51	21	0	1	0	7	1	0
V79	3	76	0	5	23	28	0	11	11	14	35	2	0	0	0
V80	6	214	48	25	49	18	20	19	3	19	16	7	0	42	0
V81	0	33	0	27	0	14	7	8	6	0	0	0	14	0	0
V82	8	4	36	24	0	0	1	21	4	2	0	6	0	0	3
V83	1	4	8	13	70	11	0	7	35	1	0	16	0	0	8
V84	41	11	13	0	4	0	5	2	1	0	2	3	31	3	1
V85	56	21	115	3	6	3	16	1	3	10	0	0	10	0	14
V86	17	0	16	1	9	3	0	0	1	0	0	0	5	4	8
V87	3	33	0	2	0	25	0	6	3	17	0	0	0	5	2
V88	68	39	4	7	76	7	14	7	12	0	81	9	0	66	22
V89	34	21	4	25	1	4	0	23	9	0	0	3	72	0	6
V90	2	0	59	48	0	3	3	27	30	0	0	0	0	3	8
V91	5	0	17	23	6	18	0	35	10	17	5	0	1	2	0
V92	10	12	0	120	128	30	0	56	136	31	45	71	0	0	0
V93	46	172	0	1	0	1	1	0	0	0	0	0	0	11	12
V94	24	0	119	6	25	18	0	2	4	31	58	0	4	2	1
V95	43	0	29	41	22	47	11	0	6	21	6	0	22	2	6
V96	1	0	16	2	0	11	3	0	2	46	2	0	0	9	0
V97	40	1	11	0	16	11	7	0	0	15	0	0	0	0	5
V98	0	24	59	2	2	14	7	1	1	4	5	17	15	6	0
V99	9	7	15	8	4	62	35	0	7	25	2	0	5	0	0
V100	151	9	49	1	3	0	1	0	1	0	1	12	15	3	11
