Samples	ID83A	ID83B	ID83C	ID83D
V1	98	26	195	5
V2	92	151	131	12
V3	120	126	113	112
V4	33	91	87	28
V5	64	12	12	140
V6	46	132	18	0
V7	56	77	66	15
V8	76	23	96	1
V9	209	4	111	44
V10	63	100	158	39
V11	2	0	57	50
V12	67	8	64	71
V13	0	60	0	55
V14	25	162	6	10
V15	118	23	104	47
V16	37	23	144	26
V17	24	51	27	29
V18	260	60	14	110
V19	175	5	38	21
V20	8	37	172	1
V21	293	34	73	13
V22	127	121	228	252
V23	30	73	96	97
V24	255	21	109	27
V25	28	69	191	37
V26	13	2	71	69
V27	15	0	202	15
V28	205	180	0	0
V29	35	308	92	51
V30	87	25	220	15
V31	1	12	29	53
V32	4	43	56	45
V33	110	7	38	80
V34	13	83	0	45
V35	46	0	129	25
V36	105	99	0	14
V37	198	7	0	633
V38	170	5	0	20
V39	48	49	83	7
V40	7	25	254	4
V41	95	379	36	5
V42	0	212	0	19
V43	124	106	82	64
V44	179	1	17	36
V45	0	264	35	24
V46	9	60	69	253
V47	38	152	59	147
V48	10	215	29	49
V49	26	77	33	212
V50	22	28	11	16
V51	299	47	80	448
V52	218	240	0	2
V53	313	0	107	9
V54	235	83	42	3
V55	130	93	4	7
V56	4	10	36	76
V57	195	197	0	217
V58	343	114	0	0
V59	23	164	83	11
V60	40	149	0	52
V61	407	106	102	139
V62	5	98	0	0
V63	34	40	233	61
V64	19	6	59	2
V65	47	132	15	36
V66	178	7	175	12
V67	23	251	22	54
V68	0	0	138	1
V69	7	23	12	9
V70	486	60	67	44
V71	70	0	85	56
V72	5	201	0	263
V73	43	49	165	144
V74	3	91	40	5
V75	68	312	26	3
V76	138	90	69	12
V77	28	12	65	53
V78	70	22	35	62
V79	97	49	133	87
V80	89	189	0	27
V81	105	149	157	7
V82	172	20	42	94
V83	36	8	18	0
V84	35	23	55	281
V85	401	103	47	44
V86	130	96	68	4
V87	233	136	13	91
V88	87	6	30	0
V89	45	33	1	113
V90	198	24	28	0
V91	22	192	8	129
V92	262	29	98	28
V93	24	121	17	34
V94	29	15	4	30
V95	8	40	32	240
V96	16	210	79	6
V97	39	13	26	22
V98	222	86	0	50
V99	39	55	64	5
V100	446	2	52	5
