NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	49.587	18.823	11.469	10.809	0.116	0.992	50000.0
2	55.758	20.628	14.18	12.133	0.121	0.991	50000.0
3	55.66	20.465	14.54	12.636	0.123	0.987	30000.0
4	54.71	20.839	13.402	12.454	0.128	0.99	50000.0
5	55.57	20.557	14.139	12.656	0.123	0.987	30000.0
6	52.049	19.662	12.498	11.608	0.12	0.991	50000.0
7	57.256	21.632	14.539	13.083	0.125	0.989	20000.0
8	52.358	19.798	12.39	11.601	0.123	0.991	70000.0
9	51.885	19.532	12.34	11.524	0.12	0.991	70000.0
10	50.763	18.819	11.913	10.661	0.119	0.993	50000.0
