MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I
1:Del:C:0	0.0024583162856288256	2.82974864502375e-29	0.013975227437913417	0.012353255115368712	0.0013207518612034618	0.004087444944889285	0.48648379147052767	0.0726287081837654	0.004049151891376823
1:Del:C:1	1.4012984643248171e-46	0.0006657055265755218	0.019460303778760134	2.405892551848865e-09	0.0006200722116403767	1.0235644367639907e-07	0.07478524410980754	0.1010723668616265	0.008235682267695665
1:Del:C:2	0.001170258597331042	0.00038814724264710774	0.0028450517915189267	3.1198197802950745e-08	6.635552164482305e-05	0.0019008427567314356	9.60471099332949e-05	0.0003130097145913169	0.0022976318665314465
1:Del:C:3	0.00015830007614567876	0.001466829515993595	0.006537318788468837	0.0005735326703870669	0.00031982932923710903	0.0026140909641981123	0.011621592775918543	0.010017706915397185	0.001554416589374341
1:Del:C:4	0.00715726763010025	0.0004407338274177164	0.0005426678282674402	0.0	0.0003655505774077028	0.0018736987371312352	0.01827788120135665	0.003145116180530749	2.4815162760205567e-05
1:Del:C:5	0.01005369190215788	0.000507322001149646	0.0017641512356931343	0.0	0.0011184448027051984	0.020963290256236177	0.00023895774502307176	0.002633738689024767	0.0006833584022700734
1:Del:T:0	0.01577864633873105	0.004611387674231082	0.01855693580582738	0.0013264054738101549	0.0023240081674885003	0.000878089340403676	0.0939960464835167	0.07561541700270027	0.01644732345594093
1:Del:T:1	0.0011553786018339452	0.0010953438468277454	0.004902199748903513	0.0009914924507029355	0.0008096688427031041	0.007626664882991463	0.03899910226464272	0.021993188513442875	0.003533556280308403
1:Del:T:2	1.900784354802454e-07	6.124817559793883e-08	0.008968881979672005	1.4012984643248171e-46	0.7174350023269653	0.020867969840765	0.039094044467583446	0.017430795367621953	0.007504280656576157
1:Del:T:3	0.013395929615944624	0.0017032594187185168	0.00514459742779067	0.00017484785057604314	0.0029526861326303333	0.033213008334860204	0.06815457628108561	0.09136779205873609	0.005673791514709592
1:Del:T:4	0.04162153452634811	0.0030317569617182016	0.0	0.00011596431722864509	0.009489464620128275	3.300194221083075e-05	0.08921881131827832	0.07047151911538094	0.008842337876558304
1:Del:T:5	0.8375030934810639	1.437019619743296e-07	0.0006298348256507325	1.818240776163549e-07	9.200680722187826e-07	0.0033225022396806024	3.8413559622191354e-07	0.004464995893454215	0.016830726829313747
1:Ins:C:0	2.266448433374535e-08	2.713624667194381e-08	0.0033949855249375107	8.41912133666689e-06	8.364050856357607e-08	2.4731846366447025e-07	0.0002999348652338085	0.0006760752699463523	1.5445419709436692e-06
