Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J
V1	12	409	91	4	2	0	0	11	20	0
V2	265	8	11	4	5	1	0	13	0	0
V3	121	53	74	0	14	10	0	1	0	0
V4	283	0	188	50	17	17	0	0	83	0
V5	101	0	0	135	6	5	0	18	0	29
V6	12	0	0	102	20	20	8	0	13	26
V7	310	167	28	28	2	0	64	0	5	0
V8	62	164	14	0	0	11	5	20	3	0
V9	95	3	0	3	0	24	0	15	0	0
V10	66	156	0	98	24	8	54	44	0	36
V11	2	346	33	65	25	18	51	0	5	19
V12	356	95	184	54	159	9	0	49	10	2
V13	150	23	3	0	1	45	15	47	8	0
V14	12	0	21	33	39	2	0	0	9	39
V15	0	2	119	2	10	119	0	20	28	2
V16	1	92	43	132	9	23	0	0	75	3
V17	2	0	3	17	29	110	91	0	0	0
V18	0	209	18	95	0	64	22	24	37	0
V19	90	3	26	18	3	60	0	13	0	20
V20	17	60	66	363	54	82	9	40	0	34
V21	0	40	85	23	12	25	0	0	37	24
V22	68	10	6	0	0	9	0	0	15	1
V23	18	47	57	51	206	0	9	49	0	18
V24	54	230	2	5	168	69	59	0	0	0
V25	55	4	303	0	0	64	0	54	33	26
V26	2	75	16	14	102	0	0	9	8	0
V27	71	35	48	41	2	0	0	31	0	4
V28	0	30	5	0	0	194	17	0	47	0
V29	2	0	9	57	5	71	68	0	0	24
V30	148	18	371	0	4	0	0	0	50	0
V31	32	80	9	0	0	36	19	60	0	0
V32	6	12	15	19	0	24	0	0	0	0
V33	0	0	6	0	0	52	1	0	4	0
V34	44	30	36	1	73	28	0	0	0	0
V35	0	32	53	29	64	0	0	0	1	52
V36	33	0	16	0	1	5	0	0	6	0
V37	590	12	21	0	109	30	38	113	32	1
V38	7	0	0	0	7	11	28	13	6	0
V39	2	0	5	47	0	17	1	0	5	0
V40	21	8	1	72	3	6	0	12	0	0
V41	65	40	0	51	8	23	0	0	0	8
V42	0	18	16	69	0	2	0	26	0	46
V43	0	0	4	18	47	7	0	0	0	19
V44	45	0	0	44	0	6	6	0	0	38
V45	10	36	15	82	0	10	0	0	0	46
V46	6	1	21	93	0	5	0	11	0	6
V47	639	0	98	0	24	6	0	0	15	0
V48	0	0	42	1	1	77	54	13	0	0
V49	19	180	51	103	79	15	8	0	0	40
V50	122	215	0	0	15	0	16	0	0	6
V51	26	40	53	14	12	11	13	18	28	23
V52	9	243	0	0	7	22	28	6	0	0
V53	8	2	46	0	14	0	0	7	0	0
V54	13	8	29	0	19	42	0	0	31	0
V55	0	0	66	5	155	4	0	0	0	0
V56	23	0	0	8	44	14	0	2	2	0
V57	178	154	3	63	20	0	16	0	16	9
V58	1	32	6	0	2	0	4	2	4	0
V59	6	34	582	60	110	0	0	0	22	44
V60	108	6	79	11	0	136	0	18	11	0
V61	83	20	1	74	0	38	0	0	0	44
V62	2	15	51	55	33	0	0	0	19	9
V63	66	4	17	59	79	37	0	0	0	0
V64	1	189	32	66	0	0	14	0	0	0
V65	37	0	0	15	61	29	44	0	9	0
V66	1	0	3	0	78	24	43	0	13	9
V67	8	311	30	0	35	0	18	5	0	0
V68	0	253	21	37	47	9	1	4	0	0
V69	31	8	0	0	5	51	0	0	7	0
V70	0	2	0	3	0	0	1	0	0	0
V71	3	0	47	2	3	9	19	0	0	1
V72	45	0	99	0	37	0	0	0	18	0
V73	0	97	42	2	79	4	64	27	0	0
V74	0	0	26	16	0	0	5	12	17	0
V75	3	14	18	0	47	0	0	0	0	0
V76	87	6	0	0	60	0	6	27	0	0
V77	23	29	15	0	0	10	0	0	0	0
V78	0	18	83	14	25	3	0	14	0	0
V79	94	10	0	3	55	44	0	40	0	25
V80	18	0	148	12	13	26	0	0	0	11
V81	0	140	28	62	0	9	6	0	0	7
V82	87	61	2	132	83	8	40	0	8	0
V83	55	25	6	7	0	0	0	4	0	0
V84	0	193	0	34	0	0	87	1	0	0
V85	0	5	30	0	87	0	0	0	8	6
V86	69	19	10	87	169	17	0	0	0	33
V87	44	27	6	0	0	11	24	12	0	13
V88	103	0	5	14	0	10	2	8	0	5
V89	33	1	178	11	17	15	0	0	0	0
V90	24	183	138	19	25	15	0	57	51	6
V91	6	91	19	12	54	108	60	20	0	0
V92	16	74	17	1	7	8	0	0	0	0
V93	72	39	94	5	0	169	27	29	56	15
V94	229	0	4	21	31	20	0	36	5	0
V95	72	0	133	31	1	151	28	30	0	0
V96	0	84	24	0	0	138	203	33	12	6
V97	34	0	125	0	66	20	0	0	0	11
V98	243	8	1	37	31	11	0	6	0	2
V99	23	0	0	9	0	7	8	0	0	5
V100	3	0	16	29	18	37	0	0	0	23
