NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	51.523	25.751	12.109	15.112	0.153	0.984	30000.0
2	50.398	25.502	11.757	14.677	0.149	0.985	50000.0
3	49.53	24.737	11.7	14.62	0.15	0.985	20000.0
4	50.563	25.199	12.238	15.212	0.144	0.985	20000.0
5	48.968	24.296	11.386	13.87	0.143	0.987	30000.0
6	49.005	24.582	11.389	14.314	0.147	0.986	30000.0
7	50.654	25.682	11.816	14.946	0.155	0.984	30000.0
8	49.965	24.87	11.81	14.912	0.15	0.984	30000.0
9	51.851	25.97	12.245	15.274	0.155	0.984	30000.0
10	47.993	24.578	11.252	14.314	0.15	0.986	40000.0
